number of characters,length of case,case,expected value
2,8,[0. 0. 0. 0. 1. 1. 0. 1.],272.0
2,8,[0. 0. 0. 0. 1. 1. 1. 0.],272.0
2,8,[0. 0. 0. 0. 1. 1. 1. 1.],270.0
2,8,[0. 0. 0. 1. 0. 0. 0. 0.],284.0
2,8,[0. 0. 0. 1. 0. 0. 0. 1.],284.0
2,8,[0. 0. 0. 1. 0. 0. 1. 0.],270.0
2,8,[0. 0. 0. 1. 0. 0. 1. 1.],268.0
2,8,[0. 0. 0. 1. 0. 1. 0. 0.],270.0
2,8,[0. 0. 0. 1. 0. 1. 0. 1.],266.0
2,8,[0. 0. 0. 1. 0. 1. 1. 0.],266.0
2,8,[0. 0. 0. 1. 0. 1. 1. 1.],264.0
2,8,[0. 0. 0. 1. 1. 0. 0. 0.],276.0
2,8,[0. 0. 0. 1. 1. 0. 0. 1.],268.0
2,8,[0. 0. 0. 1. 1. 0. 1. 0.],266.0
2,8,[0. 0. 0. 1. 1. 0. 1. 1.],264.0
2,8,[0. 0. 0. 1. 1. 1. 0. 0.],268.0
2,8,[0. 0. 0. 1. 1. 1. 0. 1.],264.0
2,8,[0. 0. 0. 1. 1. 1. 1. 0.],264.0
2,8,[0. 0. 0. 1. 1. 1. 1. 1.],262.0
2,8,[0. 0. 1. 0. 0. 0. 0. 0.],276.0
2,8,[0. 0. 1. 0. 0. 0. 0. 1.],276.0
2,8,[0. 0. 1. 0. 0. 0. 1. 0.],282.0
2,8,[0. 0. 1. 0. 0. 0. 1. 1.],272.0
2,8,[0. 0. 1. 0. 0. 1. 0. 0.],298.0
2,8,[0. 0. 1. 0. 0. 1. 0. 1.],278.0
2,8,[0. 0. 1. 0. 0. 1. 1. 0.],270.0
2,8,[0. 0. 1. 0. 0. 1. 1. 1.],268.0
2,8,[0. 0. 1. 0. 1. 0. 0. 0.],270.0
2,8,[0. 0. 1. 0. 1. 0. 0. 1.],270.0
2,8,[0. 0. 1. 0. 1. 0. 1. 0.],264.0
2,8,[0. 0. 1. 0. 1. 0. 1. 1.],262.0
2,8,[0. 0. 1. 0. 1. 1. 0. 0.],266.0
2,8,[0. 0. 1. 0. 1. 1. 0. 1.],262.0
2,8,[0. 0. 1. 0. 1. 1. 1. 0.],262.0
2,8,[0. 0. 1. 0. 1. 1. 1. 1.],260.0
2,8,[0. 0. 1. 1. 0. 0. 0. 0.],272.0
2,8,[0. 0. 1. 1. 0. 0. 0. 1.],272.0
2,8,[0. 0. 1. 1. 0. 0. 1. 0.],270.0
2,8,[0. 0. 1. 1. 0. 0. 1. 1.],276.0
2,8,[0. 0. 1. 1. 0. 1. 0. 0.],266.0
2,8,[0. 0. 1. 1. 0. 1. 0. 1.],262.0
2,8,[0. 0. 1. 1. 0. 1. 1. 0.],262.0
2,8,[0. 0. 1. 1. 0. 1. 1. 1.],260.0
2,8,[0. 0. 1. 1. 1. 0. 0. 0.],268.0
2,8,[0. 0. 1. 1. 1. 0. 0. 1.],268.0
2,8,[0. 0. 1. 1. 1. 0. 1. 0.],262.0
2,8,[0. 0. 1. 1. 1. 0. 1. 1.],260.0
2,8,[0. 0. 1. 1. 1. 1. 0. 0.],264.0
2,8,[0. 0. 1. 1. 1. 1. 0. 1.],260.0
2,8,[0. 0. 1. 1. 1. 1. 1. 0.],260.0
2,8,[0. 0. 1. 1. 1. 1. 1. 1.],258.0
2,8,[0. 1. 0. 0. 0. 0. 0. 0.],268.0
2,8,[0. 1. 0. 0. 0. 0. 0. 1.],268.0
2,8,[0. 1. 0. 0. 0. 0. 1. 0.],272.0
2,8,[0. 1. 0. 0. 0. 0. 1. 1.],266.0
2,8,[0. 1. 0. 0. 0. 1. 0. 0.],280.0
2,8,[0. 1. 0. 0. 0. 1. 0. 1.],272.0
2,8,[0. 1. 0. 0. 0. 1. 1. 0.],266.0
2,8,[0. 1. 0. 0. 0. 1. 1. 1.],264.0
2,8,[0. 1. 0. 0. 1. 0. 0. 0.],280.0
2,8,[0. 1. 0. 0. 1. 0. 0. 1.],296.0
2,8,[0. 1. 0. 0. 1. 0. 1. 0.],276.0
2,8,[0. 1. 0. 0. 1. 0. 1. 1.],270.0
2,8,[0. 1. 0. 0. 1. 1. 0. 0.],266.0
2,8,[0. 1. 0. 0. 1. 1. 0. 1.],266.0
2,8,[0. 1. 0. 0. 1. 1. 1. 0.],264.0
2,8,[0. 1. 0. 0. 1. 1. 1. 1.],262.0
2,8,[0. 1. 0. 1. 0. 0. 0. 0.],272.0
2,8,[0. 1. 0. 1. 0. 0. 0. 1.],272.0
2,8,[0. 1. 0. 1. 0. 0. 1. 0.],276.0
2,8,[0. 1. 0. 1. 0. 0. 1. 1.],270.0
2,8,[0. 1. 0. 1. 0. 1. 0. 0.],300.0
2,8,[0. 1. 0. 1. 0. 1. 0. 1.],340.0
2,8,[0. 1. 0. 1. 0. 1. 1. 0.],278.0
2,8,[0. 1. 0. 1. 0. 1. 1. 1.],276.0
2,8,[0. 1. 0. 1. 1. 0. 0. 0.],266.0
2,8,[0. 1. 0. 1. 1. 0. 0. 1.],266.0
2,8,[0. 1. 0. 1. 1. 0. 1. 0.],270.0
2,8,[0. 1. 0. 1. 1. 0. 1. 1.],264.0
2,8,[0. 1. 0. 1. 1. 1. 0. 0.],264.0
2,8,[0. 1. 0. 1. 1. 1. 0. 1.],264.0
2,8,[0. 1. 0. 1. 1. 1. 1. 0.],262.0
2,8,[0. 1. 0. 1. 1. 1. 1. 1.],260.0
2,8,[0. 1. 1. 0. 0. 0. 0. 0.],266.0
2,8,[0. 1. 1. 0. 0. 0. 0. 1.],266.0
2,8,[0. 1. 1. 0. 0. 0. 1. 0.],266.0
2,8,[0. 1. 1. 0. 0. 0. 1. 1.],268.0
2,8,[0. 1. 1. 0. 0. 1. 0. 0.],266.0
2,8,[0. 1. 1. 0. 0. 1. 0. 1.],266.0
2,8,[0. 1. 1. 0. 0. 1. 1. 0.],276.0
2,8,[0. 1. 1. 0. 0. 1. 1. 1.],266.0
2,8,[0. 1. 1. 0. 1. 0. 0. 0.],266.0
2,8,[0. 1. 1. 0. 1. 0. 0. 1.],266.0
2,8,[0. 1. 1. 0. 1. 0. 1. 0.],266.0
2,8,[0. 1. 1. 0. 1. 0. 1. 1.],268.0
2,8,[0. 1. 1. 0. 1. 1. 0. 0.],276.0
2,8,[0. 1. 1. 0. 1. 1. 0. 1.],292.0
2,8,[0. 1. 1. 0. 1. 1. 1. 0.],266.0
2,8,[0. 1. 1. 0. 1. 1. 1. 1.],264.0
2,8,[0. 1. 1. 1. 0. 0. 0. 0.],264.0
2,8,[0. 1. 1. 1. 0. 0. 0. 1.],264.0
2,8,[0. 1. 1. 1. 0. 0. 1. 0.],264.0
2,8,[0. 1. 1. 1. 0. 0. 1. 1.],266.0
2,8,[0. 1. 1. 1. 0. 1. 0. 0.],264.0
2,8,[0. 1. 1. 1. 0. 1. 0. 1.],264.0
2,8,[0. 1. 1. 1. 0. 1. 1. 0.],266.0
2,8,[0. 1. 1. 1. 0. 1. 1. 1.],272.0
2,8,[0. 1. 1. 1. 1. 0. 0. 0.],262.0
2,8,[0. 1. 1. 1. 1. 0. 0. 1.],262.0
2,8,[0. 1. 1. 1. 1. 0. 1. 0.],262.0
2,8,[0. 1. 1. 1. 1. 0. 1. 1.],264.0
2,8,[0. 1. 1. 1. 1. 1. 0. 0.],260.0
2,8,[0. 1. 1. 1. 1. 1. 0. 1.],260.0
2,8,[0. 1. 1. 1. 1. 1. 1. 0.],258.0
2,8,[0. 1. 1. 1. 1. 1. 1. 1.],256.0
2,8,[1. 0. 0. 0. 0. 0. 0. 0.],256.0
2,8,[1. 0. 0. 0. 0. 0. 0. 1.],258.0
2,8,[1. 0. 0. 0. 0. 0. 1. 0.],260.0
2,8,[1. 0. 0. 0. 0. 0. 1. 1.],260.0
2,8,[1. 0. 0. 0. 0. 1. 0. 0.],264.0
2,8,[1. 0. 0. 0. 0. 1. 0. 1.],262.0
2,8,[1. 0. 0. 0. 0. 1. 1. 0.],262.0
2,8,[1. 0. 0. 0. 0. 1. 1. 1.],262.0
2,8,[1. 0. 0. 0. 1. 0. 0. 0.],272.0
2,8,[1. 0. 0. 0. 1. 0. 0. 1.],266.0
2,8,[1. 0. 0. 0. 1. 0. 1. 0.],264.0
2,8,[1. 0. 0. 0. 1. 0. 1. 1.],264.0
2,8,[1. 0. 0. 0. 1. 1. 0. 0.],266.0
2,8,[1. 0. 0. 0. 1. 1. 0. 1.],264.0
2,8,[1. 0. 0. 0. 1. 1. 1. 0.],264.0
2,8,[1. 0. 0. 0. 1. 1. 1. 1.],264.0
2,8,[1. 0. 0. 1. 0. 0. 0. 0.],264.0
2,8,[1. 0. 0. 1. 0. 0. 0. 1.],266.0
2,8,[1. 0. 0. 1. 0. 0. 1. 0.],292.0
2,8,[1. 0. 0. 1. 0. 0. 1. 1.],276.0
2,8,[1. 0. 0. 1. 0. 1. 0. 0.],268.0
2,8,[1. 0. 0. 1. 0. 1. 0. 1.],266.0
2,8,[1. 0. 0. 1. 0. 1. 1. 0.],266.0
2,8,[1. 0. 0. 1. 0. 1. 1. 1.],266.0
2,8,[1. 0. 0. 1. 1. 0. 0. 0.],266.0
2,8,[1. 0. 0. 1. 1. 0. 0. 1.],276.0
2,8,[1. 0. 0. 1. 1. 0. 1. 0.],266.0
2,8,[1. 0. 0. 1. 1. 0. 1. 1.],266.0
2,8,[1. 0. 0. 1. 1. 1. 0. 0.],268.0
2,8,[1. 0. 0. 1. 1. 1. 0. 1.],266.0
2,8,[1. 0. 0. 1. 1. 1. 1. 0.],266.0
2,8,[1. 0. 0. 1. 1. 1. 1. 1.],266.0
2,8,[1. 0. 1. 0. 0. 0. 0. 0.],260.0
2,8,[1. 0. 1. 0. 0. 0. 0. 1.],262.0
2,8,[1. 0. 1. 0. 0. 0. 1. 0.],264.0
2,8,[1. 0. 1. 0. 0. 0. 1. 1.],264.0
2,8,[1. 0. 1. 0. 0. 1. 0. 0.],264.0
2,8,[1. 0. 1. 0. 0. 1. 0. 1.],270.0
2,8,[1. 0. 1. 0. 0. 1. 1. 0.],266.0
2,8,[1. 0. 1. 0. 0. 1. 1. 1.],266.0
2,8,[1. 0. 1. 0. 1. 0. 0. 0.],276.0
2,8,[1. 0. 1. 0. 1. 0. 0. 1.],278.0
2,8,[1. 0. 1. 0. 1. 0. 1. 0.],340.0
2,8,[1. 0. 1. 0. 1. 0. 1. 1.],300.0
2,8,[1. 0. 1. 0. 1. 1. 0. 0.],270.0
2,8,[1. 0. 1. 0. 1. 1. 0. 1.],276.0
2,8,[1. 0. 1. 0. 1. 1. 1. 0.],272.0
2,8,[1. 0. 1. 0. 1. 1. 1. 1.],272.0
2,8,[1. 0. 1. 1. 0. 0. 0. 0.],262.0
2,8,[1. 0. 1. 1. 0. 0. 0. 1.],264.0
2,8,[1. 0. 1. 1. 0. 0. 1. 0.],266.0
2,8,[1. 0. 1. 1. 0. 0. 1. 1.],266.0
2,8,[1. 0. 1. 1. 0. 1. 0. 0.],270.0
2,8,[1. 0. 1. 1. 0. 1. 0. 1.],276.0
2,8,[1. 0. 1. 1. 0. 1. 1. 0.],296.0
2,8,[1. 0. 1. 1. 0. 1. 1. 1.],280.0
2,8,[1. 0. 1. 1. 1. 0. 0. 0.],264.0
2,8,[1. 0. 1. 1. 1. 0. 0. 1.],266.0
2,8,[1. 0. 1. 1. 1. 0. 1. 0.],272.0
2,8,[1. 0. 1. 1. 1. 0. 1. 1.],280.0
2,8,[1. 0. 1. 1. 1. 1. 0. 0.],266.0
2,8,[1. 0. 1. 1. 1. 1. 0. 1.],272.0
2,8,[1. 0. 1. 1. 1. 1. 1. 0.],268.0
2,8,[1. 0. 1. 1. 1. 1. 1. 1.],268.0
2,8,[1. 1. 0. 0. 0. 0. 0. 0.],258.0
2,8,[1. 1. 0. 0. 0. 0. 0. 1.],260.0
2,8,[1. 1. 0. 0. 0. 0. 1. 0.],260.0
2,8,[1. 1. 0. 0. 0. 0. 1. 1.],264.0
2,8,[1. 1. 0. 0. 0. 1. 0. 0.],260.0
2,8,[1. 1. 0. 0. 0. 1. 0. 1.],262.0
2,8,[1. 1. 0. 0. 0. 1. 1. 0.],268.0
2,8,[1. 1. 0. 0. 0. 1. 1. 1.],268.0
2,8,[1. 1. 0. 0. 1. 0. 0. 0.],260.0
2,8,[1. 1. 0. 0. 1. 0. 0. 1.],262.0
2,8,[1. 1. 0. 0. 1. 0. 1. 0.],262.0
2,8,[1. 1. 0. 0. 1. 0. 1. 1.],266.0
2,8,[1. 1. 0. 0. 1. 1. 0. 0.],276.0
2,8,[1. 1. 0. 0. 1. 1. 0. 1.],270.0
2,8,[1. 1. 0. 0. 1. 1. 1. 0.],272.0
2,8,[1. 1. 0. 0. 1. 1. 1. 1.],272.0
2,8,[1. 1. 0. 1. 0. 0. 0. 0.],260.0
2,8,[1. 1. 0. 1. 0. 0. 0. 1.],262.0
2,8,[1. 1. 0. 1. 0. 0. 1. 0.],262.0
2,8,[1. 1. 0. 1. 0. 0. 1. 1.],266.0
2,8,[1. 1. 0. 1. 0. 1. 0. 0.],262.0
2,8,[1. 1. 0. 1. 0. 1. 0. 1.],264.0
