number of characters,length of case,case,expected value
5,3,[1. 2. 2.],125.0
5,3,[1. 2. 3.],125.0
5,3,[1. 2. 4.],125.0
5,3,[1. 3. 0.],125.0
5,3,[1. 3. 1.],130.0
5,3,[1. 3. 2.],125.0
5,3,[1. 3. 3.],125.0
5,3,[1. 3. 4.],125.0
5,3,[1. 4. 0.],125.0
5,3,[1. 4. 1.],130.0
5,3,[1. 4. 2.],125.0
5,3,[1. 4. 3.],125.0
5,3,[1. 4. 4.],125.0
5,3,[2. 0. 0.],125.0
5,3,[2. 0. 1.],125.0
5,3,[2. 0. 2.],130.0
5,3,[2. 0. 3.],125.0
5,3,[2. 0. 4.],125.0
5,3,[2. 1. 0.],125.0
5,3,[2. 1. 1.],125.0
5,3,[2. 1. 2.],130.0
5,3,[2. 1. 3.],125.0
5,3,[2. 1. 4.],125.0
5,3,[2. 2. 0.],130.0
5,3,[2. 2. 1.],130.0
5,3,[2. 2. 2.],155.0
5,3,[2. 2. 3.],130.0
5,3,[2. 2. 4.],130.0
5,3,[2. 3. 0.],125.0
5,3,[2. 3. 1.],125.0
5,3,[2. 3. 2.],130.0
5,3,[2. 3. 3.],125.0
5,3,[2. 3. 4.],125.0
5,3,[2. 4. 0.],125.0
5,3,[2. 4. 1.],125.0
5,3,[2. 4. 2.],130.0
5,3,[2. 4. 3.],125.0
5,3,[2. 4. 4.],125.0
5,3,[3. 0. 0.],125.0
5,3,[3. 0. 1.],125.0
5,3,[3. 0. 2.],125.0
5,3,[3. 0. 3.],130.0
5,3,[3. 0. 4.],125.0
5,3,[3. 1. 0.],125.0
5,3,[3. 1. 1.],125.0
5,3,[3. 1. 2.],125.0
5,3,[3. 1. 3.],130.0
5,3,[3. 1. 4.],125.0
5,3,[3. 2. 0.],125.0
5,3,[3. 2. 1.],125.0
5,3,[3. 2. 2.],125.0
5,3,[3. 2. 3.],130.0
5,3,[3. 2. 4.],125.0
5,3,[3. 3. 0.],130.0
5,3,[3. 3. 1.],130.0
5,3,[3. 3. 2.],130.0
5,3,[3. 3. 3.],155.0
5,3,[3. 3. 4.],130.0
5,3,[3. 4. 0.],125.0
5,3,[3. 4. 1.],125.0
5,3,[3. 4. 2.],125.0
5,3,[3. 4. 3.],130.0
5,3,[3. 4. 4.],125.0
5,3,[4. 0. 0.],125.0
5,3,[4. 0. 1.],125.0
5,3,[4. 0. 2.],125.0
5,3,[4. 0. 3.],125.0
5,3,[4. 0. 4.],130.0
5,3,[4. 1. 0.],125.0
5,3,[4. 1. 1.],125.0
5,3,[4. 1. 2.],125.0
5,3,[4. 1. 3.],125.0
5,3,[4. 1. 4.],130.0
5,3,[4. 2. 0.],125.0
5,3,[4. 2. 1.],125.0
5,3,[4. 2. 2.],125.0
5,3,[4. 2. 3.],125.0
5,3,[4. 2. 4.],130.0
5,3,[4. 3. 0.],125.0
5,3,[4. 3. 1.],125.0
5,3,[4. 3. 2.],125.0
5,3,[4. 3. 3.],125.0
5,3,[4. 3. 4.],130.0
5,3,[4. 4. 0.],130.0
5,3,[4. 4. 1.],130.0
5,3,[4. 4. 2.],130.0
5,3,[4. 4. 3.],130.0
5,3,[4. 4. 4.],155.0
5,4,[0. 0. 0. 0.],780.0
5,4,[0. 0. 0. 1.],655.0
5,4,[0. 0. 0. 2.],655.0
5,4,[0. 0. 0. 3.],655.0
5,4,[0. 0. 0. 4.],655.0
5,4,[0. 0. 1. 0.],635.0
5,4,[0. 0. 1. 1.],630.0
5,4,[0. 0. 1. 2.],630.0
5,4,[0. 0. 1. 3.],630.0
5,4,[0. 0. 1. 4.],630.0
5,4,[0. 0. 2. 0.],635.0
5,4,[0. 0. 2. 1.],630.0
5,4,[0. 0. 2. 2.],630.0
5,4,[0. 0. 2. 3.],630.0
5,4,[0. 0. 2. 4.],630.0
5,4,[0. 0. 3. 0.],635.0
5,4,[0. 0. 3. 1.],630.0
5,4,[0. 0. 3. 2.],630.0
5,4,[0. 0. 3. 3.],630.0
5,4,[0. 0. 3. 4.],630.0
5,4,[0. 0. 4. 0.],635.0
5,4,[0. 0. 4. 1.],630.0
5,4,[0. 0. 4. 2.],630.0
5,4,[0. 0. 4. 3.],630.0
5,4,[0. 0. 4. 4.],630.0
5,4,[0. 1. 0. 0.],635.0
5,4,[0. 1. 0. 1.],650.0
5,4,[0. 1. 0. 2.],630.0
5,4,[0. 1. 0. 3.],630.0
5,4,[0. 1. 0. 4.],630.0
5,4,[0. 1. 1. 0.],630.0
5,4,[0. 1. 1. 1.],625.0
5,4,[0. 1. 1. 2.],625.0
5,4,[0. 1. 1. 3.],625.0
5,4,[0. 1. 1. 4.],625.0
5,4,[0. 1. 2. 0.],630.0
5,4,[0. 1. 2. 1.],625.0
5,4,[0. 1. 2. 2.],625.0
5,4,[0. 1. 2. 3.],625.0
5,4,[0. 1. 2. 4.],625.0
5,4,[0. 1. 3. 0.],630.0
5,4,[0. 1. 3. 1.],625.0
5,4,[0. 1. 3. 2.],625.0
5,4,[0. 1. 3. 3.],625.0
5,4,[0. 1. 3. 4.],625.0
5,4,[0. 1. 4. 0.],630.0
5,4,[0. 1. 4. 1.],625.0
5,4,[0. 1. 4. 2.],625.0
5,4,[0. 1. 4. 3.],625.0
5,4,[0. 1. 4. 4.],625.0
5,4,[0. 2. 0. 0.],635.0
5,4,[0. 2. 0. 1.],630.0
5,4,[0. 2. 0. 2.],650.0
5,4,[0. 2. 0. 3.],630.0
5,4,[0. 2. 0. 4.],630.0
5,4,[0. 2. 1. 0.],630.0
5,4,[0. 2. 1. 1.],625.0
5,4,[0. 2. 1. 2.],625.0
5,4,[0. 2. 1. 3.],625.0
5,4,[0. 2. 1. 4.],625.0
5,4,[0. 2. 2. 0.],630.0
5,4,[0. 2. 2. 1.],625.0
5,4,[0. 2. 2. 2.],625.0
5,4,[0. 2. 2. 3.],625.0
5,4,[0. 2. 2. 4.],625.0
5,4,[0. 2. 3. 0.],630.0
5,4,[0. 2. 3. 1.],625.0
5,4,[0. 2. 3. 2.],625.0
5,4,[0. 2. 3. 3.],625.0
5,4,[0. 2. 3. 4.],625.0
5,4,[0. 2. 4. 0.],630.0
5,4,[0. 2. 4. 1.],625.0
5,4,[0. 2. 4. 2.],625.0
5,4,[0. 2. 4. 3.],625.0
5,4,[0. 2. 4. 4.],625.0
5,4,[0. 3. 0. 0.],635.0
5,4,[0. 3. 0. 1.],630.0
5,4,[0. 3. 0. 2.],630.0
5,4,[0. 3. 0. 3.],650.0
5,4,[0. 3. 0. 4.],630.0
5,4,[0. 3. 1. 0.],630.0
5,4,[0. 3. 1. 1.],625.0
5,4,[0. 3. 1. 2.],625.0
5,4,[0. 3. 1. 3.],625.0
5,4,[0. 3. 1. 4.],625.0
5,4,[0. 3. 2. 0.],630.0
5,4,[0. 3. 2. 1.],625.0
5,4,[0. 3. 2. 2.],625.0
5,4,[0. 3. 2. 3.],625.0
5,4,[0. 3. 2. 4.],625.0
5,4,[0. 3. 3. 0.],630.0
5,4,[0. 3. 3. 1.],625.0
5,4,[0. 3. 3. 2.],625.0
5,4,[0. 3. 3. 3.],625.0
5,4,[0. 3. 3. 4.],625.0
5,4,[0. 3. 4. 0.],630.0
5,4,[0. 3. 4. 1.],625.0
5,4,[0. 3. 4. 2.],625.0
5,4,[0. 3. 4. 3.],625.0
5,4,[0. 3. 4. 4.],625.0
5,4,[0. 4. 0. 0.],635.0
5,4,[0. 4. 0. 1.],630.0
5,4,[0. 4. 0. 2.],630.0
5,4,[0. 4. 0. 3.],630.0
5,4,[0. 4. 0. 4.],650.0
5,4,[0. 4. 1. 0.],630.0
5,4,[0. 4. 1. 1.],625.0
5,4,[0. 4. 1. 2.],625.0
5,4,[0. 4. 1. 3.],625.0
5,4,[0. 4. 1. 4.],625.0
5,4,[0. 4. 2. 0.],630.0
5,4,[0. 4. 2. 1.],625.0
5,4,[0. 4. 2. 2.],625.0
5,4,[0. 4. 2. 3.],625.0
5,4,[0. 4. 2. 4.],625.0
5,4,[0. 4. 3. 0.],630.0
5,4,[0. 4. 3. 1.],625.0
5,4,[0. 4. 3. 2.],625.0
5,4,[0. 4. 3. 3.],625.0
5,4,[0. 4. 3. 4.],625.0
5,4,[0. 4. 4. 0.],630.0
5,4,[0. 4. 4. 1.],625.0
5,4,[0. 4. 4. 2.],625.0
5,4,[0. 4. 4. 3.],625.0
5,4,[0. 4. 4. 4.],625.0
5,4,[1. 0. 0. 0.],625.0
5,4,[1. 0. 0. 1.],630.0
5,4,[1. 0. 0. 2.],625.0
5,4,[1. 0. 0. 3.],625.0
5,4,[1. 0. 0. 4.],625.0
5,4,[1. 0. 1. 0.],650.0
5,4,[1. 0. 1. 1.],635.0
5,4,[1. 0. 1. 2.],630.0
5,4,[1. 0. 1. 3.],630.0
5,4,[1. 0. 1. 4.],630.0
5,4,[1. 0. 2. 0.],625.0
5,4,[1. 0. 2. 1.],630.0
5,4,[1. 0. 2. 2.],625.0
5,4,[1. 0. 2. 3.],625.0
5,4,[1. 0. 2. 4.],625.0
5,4,[1. 0. 3. 0.],625.0
5,4,[1. 0. 3. 1.],630.0
5,4,[1. 0. 3. 2.],625.0
5,4,[1. 0. 3. 3.],625.0
5,4,[1. 0. 3. 4.],625.0
5,4,[1. 0. 4. 0.],625.0
5,4,[1. 0. 4. 1.],630.0
5,4,[1. 0. 4. 2.],625.0
5,4,[1. 0. 4. 3.],625.0
5,4,[1. 0. 4. 4.],625.0
5,4,[1. 1. 0. 0.],630.0
5,4,[1. 1. 0. 1.],635.0
5,4,[1. 1. 0. 2.],630.0
5,4,[1. 1. 0. 3.],630.0
5,4,[1. 1. 0. 4.],630.0
5,4,[1. 1. 1. 0.],655.0
5,4,[1. 1. 1. 1.],780.0
5,4,[1. 1. 1. 2.],655.0
5,4,[1. 1. 1. 3.],655.0
5,4,[1. 1. 1. 4.],655.0
5,4,[1. 1. 2. 0.],630.0
5,4,[1. 1. 2. 1.],635.0
5,4,[1. 1. 2. 2.],630.0
5,4,[1. 1. 2. 3.],630.0
5,4,[1. 1. 2. 4.],630.0
5,4,[1. 1. 3. 0.],630.0
5,4,[1. 1. 3. 1.],635.0
5,4,[1. 1. 3. 2.],630.0
5,4,[1. 1. 3. 3.],630.0
5,4,[1. 1. 3. 4.],630.0
5,4,[1. 1. 4. 0.],630.0
5,4,[1. 1. 4. 1.],635.0
5,4,[1. 1. 4. 2.],630.0
5,4,[1. 1. 4. 3.],630.0
5,4,[1. 1. 4. 4.],630.0
5,4,[1. 2. 0. 0.],625.0
5,4,[1. 2. 0. 1.],630.0
5,4,[1. 2. 0. 2.],625.0
5,4,[1. 2. 0. 3.],625.0
5,4,[1. 2. 0. 4.],625.0
5,4,[1. 2. 1. 0.],630.0
5,4,[1. 2. 1. 1.],635.0
5,4,[1. 2. 1. 2.],650.0
5,4,[1. 2. 1. 3.],630.0
5,4,[1. 2. 1. 4.],630.0
5,4,[1. 2. 2. 0.],625.0
5,4,[1. 2. 2. 1.],630.0
5,4,[1. 2. 2. 2.],625.0
5,4,[1. 2. 2. 3.],625.0
5,4,[1. 2. 2. 4.],625.0
5,4,[1. 2. 3. 0.],625.0
5,4,[1. 2. 3. 1.],630.0
5,4,[1. 2. 3. 2.],625.0
5,4,[1. 2. 3. 3.],625.0
5,4,[1. 2. 3. 4.],625.0
5,4,[1. 2. 4. 0.],625.0
5,4,[1. 2. 4. 1.],630.0
5,4,[1. 2. 4. 2.],625.0
5,4,[1. 2. 4. 3.],625.0
5,4,[1. 2. 4. 4.],625.0
5,4,[1. 3. 0. 0.],625.0
5,4,[1. 3. 0. 1.],630.0
5,4,[1. 3. 0. 2.],625.0
5,4,[1. 3. 0. 3.],625.0
5,4,[1. 3. 0. 4.],625.0
5,4,[1. 3. 1. 0.],630.0
5,4,[1. 3. 1. 1.],635.0
5,4,[1. 3. 1. 2.],630.0
5,4,[1. 3. 1. 3.],650.0
5,4,[1. 3. 1. 4.],630.0
5,4,[1. 3. 2. 0.],625.0
5,4,[1. 3. 2. 1.],630.0
5,4,[1. 3. 2. 2.],625.0
5,4,[1. 3. 2. 3.],625.0
5,4,[1. 3. 2. 4.],625.0
5,4,[1. 3. 3. 0.],625.0
5,4,[1. 3. 3. 1.],630.0
5,4,[1. 3. 3. 2.],625.0
5,4,[1. 3. 3. 3.],625.0
5,4,[1. 3. 3. 4.],625.0
5,4,[1. 3. 4. 0.],625.0
5,4,[1. 3. 4. 1.],630.0
5,4,[1. 3. 4. 2.],625.0
5,4,[1. 3. 4. 3.],625.0
5,4,[1. 3. 4. 4.],625.0
5,4,[1. 4. 0. 0.],625.0
5,4,[1. 4. 0. 1.],630.0
5,4,[1. 4. 0. 2.],625.0
5,4,[1. 4. 0. 3.],625.0
5,4,[1. 4. 0. 4.],625.0
5,4,[1. 4. 1. 0.],630.0
5,4,[1. 4. 1. 1.],635.0
5,4,[1. 4. 1. 2.],630.0
5,4,[1. 4. 1. 3.],630.0
5,4,[1. 4. 1. 4.],650.0
5,4,[1. 4. 2. 0.],625.0
5,4,[1. 4. 2. 1.],630.0
5,4,[1. 4. 2. 2.],625.0
5,4,[1. 4. 2. 3.],625.0
5,4,[1. 4. 2. 4.],625.0
5,4,[1. 4. 3. 0.],625.0
5,4,[1. 4. 3. 1.],630.0
5,4,[1. 4. 3. 2.],625.0
5,4,[1. 4. 3. 3.],625.0
5,4,[1. 4. 3. 4.],625.0
5,4,[1. 4. 4. 0.],625.0
5,4,[1. 4. 4. 1.],630.0
5,4,[1. 4. 4. 2.],625.0
5,4,[1. 4. 4. 3.],625.0
5,4,[1. 4. 4. 4.],625.0
5,4,[2. 0. 0. 0.],625.0
5,4,[2. 0. 0. 1.],625.0
5,4,[2. 0. 0. 2.],630.0
5,4,[2. 0. 0. 3.],625.0
5,4,[2. 0. 0. 4.],625.0
5,4,[2. 0. 1. 0.],625.0
5,4,[2. 0. 1. 1.],625.0
5,4,[2. 0. 1. 2.],630.0
5,4,[2. 0. 1. 3.],625.0
5,4,[2. 0. 1. 4.],625.0
5,4,[2. 0. 2. 0.],650.0
5,4,[2. 0. 2. 1.],630.0
5,4,[2. 0. 2. 2.],635.0
5,4,[2. 0. 2. 3.],630.0
5,4,[2. 0. 2. 4.],630.0
5,4,[2. 0. 3. 0.],625.0
5,4,[2. 0. 3. 1.],625.0
5,4,[2. 0. 3. 2.],630.0
5,4,[2. 0. 3. 3.],625.0
5,4,[2. 0. 3. 4.],625.0
5,4,[2. 0. 4. 0.],625.0
5,4,[2. 0. 4. 1.],625.0
5,4,[2. 0. 4. 2.],630.0
5,4,[2. 0. 4. 3.],625.0
5,4,[2. 0. 4. 4.],625.0
5,4,[2. 1. 0. 0.],625.0
5,4,[2. 1. 0. 1.],625.0
5,4,[2. 1. 0. 2.],630.0
5,4,[2. 1. 0. 3.],625.0
5,4,[2. 1. 0. 4.],625.0
5,4,[2. 1. 1. 0.],625.0
5,4,[2. 1. 1. 1.],625.0
5,4,[2. 1. 1. 2.],630.0
5,4,[2. 1. 1. 3.],625.0
5,4,[2. 1. 1. 4.],625.0
5,4,[2. 1. 2. 0.],630.0
5,4,[2. 1. 2. 1.],650.0
5,4,[2. 1. 2. 2.],635.0
5,4,[2. 1. 2. 3.],630.0
5,4,[2. 1. 2. 4.],630.0
5,4,[2. 1. 3. 0.],625.0
5,4,[2. 1. 3. 1.],625.0
5,4,[2. 1. 3. 2.],630.0
5,4,[2. 1. 3. 3.],625.0
5,4,[2. 1. 3. 4.],625.0
5,4,[2. 1. 4. 0.],625.0
5,4,[2. 1. 4. 1.],625.0
5,4,[2. 1. 4. 2.],630.0
5,4,[2. 1. 4. 3.],625.0
5,4,[2. 1. 4. 4.],625.0
5,4,[2. 2. 0. 0.],630.0
5,4,[2. 2. 0. 1.],630.0
5,4,[2. 2. 0. 2.],635.0
5,4,[2. 2. 0. 3.],630.0
5,4,[2. 2. 0. 4.],630.0
5,4,[2. 2. 1. 0.],630.0
5,4,[2. 2. 1. 1.],630.0
5,4,[2. 2. 1. 2.],635.0
5,4,[2. 2. 1. 3.],630.0
5,4,[2. 2. 1. 4.],630.0
5,4,[2. 2. 2. 0.],655.0
5,4,[2. 2. 2. 1.],655.0
5,4,[2. 2. 2. 2.],780.0
5,4,[2. 2. 2. 3.],655.0
5,4,[2. 2. 2. 4.],655.0
5,4,[2. 2. 3. 0.],630.0
5,4,[2. 2. 3. 1.],630.0
5,4,[2. 2. 3. 2.],635.0
5,4,[2. 2. 3. 3.],630.0
5,4,[2. 2. 3. 4.],630.0
5,4,[2. 2. 4. 0.],630.0
5,4,[2. 2. 4. 1.],630.0
5,4,[2. 2. 4. 2.],635.0
5,4,[2. 2. 4. 3.],630.0
5,4,[2. 2. 4. 4.],630.0
5,4,[2. 3. 0. 0.],625.0
5,4,[2. 3. 0. 1.],625.0
5,4,[2. 3. 0. 2.],630.0
5,4,[2. 3. 0. 3.],625.0
5,4,[2. 3. 0. 4.],625.0
5,4,[2. 3. 1. 0.],625.0
5,4,[2. 3. 1. 1.],625.0
5,4,[2. 3. 1. 2.],630.0
5,4,[2. 3. 1. 3.],625.0
5,4,[2. 3. 1. 4.],625.0
5,4,[2. 3. 2. 0.],630.0
5,4,[2. 3. 2. 1.],630.0
5,4,[2. 3. 2. 2.],635.0
5,4,[2. 3. 2. 3.],650.0
5,4,[2. 3. 2. 4.],630.0
5,4,[2. 3. 3. 0.],625.0
5,4,[2. 3. 3. 1.],625.0
5,4,[2. 3. 3. 2.],630.0
5,4,[2. 3. 3. 3.],625.0
5,4,[2. 3. 3. 4.],625.0
5,4,[2. 3. 4. 0.],625.0
5,4,[2. 3. 4. 1.],625.0
5,4,[2. 3. 4. 2.],630.0
5,4,[2. 3. 4. 3.],625.0
5,4,[2. 3. 4. 4.],625.0
5,4,[2. 4. 0. 0.],625.0
5,4,[2. 4. 0. 1.],625.0
5,4,[2. 4. 0. 2.],630.0
5,4,[2. 4. 0. 3.],625.0
5,4,[2. 4. 0. 4.],625.0
5,4,[2. 4. 1. 0.],625.0
5,4,[2. 4. 1. 1.],625.0
5,4,[2. 4. 1. 2.],630.0
5,4,[2. 4. 1. 3.],625.0
5,4,[2. 4. 1. 4.],625.0
5,4,[2. 4. 2. 0.],630.0
5,4,[2. 4. 2. 1.],630.0
5,4,[2. 4. 2. 2.],635.0
5,4,[2. 4. 2. 3.],630.0
5,4,[2. 4. 2. 4.],650.0
5,4,[2. 4. 3. 0.],625.0
5,4,[2. 4. 3. 1.],625.0
5,4,[2. 4. 3. 2.],630.0
5,4,[2. 4. 3. 3.],625.0
5,4,[2. 4. 3. 4.],625.0
5,4,[2. 4. 4. 0.],625.0
5,4,[2. 4. 4. 1.],625.0
5,4,[2. 4. 4. 2.],630.0
5,4,[2. 4. 4. 3.],625.0
5,4,[2. 4. 4. 4.],625.0
5,4,[3. 0. 0. 0.],625.0
5,4,[3. 0. 0. 1.],625.0
5,4,[3. 0. 0. 2.],625.0
5,4,[3. 0. 0. 3.],630.0
5,4,[3. 0. 0. 4.],625.0
5,4,[3. 0. 1. 0.],625.0
5,4,[3. 0. 1. 1.],625.0
5,4,[3. 0. 1. 2.],625.0
5,4,[3. 0. 1. 3.],630.0
5,4,[3. 0. 1. 4.],625.0
5,4,[3. 0. 2. 0.],625.0
5,4,[3. 0. 2. 1.],625.0
5,4,[3. 0. 2. 2.],625.0
5,4,[3. 0. 2. 3.],630.0
5,4,[3. 0. 2. 4.],625.0
5,4,[3. 0. 3. 0.],650.0
5,4,[3. 0. 3. 1.],630.0
5,4,[3. 0. 3. 2.],630.0
5,4,[3. 0. 3. 3.],635.0
5,4,[3. 0. 3. 4.],630.0
5,4,[3. 0. 4. 0.],625.0
5,4,[3. 0. 4. 1.],625.0
5,4,[3. 0. 4. 2.],625.0
5,4,[3. 0. 4. 3.],630.0
5,4,[3. 0. 4. 4.],625.0
5,4,[3. 1. 0. 0.],625.0
5,4,[3. 1. 0. 1.],625.0
5,4,[3. 1. 0. 2.],625.0
5,4,[3. 1. 0. 3.],630.0
5,4,[3. 1. 0. 4.],625.0
5,4,[3. 1. 1. 0.],625.0
5,4,[3. 1. 1. 1.],625.0
5,4,[3. 1. 1. 2.],625.0
5,4,[3. 1. 1. 3.],630.0
5,4,[3. 1. 1. 4.],625.0
5,4,[3. 1. 2. 0.],625.0
5,4,[3. 1. 2. 1.],625.0
5,4,[3. 1. 2. 2.],625.0
5,4,[3. 1. 2. 3.],630.0
5,4,[3. 1. 2. 4.],625.0
5,4,[3. 1. 3. 0.],630.0
5,4,[3. 1. 3. 1.],650.0
5,4,[3. 1. 3. 2.],630.0
5,4,[3. 1. 3. 3.],635.0
5,4,[3. 1. 3. 4.],630.0
5,4,[3. 1. 4. 0.],625.0
5,4,[3. 1. 4. 1.],625.0
5,4,[3. 1. 4. 2.],625.0
5,4,[3. 1. 4. 3.],630.0
5,4,[3. 1. 4. 4.],625.0
5,4,[3. 2. 0. 0.],625.0
5,4,[3. 2. 0. 1.],625.0
5,4,[3. 2. 0. 2.],625.0
5,4,[3. 2. 0. 3.],630.0
5,4,[3. 2. 0. 4.],625.0
5,4,[3. 2. 1. 0.],625.0
5,4,[3. 2. 1. 1.],625.0
5,4,[3. 2. 1. 2.],625.0
5,4,[3. 2. 1. 3.],630.0
5,4,[3. 2. 1. 4.],625.0
5,4,[3. 2. 2. 0.],625.0
5,4,[3. 2. 2. 1.],625.0
5,4,[3. 2. 2. 2.],625.0
5,4,[3. 2. 2. 3.],630.0
5,4,[3. 2. 2. 4.],625.0
5,4,[3. 2. 3. 0.],630.0
5,4,[3. 2. 3. 1.],630.0
5,4,[3. 2. 3. 2.],650.0
5,4,[3. 2. 3. 3.],635.0
5,4,[3. 2. 3. 4.],630.0
5,4,[3. 2. 4. 0.],625.0
5,4,[3. 2. 4. 1.],625.0
5,4,[3. 2. 4. 2.],625.0
5,4,[3. 2. 4. 3.],630.0
5,4,[3. 2. 4. 4.],625.0
5,4,[3. 3. 0. 0.],630.0
5,4,[3. 3. 0. 1.],630.0
5,4,[3. 3. 0. 2.],630.0
5,4,[3. 3. 0. 3.],635.0
5,4,[3. 3. 0. 4.],630.0
5,4,[3. 3. 1. 0.],630.0
5,4,[3. 3. 1. 1.],630.0
5,4,[3. 3. 1. 2.],630.0
5,4,[3. 3. 1. 3.],635.0
5,4,[3. 3. 1. 4.],630.0
5,4,[3. 3. 2. 0.],630.0
5,4,[3. 3. 2. 1.],630.0
5,4,[3. 3. 2. 2.],630.0
5,4,[3. 3. 2. 3.],635.0
5,4,[3. 3. 2. 4.],630.0
5,4,[3. 3. 3. 0.],655.0
5,4,[3. 3. 3. 1.],655.0
5,4,[3. 3. 3. 2.],655.0
5,4,[3. 3. 3. 3.],780.0
5,4,[3. 3. 3. 4.],655.0
5,4,[3. 3. 4. 0.],630.0
5,4,[3. 3. 4. 1.],630.0
5,4,[3. 3. 4. 2.],630.0
5,4,[3. 3. 4. 3.],635.0
5,4,[3. 3. 4. 4.],630.0
5,4,[3. 4. 0. 0.],625.0
5,4,[3. 4. 0. 1.],625.0
5,4,[3. 4. 0. 2.],625.0
5,4,[3. 4. 0. 3.],630.0
5,4,[3. 4. 0. 4.],625.0
5,4,[3. 4. 1. 0.],625.0
5,4,[3. 4. 1. 1.],625.0
5,4,[3. 4. 1. 2.],625.0
5,4,[3. 4. 1. 3.],630.0
5,4,[3. 4. 1. 4.],625.0
5,4,[3. 4. 2. 0.],625.0
5,4,[3. 4. 2. 1.],625.0
5,4,[3. 4. 2. 2.],625.0
5,4,[3. 4. 2. 3.],630.0
5,4,[3. 4. 2. 4.],625.0
5,4,[3. 4. 3. 0.],630.0
5,4,[3. 4. 3. 1.],630.0
5,4,[3. 4. 3. 2.],630.0
5,4,[3. 4. 3. 3.],635.0
5,4,[3. 4. 3. 4.],650.0
5,4,[3. 4. 4. 0.],625.0
5,4,[3. 4. 4. 1.],625.0
5,4,[3. 4. 4. 2.],625.0
5,4,[3. 4. 4. 3.],630.0
5,4,[3. 4. 4. 4.],625.0
5,4,[4. 0. 0. 0.],625.0
5,4,[4. 0. 0. 1.],625.0
5,4,[4. 0. 0. 2.],625.0
5,4,[4. 0. 0. 3.],625.0
5,4,[4. 0. 0. 4.],630.0
5,4,[4. 0. 1. 0.],625.0
5,4,[4. 0. 1. 1.],625.0
5,4,[4. 0. 1. 2.],625.0
5,4,[4. 0. 1. 3.],625.0
5,4,[4. 0. 1. 4.],630.0
5,4,[4. 0. 2. 0.],625.0
5,4,[4. 0. 2. 1.],625.0
5,4,[4. 0. 2. 2.],625.0
5,4,[4. 0. 2. 3.],625.0
5,4,[4. 0. 2. 4.],630.0
5,4,[4. 0. 3. 0.],625.0
5,4,[4. 0. 3. 1.],625.0
5,4,[4. 0. 3. 2.],625.0
5,4,[4. 0. 3. 3.],625.0
5,4,[4. 0. 3. 4.],630.0
5,4,[4. 0. 4. 0.],650.0
5,4,[4. 0. 4. 1.],630.0
5,4,[4. 0. 4. 2.],630.0
5,4,[4. 0. 4. 3.],630.0
5,4,[4. 0. 4. 4.],635.0
5,4,[4. 1. 0. 0.],625.0
5,4,[4. 1. 0. 1.],625.0
5,4,[4. 1. 0. 2.],625.0
5,4,[4. 1. 0. 3.],625.0
5,4,[4. 1. 0. 4.],630.0
5,4,[4. 1. 1. 0.],625.0
5,4,[4. 1. 1. 1.],625.0
5,4,[4. 1. 1. 2.],625.0
5,4,[4. 1. 1. 3.],625.0
5,4,[4. 1. 1. 4.],630.0
5,4,[4. 1. 2. 0.],625.0
5,4,[4. 1. 2. 1.],625.0
5,4,[4. 1. 2. 2.],625.0
5,4,[4. 1. 2. 3.],625.0
5,4,[4. 1. 2. 4.],630.0
