number of characters,length of case,case,expected value
19,2,[ 3. 13.],361.0
19,2,[ 3. 14.],361.0
19,2,[ 3. 15.],361.0
19,2,[ 3. 16.],361.0
19,2,[ 3. 17.],361.0
19,2,[ 3. 18.],361.0
19,2,[4. 0.],361.0
19,2,[4. 1.],361.0
19,2,[4. 2.],361.0
19,2,[4. 3.],361.0
19,2,[4. 4.],380.0
19,2,[4. 5.],361.0
19,2,[4. 6.],361.0
19,2,[4. 7.],361.0
19,2,[4. 8.],361.0
19,2,[4. 9.],361.0
19,2,[ 4. 10.],361.0
19,2,[ 4. 11.],361.0
19,2,[ 4. 12.],361.0
19,2,[ 4. 13.],361.0
19,2,[ 4. 14.],361.0
19,2,[ 4. 15.],361.0
19,2,[ 4. 16.],361.0
19,2,[ 4. 17.],361.0
19,2,[ 4. 18.],361.0
19,2,[5. 0.],361.0
19,2,[5. 1.],361.0
19,2,[5. 2.],361.0
19,2,[5. 3.],361.0
19,2,[5. 4.],361.0
19,2,[5. 5.],380.0
19,2,[5. 6.],361.0
19,2,[5. 7.],361.0
19,2,[5. 8.],361.0
19,2,[5. 9.],361.0
19,2,[ 5. 10.],361.0
19,2,[ 5. 11.],361.0
19,2,[ 5. 12.],361.0
19,2,[ 5. 13.],361.0
19,2,[ 5. 14.],361.0
19,2,[ 5. 15.],361.0
19,2,[ 5. 16.],361.0
19,2,[ 5. 17.],361.0
19,2,[ 5. 18.],361.0
19,2,[6. 0.],361.0
19,2,[6. 1.],361.0
19,2,[6. 2.],361.0
19,2,[6. 3.],361.0
19,2,[6. 4.],361.0
19,2,[6. 5.],361.0
19,2,[6. 6.],380.0
19,2,[6. 7.],361.0
19,2,[6. 8.],361.0
19,2,[6. 9.],361.0
19,2,[ 6. 10.],361.0
19,2,[ 6. 11.],361.0
19,2,[ 6. 12.],361.0
19,2,[ 6. 13.],361.0
19,2,[ 6. 14.],361.0
19,2,[ 6. 15.],361.0
19,2,[ 6. 16.],361.0
19,2,[ 6. 17.],361.0
19,2,[ 6. 18.],361.0
19,2,[7. 0.],361.0
19,2,[7. 1.],361.0
19,2,[7. 2.],361.0
19,2,[7. 3.],361.0
19,2,[7. 4.],361.0
19,2,[7. 5.],361.0
19,2,[7. 6.],361.0
19,2,[7. 7.],380.0
19,2,[7. 8.],361.0
19,2,[7. 9.],361.0
19,2,[ 7. 10.],361.0
19,2,[ 7. 11.],361.0
19,2,[ 7. 12.],361.0
19,2,[ 7. 13.],361.0
19,2,[ 7. 14.],361.0
19,2,[ 7. 15.],361.0
19,2,[ 7. 16.],361.0
19,2,[ 7. 17.],361.0
19,2,[ 7. 18.],361.0
19,2,[8. 0.],361.0
19,2,[8. 1.],361.0
19,2,[8. 2.],361.0
19,2,[8. 3.],361.0
19,2,[8. 4.],361.0
19,2,[8. 5.],361.0
19,2,[8. 6.],361.0
19,2,[8. 7.],361.0
19,2,[8. 8.],380.0
19,2,[8. 9.],361.0
19,2,[ 8. 10.],361.0
19,2,[ 8. 11.],361.0
19,2,[ 8. 12.],361.0
19,2,[ 8. 13.],361.0
19,2,[ 8. 14.],361.0
19,2,[ 8. 15.],361.0
19,2,[ 8. 16.],361.0
19,2,[ 8. 17.],361.0
19,2,[ 8. 18.],361.0
19,2,[9. 0.],361.0
19,2,[9. 1.],361.0
19,2,[9. 2.],361.0
19,2,[9. 3.],361.0
19,2,[9. 4.],361.0
19,2,[9. 5.],361.0
19,2,[9. 6.],361.0
19,2,[9. 7.],361.0
19,2,[9. 8.],361.0
19,2,[9. 9.],380.0
19,2,[ 9. 10.],361.0
19,2,[ 9. 11.],361.0
19,2,[ 9. 12.],361.0
19,2,[ 9. 13.],361.0
19,2,[ 9. 14.],361.0
19,2,[ 9. 15.],361.0
19,2,[ 9. 16.],361.0
19,2,[ 9. 17.],361.0
19,2,[ 9. 18.],361.0
19,2,[10.  0.],361.0
19,2,[10.  1.],361.0
19,2,[10.  2.],361.0
19,2,[10.  3.],361.0
19,2,[10.  4.],361.0
19,2,[10.  5.],361.0
19,2,[10.  6.],361.0
19,2,[10.  7.],361.0
19,2,[10.  8.],361.0
19,2,[10.  9.],361.0
19,2,[10. 10.],380.0
19,2,[10. 11.],361.0
19,2,[10. 12.],361.0
19,2,[10. 13.],361.0
19,2,[10. 14.],361.0
19,2,[10. 15.],361.0
19,2,[10. 16.],361.0
19,2,[10. 17.],361.0
19,2,[10. 18.],361.0
19,2,[11.  0.],361.0
19,2,[11.  1.],361.0
19,2,[11.  2.],361.0
19,2,[11.  3.],361.0
19,2,[11.  4.],361.0
19,2,[11.  5.],361.0
19,2,[11.  6.],361.0
19,2,[11.  7.],361.0
19,2,[11.  8.],361.0
19,2,[11.  9.],361.0
19,2,[11. 10.],361.0
19,2,[11. 11.],380.0
19,2,[11. 12.],361.0
19,2,[11. 13.],361.0
19,2,[11. 14.],361.0
19,2,[11. 15.],361.0
19,2,[11. 16.],361.0
19,2,[11. 17.],361.0
19,2,[11. 18.],361.0
19,2,[12.  0.],361.0
19,2,[12.  1.],361.0
19,2,[12.  2.],361.0
19,2,[12.  3.],361.0
19,2,[12.  4.],361.0
19,2,[12.  5.],361.0
19,2,[12.  6.],361.0
19,2,[12.  7.],361.0
19,2,[12.  8.],361.0
19,2,[12.  9.],361.0
19,2,[12. 10.],361.0
19,2,[12. 11.],361.0
19,2,[12. 12.],380.0
19,2,[12. 13.],361.0
19,2,[12. 14.],361.0
19,2,[12. 15.],361.0
19,2,[12. 16.],361.0
19,2,[12. 17.],361.0
19,2,[12. 18.],361.0
19,2,[13.  0.],361.0
19,2,[13.  1.],361.0
19,2,[13.  2.],361.0
19,2,[13.  3.],361.0
19,2,[13.  4.],361.0
19,2,[13.  5.],361.0
19,2,[13.  6.],361.0
19,2,[13.  7.],361.0
19,2,[13.  8.],361.0
19,2,[13.  9.],361.0
19,2,[13. 10.],361.0
19,2,[13. 11.],361.0
19,2,[13. 12.],361.0
19,2,[13. 13.],380.0
19,2,[13. 14.],361.0
19,2,[13. 15.],361.0
19,2,[13. 16.],361.0
19,2,[13. 17.],361.0
19,2,[13. 18.],361.0
19,2,[14.  0.],361.0
19,2,[14.  1.],361.0
19,2,[14.  2.],361.0
19,2,[14.  3.],361.0
19,2,[14.  4.],361.0
19,2,[14.  5.],361.0
19,2,[14.  6.],361.0
19,2,[14.  7.],361.0
19,2,[14.  8.],361.0
19,2,[14.  9.],361.0
19,2,[14. 10.],361.0
19,2,[14. 11.],361.0
19,2,[14. 12.],361.0
19,2,[14. 13.],361.0
19,2,[14. 14.],380.0
19,2,[14. 15.],361.0
19,2,[14. 16.],361.0
19,2,[14. 17.],361.0
19,2,[14. 18.],361.0
19,2,[15.  0.],361.0
19,2,[15.  1.],361.0
19,2,[15.  2.],361.0
19,2,[15.  3.],361.0
19,2,[15.  4.],361.0
19,2,[15.  5.],361.0
19,2,[15.  6.],361.0
19,2,[15.  7.],361.0
19,2,[15.  8.],361.0
19,2,[15.  9.],361.0
19,2,[15. 10.],361.0
19,2,[15. 11.],361.0
19,2,[15. 12.],361.0
19,2,[15. 13.],361.0
19,2,[15. 14.],361.0
19,2,[15. 15.],380.0
19,2,[15. 16.],361.0
19,2,[15. 17.],361.0
19,2,[15. 18.],361.0
19,2,[16.  0.],361.0
19,2,[16.  1.],361.0
19,2,[16.  2.],361.0
19,2,[16.  3.],361.0
19,2,[16.  4.],361.0
19,2,[16.  5.],361.0
19,2,[16.  6.],361.0
19,2,[16.  7.],361.0
19,2,[16.  8.],361.0
19,2,[16.  9.],361.0
19,2,[16. 10.],361.0
19,2,[16. 11.],361.0
19,2,[16. 12.],361.0
19,2,[16. 13.],361.0
19,2,[16. 14.],361.0
19,2,[16. 15.],361.0
19,2,[16. 16.],380.0
19,2,[16. 17.],361.0
19,2,[16. 18.],361.0
19,2,[17.  0.],361.0
19,2,[17.  1.],361.0
19,2,[17.  2.],361.0
19,2,[17.  3.],361.0
19,2,[17.  4.],361.0
19,2,[17.  5.],361.0
19,2,[17.  6.],361.0
19,2,[17.  7.],361.0
19,2,[17.  8.],361.0
19,2,[17.  9.],361.0
19,2,[17. 10.],361.0
19,2,[17. 11.],361.0
19,2,[17. 12.],361.0
19,2,[17. 13.],361.0
19,2,[17. 14.],361.0
19,2,[17. 15.],361.0
19,2,[17. 16.],361.0
19,2,[17. 17.],380.0
19,2,[17. 18.],361.0
19,2,[18.  0.],361.0
19,2,[18.  1.],361.0
19,2,[18.  2.],361.0
19,2,[18.  3.],361.0
19,2,[18.  4.],361.0
19,2,[18.  5.],361.0
19,2,[18.  6.],361.0
19,2,[18.  7.],361.0
19,2,[18.  8.],361.0
19,2,[18.  9.],361.0
19,2,[18. 10.],361.0
19,2,[18. 11.],361.0
19,2,[18. 12.],361.0
19,2,[18. 13.],361.0
19,2,[18. 14.],361.0
19,2,[18. 15.],361.0
19,2,[18. 16.],361.0
19,2,[18. 17.],361.0
19,2,[18. 18.],380.0
20,2,[0. 0.],420.0
20,2,[0. 1.],400.0
20,2,[0. 2.],400.0
20,2,[0. 3.],400.0
20,2,[0. 4.],400.0
20,2,[0. 5.],400.0
20,2,[0. 6.],400.0
20,2,[0. 7.],400.0
20,2,[0. 8.],400.0
20,2,[0. 9.],400.0
20,2,[ 0. 10.],400.0
20,2,[ 0. 11.],400.0
20,2,[ 0. 12.],400.0
20,2,[ 0. 13.],400.0
20,2,[ 0. 14.],400.0
20,2,[ 0. 15.],400.0
20,2,[ 0. 16.],400.0
20,2,[ 0. 17.],400.0
20,2,[ 0. 18.],400.0
20,2,[ 0. 19.],400.0
20,2,[1. 0.],400.0
20,2,[1. 1.],420.0
20,2,[1. 2.],400.0
20,2,[1. 3.],400.0
20,2,[1. 4.],400.0
20,2,[1. 5.],400.0
20,2,[1. 6.],400.0
20,2,[1. 7.],400.0
20,2,[1. 8.],400.0
20,2,[1. 9.],400.0
20,2,[ 1. 10.],400.0
20,2,[ 1. 11.],400.0
20,2,[ 1. 12.],400.0
20,2,[ 1. 13.],400.0
20,2,[ 1. 14.],400.0
20,2,[ 1. 15.],400.0
20,2,[ 1. 16.],400.0
20,2,[ 1. 17.],400.0
20,2,[ 1. 18.],400.0
20,2,[ 1. 19.],400.0
20,2,[2. 0.],400.0
20,2,[2. 1.],400.0
20,2,[2. 2.],420.0
20,2,[2. 3.],400.0
20,2,[2. 4.],400.0
20,2,[2. 5.],400.0
20,2,[2. 6.],400.0
20,2,[2. 7.],400.0
20,2,[2. 8.],400.0
20,2,[2. 9.],400.0
20,2,[ 2. 10.],400.0
20,2,[ 2. 11.],400.0
20,2,[ 2. 12.],400.0
20,2,[ 2. 13.],400.0
20,2,[ 2. 14.],400.0
20,2,[ 2. 15.],400.0
20,2,[ 2. 16.],400.0
20,2,[ 2. 17.],400.0
20,2,[ 2. 18.],400.0
20,2,[ 2. 19.],400.0
20,2,[3. 0.],400.0
20,2,[3. 1.],400.0
20,2,[3. 2.],400.0
20,2,[3. 3.],420.0
20,2,[3. 4.],400.0
20,2,[3. 5.],400.0
20,2,[3. 6.],400.0
20,2,[3. 7.],400.0
20,2,[3. 8.],400.0
20,2,[3. 9.],400.0
20,2,[ 3. 10.],400.0
20,2,[ 3. 11.],400.0
20,2,[ 3. 12.],400.0
20,2,[ 3. 13.],400.0
20,2,[ 3. 14.],400.0
20,2,[ 3. 15.],400.0
20,2,[ 3. 16.],400.0
20,2,[ 3. 17.],400.0
20,2,[ 3. 18.],400.0
20,2,[ 3. 19.],400.0
20,2,[4. 0.],400.0
20,2,[4. 1.],400.0
20,2,[4. 2.],400.0
20,2,[4. 3.],400.0
20,2,[4. 4.],420.0
20,2,[4. 5.],400.0
20,2,[4. 6.],400.0
20,2,[4. 7.],400.0
20,2,[4. 8.],400.0
20,2,[4. 9.],400.0
20,2,[ 4. 10.],400.0
20,2,[ 4. 11.],400.0
20,2,[ 4. 12.],400.0
20,2,[ 4. 13.],400.0
20,2,[ 4. 14.],400.0
20,2,[ 4. 15.],400.0
20,2,[ 4. 16.],400.0
20,2,[ 4. 17.],400.0
20,2,[ 4. 18.],400.0
20,2,[ 4. 19.],400.0
20,2,[5. 0.],400.0
20,2,[5. 1.],400.0
20,2,[5. 2.],400.0
20,2,[5. 3.],400.0
20,2,[5. 4.],400.0
20,2,[5. 5.],420.0
20,2,[5. 6.],400.0
20,2,[5. 7.],400.0
20,2,[5. 8.],400.0
20,2,[5. 9.],400.0
20,2,[ 5. 10.],400.0
20,2,[ 5. 11.],400.0
20,2,[ 5. 12.],400.0
20,2,[ 5. 13.],400.0
20,2,[ 5. 14.],400.0
20,2,[ 5. 15.],400.0
20,2,[ 5. 16.],400.0
20,2,[ 5. 17.],400.0
20,2,[ 5. 18.],400.0
20,2,[ 5. 19.],400.0
20,2,[6. 0.],400.0
20,2,[6. 1.],400.0
20,2,[6. 2.],400.0
20,2,[6. 3.],400.0
20,2,[6. 4.],400.0
20,2,[6. 5.],400.0
20,2,[6. 6.],420.0
20,2,[6. 7.],400.0
20,2,[6. 8.],400.0
20,2,[6. 9.],400.0
20,2,[ 6. 10.],400.0
20,2,[ 6. 11.],400.0
20,2,[ 6. 12.],400.0
20,2,[ 6. 13.],400.0
20,2,[ 6. 14.],400.0
20,2,[ 6. 15.],400.0
20,2,[ 6. 16.],400.0
20,2,[ 6. 17.],400.0
20,2,[ 6. 18.],400.0
20,2,[ 6. 19.],400.0
20,2,[7. 0.],400.0
20,2,[7. 1.],400.0
20,2,[7. 2.],400.0
20,2,[7. 3.],400.0
20,2,[7. 4.],400.0
20,2,[7. 5.],400.0
20,2,[7. 6.],400.0
20,2,[7. 7.],420.0
20,2,[7. 8.],400.0
20,2,[7. 9.],400.0
20,2,[ 7. 10.],400.0
20,2,[ 7. 11.],400.0
20,2,[ 7. 12.],400.0
20,2,[ 7. 13.],400.0
20,2,[ 7. 14.],400.0
20,2,[ 7. 15.],400.0
20,2,[ 7. 16.],400.0
20,2,[ 7. 17.],400.0
20,2,[ 7. 18.],400.0
20,2,[ 7. 19.],400.0
20,2,[8. 0.],400.0
20,2,[8. 1.],400.0
20,2,[8. 2.],400.0
20,2,[8. 3.],400.0
20,2,[8. 4.],400.0
20,2,[8. 5.],400.0
20,2,[8. 6.],400.0
20,2,[8. 7.],400.0
20,2,[8. 8.],420.0
20,2,[8. 9.],400.0
20,2,[ 8. 10.],400.0
20,2,[ 8. 11.],400.0
20,2,[ 8. 12.],400.0
20,2,[ 8. 13.],400.0
20,2,[ 8. 14.],400.0
20,2,[ 8. 15.],400.0
20,2,[ 8. 16.],400.0
20,2,[ 8. 17.],400.0
20,2,[ 8. 18.],400.0
20,2,[ 8. 19.],400.0
20,2,[9. 0.],400.0
20,2,[9. 1.],400.0
20,2,[9. 2.],400.0
20,2,[9. 3.],400.0
20,2,[9. 4.],400.0
20,2,[9. 5.],400.0
20,2,[9. 6.],400.0
20,2,[9. 7.],400.0
20,2,[9. 8.],400.0
20,2,[9. 9.],420.0
20,2,[ 9. 10.],400.0
20,2,[ 9. 11.],400.0
20,2,[ 9. 12.],400.0
20,2,[ 9. 13.],400.0
20,2,[ 9. 14.],400.0
20,2,[ 9. 15.],400.0
20,2,[ 9. 16.],400.0
20,2,[ 9. 17.],400.0
20,2,[ 9. 18.],400.0
20,2,[ 9. 19.],400.0
20,2,[10.  0.],400.0
20,2,[10.  1.],400.0
20,2,[10.  2.],400.0
20,2,[10.  3.],400.0
20,2,[10.  4.],400.0
20,2,[10.  5.],400.0
20,2,[10.  6.],400.0
20,2,[10.  7.],400.0
20,2,[10.  8.],400.0
20,2,[10.  9.],400.0
20,2,[10. 10.],420.0
20,2,[10. 11.],400.0
20,2,[10. 12.],400.0
20,2,[10. 13.],400.0
20,2,[10. 14.],400.0
20,2,[10. 15.],400.0
20,2,[10. 16.],400.0
20,2,[10. 17.],400.0
20,2,[10. 18.],400.0
20,2,[10. 19.],400.0
20,2,[11.  0.],400.0
20,2,[11.  1.],400.0
20,2,[11.  2.],400.0
20,2,[11.  3.],400.0
20,2,[11.  4.],400.0
20,2,[11.  5.],400.0
20,2,[11.  6.],400.0
20,2,[11.  7.],400.0
20,2,[11.  8.],400.0
20,2,[11.  9.],400.0
20,2,[11. 10.],400.0
20,2,[11. 11.],420.0
20,2,[11. 12.],400.0
20,2,[11. 13.],400.0
20,2,[11. 14.],400.0
20,2,[11. 15.],400.0
20,2,[11. 16.],400.0
20,2,[11. 17.],400.0
20,2,[11. 18.],400.0
20,2,[11. 19.],400.0
20,2,[12.  0.],400.0
20,2,[12.  1.],400.0
20,2,[12.  2.],400.0
20,2,[12.  3.],400.0
20,2,[12.  4.],400.0
20,2,[12.  5.],400.0
20,2,[12.  6.],400.0
20,2,[12.  7.],400.0
20,2,[12.  8.],400.0
20,2,[12.  9.],400.0
20,2,[12. 10.],400.0
20,2,[12. 11.],400.0
20,2,[12. 12.],420.0
20,2,[12. 13.],400.0
20,2,[12. 14.],400.0
20,2,[12. 15.],400.0
20,2,[12. 16.],400.0
20,2,[12. 17.],400.0
20,2,[12. 18.],400.0
20,2,[12. 19.],400.0
20,2,[13.  0.],400.0
20,2,[13.  1.],400.0
20,2,[13.  2.],400.0
20,2,[13.  3.],400.0
20,2,[13.  4.],400.0
20,2,[13.  5.],400.0
20,2,[13.  6.],400.0
20,2,[13.  7.],400.0
20,2,[13.  8.],400.0
20,2,[13.  9.],400.0
20,2,[13. 10.],400.0
20,2,[13. 11.],400.0
20,2,[13. 12.],400.0
20,2,[13. 13.],420.0
20,2,[13. 14.],400.0
20,2,[13. 15.],400.0
20,2,[13. 16.],400.0
20,2,[13. 17.],400.0
20,2,[13. 18.],400.0
20,2,[13. 19.],400.0
20,2,[14.  0.],400.0
20,2,[14.  1.],400.0
20,2,[14.  2.],400.0
20,2,[14.  3.],400.0
20,2,[14.  4.],400.0
20,2,[14.  5.],400.0
20,2,[14.  6.],400.0
20,2,[14.  7.],400.0
20,2,[14.  8.],400.0
20,2,[14.  9.],400.0
20,2,[14. 10.],400.0
20,2,[14. 11.],400.0
20,2,[14. 12.],400.0
20,2,[14. 13.],400.0
20,2,[14. 14.],420.0
20,2,[14. 15.],400.0
20,2,[14. 16.],400.0
20,2,[14. 17.],400.0
20,2,[14. 18.],400.0
20,2,[14. 19.],400.0
20,2,[15.  0.],400.0
20,2,[15.  1.],400.0
20,2,[15.  2.],400.0
20,2,[15.  3.],400.0
20,2,[15.  4.],400.0
20,2,[15.  5.],400.0
20,2,[15.  6.],400.0
20,2,[15.  7.],400.0
20,2,[15.  8.],400.0
20,2,[15.  9.],400.0
20,2,[15. 10.],400.0
20,2,[15. 11.],400.0
20,2,[15. 12.],400.0
20,2,[15. 13.],400.0
20,2,[15. 14.],400.0
20,2,[15. 15.],420.0
20,2,[15. 16.],400.0
20,2,[15. 17.],400.0
20,2,[15. 18.],400.0
20,2,[15. 19.],400.0
20,2,[16.  0.],400.0
20,2,[16.  1.],400.0
20,2,[16.  2.],400.0
20,2,[16.  3.],400.0
20,2,[16.  4.],400.0
20,2,[16.  5.],400.0
20,2,[16.  6.],400.0
20,2,[16.  7.],400.0
20,2,[16.  8.],400.0
20,2,[16.  9.],400.0
20,2,[16. 10.],400.0
20,2,[16. 11.],400.0
20,2,[16. 12.],400.0
20,2,[16. 13.],400.0
20,2,[16. 14.],400.0
20,2,[16. 15.],400.0
20,2,[16. 16.],420.0
20,2,[16. 17.],400.0
20,2,[16. 18.],400.0
20,2,[16. 19.],400.0
20,2,[17.  0.],400.0
20,2,[17.  1.],400.0
20,2,[17.  2.],400.0
20,2,[17.  3.],400.0
20,2,[17.  4.],400.0
20,2,[17.  5.],400.0
20,2,[17.  6.],400.0
20,2,[17.  7.],400.0
20,2,[17.  8.],400.0
20,2,[17.  9.],400.0
20,2,[17. 10.],400.0
20,2,[17. 11.],400.0
20,2,[17. 12.],400.0
20,2,[17. 13.],400.0
20,2,[17. 14.],400.0
20,2,[17. 15.],400.0
20,2,[17. 16.],400.0
20,2,[17. 17.],420.0
20,2,[17. 18.],400.0
20,2,[17. 19.],400.0
20,2,[18.  0.],400.0
20,2,[18.  1.],400.0
20,2,[18.  2.],400.0
20,2,[18.  3.],400.0
20,2,[18.  4.],400.0
20,2,[18.  5.],400.0
20,2,[18.  6.],400.0
20,2,[18.  7.],400.0
20,2,[18.  8.],400.0
20,2,[18.  9.],400.0
20,2,[18. 10.],400.0
20,2,[18. 11.],400.0
20,2,[18. 12.],400.0
20,2,[18. 13.],400.0
20,2,[18. 14.],400.0
20,2,[18. 15.],400.0
20,2,[18. 16.],400.0
20,2,[18. 17.],400.0
20,2,[18. 18.],420.0
20,2,[18. 19.],400.0
20,2,[19.  0.],400.0
20,2,[19.  1.],400.0
20,2,[19.  2.],400.0
20,2,[19.  3.],400.0
20,2,[19.  4.],400.0
20,2,[19.  5.],400.0
20,2,[19.  6.],400.0
20,2,[19.  7.],400.0
20,2,[19.  8.],400.0
20,2,[19.  9.],400.0
20,2,[19. 10.],400.0
20,2,[19. 11.],400.0
20,2,[19. 12.],400.0
20,2,[19. 13.],400.0
20,2,[19. 14.],400.0
20,2,[19. 15.],400.0
20,2,[19. 16.],400.0
20,2,[19. 17.],400.0
20,2,[19. 18.],400.0
20,2,[19. 19.],420.0
21,2,[0. 0.],462.0
21,2,[0. 1.],441.0
21,2,[0. 2.],441.0
21,2,[0. 3.],441.0
21,2,[0. 4.],441.0
21,2,[0. 5.],441.0
21,2,[0. 6.],441.0
21,2,[0. 7.],441.0
21,2,[0. 8.],441.0
21,2,[0. 9.],441.0
21,2,[ 0. 10.],441.0
21,2,[ 0. 11.],441.0
21,2,[ 0. 12.],441.0
21,2,[ 0. 13.],441.0
21,2,[ 0. 14.],441.0
21,2,[ 0. 15.],441.0
21,2,[ 0. 16.],441.0
21,2,[ 0. 17.],441.0
21,2,[ 0. 18.],441.0
21,2,[ 0. 19.],441.0
21,2,[ 0. 20.],441.0
21,2,[1. 0.],441.0
21,2,[1. 1.],462.0
21,2,[1. 2.],441.0
21,2,[1. 3.],441.0
21,2,[1. 4.],441.0
21,2,[1. 5.],441.0
21,2,[1. 6.],441.0
21,2,[1. 7.],441.0
21,2,[1. 8.],441.0
21,2,[1. 9.],441.0
21,2,[ 1. 10.],441.0
21,2,[ 1. 11.],441.0
21,2,[ 1. 12.],441.0
21,2,[ 1. 13.],441.0
21,2,[ 1. 14.],441.0
21,2,[ 1. 15.],441.0
21,2,[ 1. 16.],441.0
21,2,[ 1. 17.],441.0
21,2,[ 1. 18.],441.0
21,2,[ 1. 19.],441.0
21,2,[ 1. 20.],441.0
21,2,[2. 0.],441.0
21,2,[2. 1.],441.0
21,2,[2. 2.],462.0
21,2,[2. 3.],441.0
21,2,[2. 4.],441.0
21,2,[2. 5.],441.0
21,2,[2. 6.],441.0
21,2,[2. 7.],441.0
21,2,[2. 8.],441.0
21,2,[2. 9.],441.0
21,2,[ 2. 10.],441.0
21,2,[ 2. 11.],441.0
21,2,[ 2. 12.],441.0
21,2,[ 2. 13.],441.0
21,2,[ 2. 14.],441.0
21,2,[ 2. 15.],441.0
21,2,[ 2. 16.],441.0
21,2,[ 2. 17.],441.0
21,2,[ 2. 18.],441.0
21,2,[ 2. 19.],441.0
21,2,[ 2. 20.],441.0
21,2,[3. 0.],441.0
21,2,[3. 1.],441.0
21,2,[3. 2.],441.0
21,2,[3. 3.],462.0
21,2,[3. 4.],441.0
21,2,[3. 5.],441.0
21,2,[3. 6.],441.0
21,2,[3. 7.],441.0
21,2,[3. 8.],441.0
21,2,[3. 9.],441.0
21,2,[ 3. 10.],441.0
21,2,[ 3. 11.],441.0
21,2,[ 3. 12.],441.0
21,2,[ 3. 13.],441.0
21,2,[ 3. 14.],441.0
21,2,[ 3. 15.],441.0
21,2,[ 3. 16.],441.0
21,2,[ 3. 17.],441.0
21,2,[ 3. 18.],441.0
21,2,[ 3. 19.],441.0
21,2,[ 3. 20.],441.0
21,2,[4. 0.],441.0
21,2,[4. 1.],441.0
21,2,[4. 2.],441.0
21,2,[4. 3.],441.0
21,2,[4. 4.],462.0
21,2,[4. 5.],441.0
21,2,[4. 6.],441.0
21,2,[4. 7.],441.0
21,2,[4. 8.],441.0
21,2,[4. 9.],441.0
21,2,[ 4. 10.],441.0
21,2,[ 4. 11.],441.0
21,2,[ 4. 12.],441.0
21,2,[ 4. 13.],441.0
21,2,[ 4. 14.],441.0
21,2,[ 4. 15.],441.0
21,2,[ 4. 16.],441.0
21,2,[ 4. 17.],441.0
21,2,[ 4. 18.],441.0
21,2,[ 4. 19.],441.0
21,2,[ 4. 20.],441.0
21,2,[5. 0.],441.0
21,2,[5. 1.],441.0
21,2,[5. 2.],441.0
21,2,[5. 3.],441.0
21,2,[5. 4.],441.0
21,2,[5. 5.],462.0
21,2,[5. 6.],441.0
21,2,[5. 7.],441.0
21,2,[5. 8.],441.0
21,2,[5. 9.],441.0
21,2,[ 5. 10.],441.0
21,2,[ 5. 11.],441.0
21,2,[ 5. 12.],441.0
21,2,[ 5. 13.],441.0
21,2,[ 5. 14.],441.0
21,2,[ 5. 15.],441.0
21,2,[ 5. 16.],441.0
21,2,[ 5. 17.],441.0
21,2,[ 5. 18.],441.0
21,2,[ 5. 19.],441.0
21,2,[ 5. 20.],441.0
21,2,[6. 0.],441.0
21,2,[6. 1.],441.0
21,2,[6. 2.],441.0
21,2,[6. 3.],441.0
21,2,[6. 4.],441.0
21,2,[6. 5.],441.0
21,2,[6. 6.],462.0
21,2,[6. 7.],441.0
21,2,[6. 8.],441.0
21,2,[6. 9.],441.0
