number of characters,length of case,case,expected value
3,7,[2. 0. 1. 0. 1. 0. 2.],2190.0
3,7,[2. 0. 1. 0. 1. 1. 0.],2187.0
3,7,[2. 0. 1. 0. 1. 1. 1.],2187.0
3,7,[2. 0. 1. 0. 1. 1. 2.],2190.0
3,7,[2. 0. 1. 0. 1. 2. 0.],2196.0
3,7,[2. 0. 1. 0. 1. 2. 1.],2190.0
3,7,[2. 0. 1. 0. 1. 2. 2.],2193.0
3,7,[2. 0. 1. 0. 2. 0. 0.],2196.0
3,7,[2. 0. 1. 0. 2. 0. 1.],2214.0
3,7,[2. 0. 1. 0. 2. 0. 2.],2199.0
3,7,[2. 0. 1. 0. 2. 1. 0.],2190.0
3,7,[2. 0. 1. 0. 2. 1. 1.],2190.0
3,7,[2. 0. 1. 0. 2. 1. 2.],2193.0
3,7,[2. 0. 1. 0. 2. 2. 0.],2199.0
3,7,[2. 0. 1. 0. 2. 2. 1.],2193.0
3,7,[2. 0. 1. 0. 2. 2. 2.],2196.0
3,7,[2. 0. 1. 1. 0. 0. 0.],2187.0
3,7,[2. 0. 1. 1. 0. 0. 1.],2187.0
3,7,[2. 0. 1. 1. 0. 0. 2.],2190.0
3,7,[2. 0. 1. 1. 0. 1. 0.],2187.0
3,7,[2. 0. 1. 1. 0. 1. 1.],2187.0
3,7,[2. 0. 1. 1. 0. 1. 2.],2190.0
3,7,[2. 0. 1. 1. 0. 2. 0.],2196.0
3,7,[2. 0. 1. 1. 0. 2. 1.],2190.0
3,7,[2. 0. 1. 1. 0. 2. 2.],2193.0
3,7,[2. 0. 1. 1. 1. 0. 0.],2187.0
3,7,[2. 0. 1. 1. 1. 0. 1.],2187.0
3,7,[2. 0. 1. 1. 1. 0. 2.],2190.0
3,7,[2. 0. 1. 1. 1. 1. 0.],2187.0
3,7,[2. 0. 1. 1. 1. 1. 1.],2187.0
3,7,[2. 0. 1. 1. 1. 1. 2.],2190.0
3,7,[2. 0. 1. 1. 1. 2. 0.],2196.0
3,7,[2. 0. 1. 1. 1. 2. 1.],2190.0
3,7,[2. 0. 1. 1. 1. 2. 2.],2193.0
3,7,[2. 0. 1. 1. 2. 0. 0.],2196.0
3,7,[2. 0. 1. 1. 2. 0. 1.],2214.0
3,7,[2. 0. 1. 1. 2. 0. 2.],2199.0
3,7,[2. 0. 1. 1. 2. 1. 0.],2190.0
3,7,[2. 0. 1. 1. 2. 1. 1.],2190.0
3,7,[2. 0. 1. 1. 2. 1. 2.],2193.0
3,7,[2. 0. 1. 1. 2. 2. 0.],2199.0
3,7,[2. 0. 1. 1. 2. 2. 1.],2193.0
3,7,[2. 0. 1. 1. 2. 2. 2.],2196.0
3,7,[2. 0. 1. 2. 0. 0. 0.],2196.0
3,7,[2. 0. 1. 2. 0. 0. 1.],2196.0
3,7,[2. 0. 1. 2. 0. 0. 2.],2199.0
3,7,[2. 0. 1. 2. 0. 1. 0.],2214.0
3,7,[2. 0. 1. 2. 0. 1. 1.],2214.0
3,7,[2. 0. 1. 2. 0. 1. 2.],2271.0
3,7,[2. 0. 1. 2. 0. 2. 0.],2205.0
3,7,[2. 0. 1. 2. 0. 2. 1.],2199.0
3,7,[2. 0. 1. 2. 0. 2. 2.],2202.0
3,7,[2. 0. 1. 2. 1. 0. 0.],2190.0
3,7,[2. 0. 1. 2. 1. 0. 1.],2190.0
3,7,[2. 0. 1. 2. 1. 0. 2.],2193.0
3,7,[2. 0. 1. 2. 1. 1. 0.],2190.0
3,7,[2. 0. 1. 2. 1. 1. 1.],2190.0
3,7,[2. 0. 1. 2. 1. 1. 2.],2193.0
3,7,[2. 0. 1. 2. 1. 2. 0.],2199.0
3,7,[2. 0. 1. 2. 1. 2. 1.],2193.0
3,7,[2. 0. 1. 2. 1. 2. 2.],2196.0
3,7,[2. 0. 1. 2. 2. 0. 0.],2199.0
3,7,[2. 0. 1. 2. 2. 0. 1.],2217.0
3,7,[2. 0. 1. 2. 2. 0. 2.],2202.0
3,7,[2. 0. 1. 2. 2. 1. 0.],2193.0
3,7,[2. 0. 1. 2. 2. 1. 1.],2193.0
3,7,[2. 0. 1. 2. 2. 1. 2.],2196.0
3,7,[2. 0. 1. 2. 2. 2. 0.],2202.0
3,7,[2. 0. 1. 2. 2. 2. 1.],2196.0
3,7,[2. 0. 1. 2. 2. 2. 2.],2199.0
3,7,[2. 0. 2. 0. 0. 0. 0.],2196.0
3,7,[2. 0. 2. 0. 0. 0. 1.],2196.0
3,7,[2. 0. 2. 0. 0. 0. 2.],2199.0
3,7,[2. 0. 2. 0. 0. 1. 0.],2196.0
3,7,[2. 0. 2. 0. 0. 1. 1.],2196.0
3,7,[2. 0. 2. 0. 0. 1. 2.],2199.0
3,7,[2. 0. 2. 0. 0. 2. 0.],2205.0
3,7,[2. 0. 2. 0. 0. 2. 1.],2199.0
3,7,[2. 0. 2. 0. 0. 2. 2.],2202.0
3,7,[2. 0. 2. 0. 1. 0. 0.],2196.0
3,7,[2. 0. 2. 0. 1. 0. 1.],2196.0
3,7,[2. 0. 2. 0. 1. 0. 2.],2199.0
3,7,[2. 0. 2. 0. 1. 1. 0.],2196.0
3,7,[2. 0. 2. 0. 1. 1. 1.],2196.0
3,7,[2. 0. 2. 0. 1. 1. 2.],2199.0
3,7,[2. 0. 2. 0. 1. 2. 0.],2205.0
3,7,[2. 0. 2. 0. 1. 2. 1.],2199.0
3,7,[2. 0. 2. 0. 1. 2. 2.],2202.0
3,7,[2. 0. 2. 0. 2. 0. 0.],2277.0
3,7,[2. 0. 2. 0. 2. 0. 1.],2277.0
3,7,[2. 0. 2. 0. 2. 0. 2.],2460.0
3,7,[2. 0. 2. 0. 2. 1. 0.],2217.0
3,7,[2. 0. 2. 0. 2. 1. 1.],2217.0
3,7,[2. 0. 2. 0. 2. 1. 2.],2220.0
3,7,[2. 0. 2. 0. 2. 2. 0.],2226.0
3,7,[2. 0. 2. 0. 2. 2. 1.],2220.0
3,7,[2. 0. 2. 0. 2. 2. 2.],2223.0
3,7,[2. 0. 2. 1. 0. 0. 0.],2190.0
3,7,[2. 0. 2. 1. 0. 0. 1.],2190.0
3,7,[2. 0. 2. 1. 0. 0. 2.],2193.0
3,7,[2. 0. 2. 1. 0. 1. 0.],2190.0
3,7,[2. 0. 2. 1. 0. 1. 1.],2190.0
3,7,[2. 0. 2. 1. 0. 1. 2.],2193.0
3,7,[2. 0. 2. 1. 0. 2. 0.],2199.0
3,7,[2. 0. 2. 1. 0. 2. 1.],2193.0
3,7,[2. 0. 2. 1. 0. 2. 2.],2196.0
3,7,[2. 0. 2. 1. 1. 0. 0.],2190.0
3,7,[2. 0. 2. 1. 1. 0. 1.],2190.0
3,7,[2. 0. 2. 1. 1. 0. 2.],2193.0
3,7,[2. 0. 2. 1. 1. 1. 0.],2190.0
3,7,[2. 0. 2. 1. 1. 1. 1.],2190.0
3,7,[2. 0. 2. 1. 1. 1. 2.],2193.0
3,7,[2. 0. 2. 1. 1. 2. 0.],2199.0
3,7,[2. 0. 2. 1. 1. 2. 1.],2193.0
3,7,[2. 0. 2. 1. 1. 2. 2.],2196.0
3,7,[2. 0. 2. 1. 2. 0. 0.],2199.0
3,7,[2. 0. 2. 1. 2. 0. 1.],2199.0
3,7,[2. 0. 2. 1. 2. 0. 2.],2220.0
3,7,[2. 0. 2. 1. 2. 1. 0.],2193.0
3,7,[2. 0. 2. 1. 2. 1. 1.],2193.0
3,7,[2. 0. 2. 1. 2. 1. 2.],2196.0
3,7,[2. 0. 2. 1. 2. 2. 0.],2202.0
3,7,[2. 0. 2. 1. 2. 2. 1.],2196.0
3,7,[2. 0. 2. 1. 2. 2. 2.],2199.0
3,7,[2. 0. 2. 2. 0. 0. 0.],2199.0
3,7,[2. 0. 2. 2. 0. 0. 1.],2199.0
3,7,[2. 0. 2. 2. 0. 0. 2.],2202.0
3,7,[2. 0. 2. 2. 0. 1. 0.],2199.0
3,7,[2. 0. 2. 2. 0. 1. 1.],2199.0
3,7,[2. 0. 2. 2. 0. 1. 2.],2202.0
3,7,[2. 0. 2. 2. 0. 2. 0.],2226.0
3,7,[2. 0. 2. 2. 0. 2. 1.],2220.0
3,7,[2. 0. 2. 2. 0. 2. 2.],2277.0
3,7,[2. 0. 2. 2. 1. 0. 0.],2193.0
3,7,[2. 0. 2. 2. 1. 0. 1.],2193.0
3,7,[2. 0. 2. 2. 1. 0. 2.],2196.0
3,7,[2. 0. 2. 2. 1. 1. 0.],2193.0
3,7,[2. 0. 2. 2. 1. 1. 1.],2193.0
3,7,[2. 0. 2. 2. 1. 1. 2.],2196.0
3,7,[2. 0. 2. 2. 1. 2. 0.],2202.0
3,7,[2. 0. 2. 2. 1. 2. 1.],2196.0
3,7,[2. 0. 2. 2. 1. 2. 2.],2199.0
3,7,[2. 0. 2. 2. 2. 0. 0.],2202.0
3,7,[2. 0. 2. 2. 2. 0. 1.],2202.0
3,7,[2. 0. 2. 2. 2. 0. 2.],2223.0
3,7,[2. 0. 2. 2. 2. 1. 0.],2196.0
3,7,[2. 0. 2. 2. 2. 1. 1.],2196.0
3,7,[2. 0. 2. 2. 2. 1. 2.],2199.0
3,7,[2. 0. 2. 2. 2. 2. 0.],2205.0
3,7,[2. 0. 2. 2. 2. 2. 1.],2199.0
3,7,[2. 0. 2. 2. 2. 2. 2.],2202.0
3,7,[2. 1. 0. 0. 0. 0. 0.],2187.0
3,7,[2. 1. 0. 0. 0. 0. 1.],2187.0
3,7,[2. 1. 0. 0. 0. 0. 2.],2190.0
3,7,[2. 1. 0. 0. 0. 1. 0.],2187.0
3,7,[2. 1. 0. 0. 0. 1. 1.],2187.0
3,7,[2. 1. 0. 0. 0. 1. 2.],2190.0
3,7,[2. 1. 0. 0. 0. 2. 0.],2190.0
3,7,[2. 1. 0. 0. 0. 2. 1.],2196.0
3,7,[2. 1. 0. 0. 0. 2. 2.],2193.0
3,7,[2. 1. 0. 0. 1. 0. 0.],2187.0
3,7,[2. 1. 0. 0. 1. 0. 1.],2187.0
3,7,[2. 1. 0. 0. 1. 0. 2.],2190.0
3,7,[2. 1. 0. 0. 1. 1. 0.],2187.0
3,7,[2. 1. 0. 0. 1. 1. 1.],2187.0
3,7,[2. 1. 0. 0. 1. 1. 2.],2190.0
3,7,[2. 1. 0. 0. 1. 2. 0.],2190.0
3,7,[2. 1. 0. 0. 1. 2. 1.],2196.0
3,7,[2. 1. 0. 0. 1. 2. 2.],2193.0
3,7,[2. 1. 0. 0. 2. 0. 0.],2190.0
3,7,[2. 1. 0. 0. 2. 0. 1.],2190.0
3,7,[2. 1. 0. 0. 2. 0. 2.],2193.0
3,7,[2. 1. 0. 0. 2. 1. 0.],2214.0
3,7,[2. 1. 0. 0. 2. 1. 1.],2196.0
3,7,[2. 1. 0. 0. 2. 1. 2.],2199.0
3,7,[2. 1. 0. 0. 2. 2. 0.],2193.0
3,7,[2. 1. 0. 0. 2. 2. 1.],2199.0
3,7,[2. 1. 0. 0. 2. 2. 2.],2196.0
3,7,[2. 1. 0. 1. 0. 0. 0.],2187.0
3,7,[2. 1. 0. 1. 0. 0. 1.],2187.0
3,7,[2. 1. 0. 1. 0. 0. 2.],2190.0
3,7,[2. 1. 0. 1. 0. 1. 0.],2187.0
3,7,[2. 1. 0. 1. 0. 1. 1.],2187.0
3,7,[2. 1. 0. 1. 0. 1. 2.],2190.0
3,7,[2. 1. 0. 1. 0. 2. 0.],2190.0
3,7,[2. 1. 0. 1. 0. 2. 1.],2196.0
3,7,[2. 1. 0. 1. 0. 2. 2.],2193.0
3,7,[2. 1. 0. 1. 1. 0. 0.],2187.0
3,7,[2. 1. 0. 1. 1. 0. 1.],2187.0
3,7,[2. 1. 0. 1. 1. 0. 2.],2190.0
3,7,[2. 1. 0. 1. 1. 1. 0.],2187.0
3,7,[2. 1. 0. 1. 1. 1. 1.],2187.0
3,7,[2. 1. 0. 1. 1. 1. 2.],2190.0
3,7,[2. 1. 0. 1. 1. 2. 0.],2190.0
3,7,[2. 1. 0. 1. 1. 2. 1.],2196.0
3,7,[2. 1. 0. 1. 1. 2. 2.],2193.0
3,7,[2. 1. 0. 1. 2. 0. 0.],2190.0
3,7,[2. 1. 0. 1. 2. 0. 1.],2190.0
3,7,[2. 1. 0. 1. 2. 0. 2.],2193.0
3,7,[2. 1. 0. 1. 2. 1. 0.],2214.0
3,7,[2. 1. 0. 1. 2. 1. 1.],2196.0
3,7,[2. 1. 0. 1. 2. 1. 2.],2199.0
3,7,[2. 1. 0. 1. 2. 2. 0.],2193.0
3,7,[2. 1. 0. 1. 2. 2. 1.],2199.0
3,7,[2. 1. 0. 1. 2. 2. 2.],2196.0
3,7,[2. 1. 0. 2. 0. 0. 0.],2190.0
3,7,[2. 1. 0. 2. 0. 0. 1.],2190.0
3,7,[2. 1. 0. 2. 0. 0. 2.],2193.0
3,7,[2. 1. 0. 2. 0. 1. 0.],2190.0
3,7,[2. 1. 0. 2. 0. 1. 1.],2190.0
3,7,[2. 1. 0. 2. 0. 1. 2.],2193.0
3,7,[2. 1. 0. 2. 0. 2. 0.],2193.0
3,7,[2. 1. 0. 2. 0. 2. 1.],2199.0
3,7,[2. 1. 0. 2. 0. 2. 2.],2196.0
3,7,[2. 1. 0. 2. 1. 0. 0.],2214.0
3,7,[2. 1. 0. 2. 1. 0. 1.],2214.0
3,7,[2. 1. 0. 2. 1. 0. 2.],2271.0
3,7,[2. 1. 0. 2. 1. 1. 0.],2196.0
3,7,[2. 1. 0. 2. 1. 1. 1.],2196.0
3,7,[2. 1. 0. 2. 1. 1. 2.],2199.0
3,7,[2. 1. 0. 2. 1. 2. 0.],2199.0
3,7,[2. 1. 0. 2. 1. 2. 1.],2205.0
3,7,[2. 1. 0. 2. 1. 2. 2.],2202.0
3,7,[2. 1. 0. 2. 2. 0. 0.],2193.0
3,7,[2. 1. 0. 2. 2. 0. 1.],2193.0
3,7,[2. 1. 0. 2. 2. 0. 2.],2196.0
3,7,[2. 1. 0. 2. 2. 1. 0.],2217.0
3,7,[2. 1. 0. 2. 2. 1. 1.],2199.0
3,7,[2. 1. 0. 2. 2. 1. 2.],2202.0
3,7,[2. 1. 0. 2. 2. 2. 0.],2196.0
3,7,[2. 1. 0. 2. 2. 2. 1.],2202.0
3,7,[2. 1. 0. 2. 2. 2. 2.],2199.0
3,7,[2. 1. 1. 0. 0. 0. 0.],2187.0
3,7,[2. 1. 1. 0. 0. 0. 1.],2187.0
3,7,[2. 1. 1. 0. 0. 0. 2.],2190.0
3,7,[2. 1. 1. 0. 0. 1. 0.],2187.0
3,7,[2. 1. 1. 0. 0. 1. 1.],2187.0
3,7,[2. 1. 1. 0. 0. 1. 2.],2190.0
3,7,[2. 1. 1. 0. 0. 2. 0.],2190.0
3,7,[2. 1. 1. 0. 0. 2. 1.],2196.0
3,7,[2. 1. 1. 0. 0. 2. 2.],2193.0
3,7,[2. 1. 1. 0. 1. 0. 0.],2187.0
3,7,[2. 1. 1. 0. 1. 0. 1.],2187.0
3,7,[2. 1. 1. 0. 1. 0. 2.],2190.0
3,7,[2. 1. 1. 0. 1. 1. 0.],2187.0
3,7,[2. 1. 1. 0. 1. 1. 1.],2187.0
3,7,[2. 1. 1. 0. 1. 1. 2.],2190.0
3,7,[2. 1. 1. 0. 1. 2. 0.],2190.0
3,7,[2. 1. 1. 0. 1. 2. 1.],2196.0
3,7,[2. 1. 1. 0. 1. 2. 2.],2193.0
3,7,[2. 1. 1. 0. 2. 0. 0.],2190.0
3,7,[2. 1. 1. 0. 2. 0. 1.],2190.0
3,7,[2. 1. 1. 0. 2. 0. 2.],2193.0
3,7,[2. 1. 1. 0. 2. 1. 0.],2196.0
3,7,[2. 1. 1. 0. 2. 1. 1.],2214.0
3,7,[2. 1. 1. 0. 2. 1. 2.],2199.0
3,7,[2. 1. 1. 0. 2. 2. 0.],2193.0
3,7,[2. 1. 1. 0. 2. 2. 1.],2199.0
3,7,[2. 1. 1. 0. 2. 2. 2.],2196.0
3,7,[2. 1. 1. 1. 0. 0. 0.],2187.0
3,7,[2. 1. 1. 1. 0. 0. 1.],2187.0
3,7,[2. 1. 1. 1. 0. 0. 2.],2190.0
3,7,[2. 1. 1. 1. 0. 1. 0.],2187.0
3,7,[2. 1. 1. 1. 0. 1. 1.],2187.0
3,7,[2. 1. 1. 1. 0. 1. 2.],2190.0
3,7,[2. 1. 1. 1. 0. 2. 0.],2190.0
3,7,[2. 1. 1. 1. 0. 2. 1.],2196.0
3,7,[2. 1. 1. 1. 0. 2. 2.],2193.0
3,7,[2. 1. 1. 1. 1. 0. 0.],2187.0
3,7,[2. 1. 1. 1. 1. 0. 1.],2187.0
3,7,[2. 1. 1. 1. 1. 0. 2.],2190.0
3,7,[2. 1. 1. 1. 1. 1. 0.],2187.0
3,7,[2. 1. 1. 1. 1. 1. 1.],2187.0
3,7,[2. 1. 1. 1. 1. 1. 2.],2190.0
3,7,[2. 1. 1. 1. 1. 2. 0.],2190.0
3,7,[2. 1. 1. 1. 1. 2. 1.],2196.0
3,7,[2. 1. 1. 1. 1. 2. 2.],2193.0
3,7,[2. 1. 1. 1. 2. 0. 0.],2190.0
3,7,[2. 1. 1. 1. 2. 0. 1.],2190.0
3,7,[2. 1. 1. 1. 2. 0. 2.],2193.0
3,7,[2. 1. 1. 1. 2. 1. 0.],2196.0
3,7,[2. 1. 1. 1. 2. 1. 1.],2214.0
3,7,[2. 1. 1. 1. 2. 1. 2.],2199.0
3,7,[2. 1. 1. 1. 2. 2. 0.],2193.0
3,7,[2. 1. 1. 1. 2. 2. 1.],2199.0
3,7,[2. 1. 1. 1. 2. 2. 2.],2196.0
3,7,[2. 1. 1. 2. 0. 0. 0.],2190.0
3,7,[2. 1. 1. 2. 0. 0. 1.],2190.0
3,7,[2. 1. 1. 2. 0. 0. 2.],2193.0
3,7,[2. 1. 1. 2. 0. 1. 0.],2190.0
3,7,[2. 1. 1. 2. 0. 1. 1.],2190.0
3,7,[2. 1. 1. 2. 0. 1. 2.],2193.0
3,7,[2. 1. 1. 2. 0. 2. 0.],2193.0
3,7,[2. 1. 1. 2. 0. 2. 1.],2199.0
3,7,[2. 1. 1. 2. 0. 2. 2.],2196.0
3,7,[2. 1. 1. 2. 1. 0. 0.],2196.0
3,7,[2. 1. 1. 2. 1. 0. 1.],2196.0
3,7,[2. 1. 1. 2. 1. 0. 2.],2199.0
3,7,[2. 1. 1. 2. 1. 1. 0.],2214.0
3,7,[2. 1. 1. 2. 1. 1. 1.],2214.0
3,7,[2. 1. 1. 2. 1. 1. 2.],2271.0
3,7,[2. 1. 1. 2. 1. 2. 0.],2199.0
3,7,[2. 1. 1. 2. 1. 2. 1.],2205.0
3,7,[2. 1. 1. 2. 1. 2. 2.],2202.0
3,7,[2. 1. 1. 2. 2. 0. 0.],2193.0
3,7,[2. 1. 1. 2. 2. 0. 1.],2193.0
3,7,[2. 1. 1. 2. 2. 0. 2.],2196.0
3,7,[2. 1. 1. 2. 2. 1. 0.],2199.0
3,7,[2. 1. 1. 2. 2. 1. 1.],2217.0
3,7,[2. 1. 1. 2. 2. 1. 2.],2202.0
3,7,[2. 1. 1. 2. 2. 2. 0.],2196.0
3,7,[2. 1. 1. 2. 2. 2. 1.],2202.0
3,7,[2. 1. 1. 2. 2. 2. 2.],2199.0
3,7,[2. 1. 2. 0. 0. 0. 0.],2190.0
3,7,[2. 1. 2. 0. 0. 0. 1.],2190.0
3,7,[2. 1. 2. 0. 0. 0. 2.],2193.0
3,7,[2. 1. 2. 0. 0. 1. 0.],2190.0
3,7,[2. 1. 2. 0. 0. 1. 1.],2190.0
3,7,[2. 1. 2. 0. 0. 1. 2.],2193.0
3,7,[2. 1. 2. 0. 0. 2. 0.],2193.0
3,7,[2. 1. 2. 0. 0. 2. 1.],2199.0
3,7,[2. 1. 2. 0. 0. 2. 2.],2196.0
3,7,[2. 1. 2. 0. 1. 0. 0.],2190.0
3,7,[2. 1. 2. 0. 1. 0. 1.],2190.0
3,7,[2. 1. 2. 0. 1. 0. 2.],2193.0
3,7,[2. 1. 2. 0. 1. 1. 0.],2190.0
3,7,[2. 1. 2. 0. 1. 1. 1.],2190.0
3,7,[2. 1. 2. 0. 1. 1. 2.],2193.0
3,7,[2. 1. 2. 0. 1. 2. 0.],2193.0
3,7,[2. 1. 2. 0. 1. 2. 1.],2199.0
3,7,[2. 1. 2. 0. 1. 2. 2.],2196.0
3,7,[2. 1. 2. 0. 2. 0. 0.],2193.0
3,7,[2. 1. 2. 0. 2. 0. 1.],2193.0
3,7,[2. 1. 2. 0. 2. 0. 2.],2196.0
3,7,[2. 1. 2. 0. 2. 1. 0.],2199.0
3,7,[2. 1. 2. 0. 2. 1. 1.],2199.0
3,7,[2. 1. 2. 0. 2. 1. 2.],2220.0
3,7,[2. 1. 2. 0. 2. 2. 0.],2196.0
3,7,[2. 1. 2. 0. 2. 2. 1.],2202.0
3,7,[2. 1. 2. 0. 2. 2. 2.],2199.0
3,7,[2. 1. 2. 1. 0. 0. 0.],2196.0
3,7,[2. 1. 2. 1. 0. 0. 1.],2196.0
3,7,[2. 1. 2. 1. 0. 0. 2.],2199.0
3,7,[2. 1. 2. 1. 0. 1. 0.],2196.0
3,7,[2. 1. 2. 1. 0. 1. 1.],2196.0
3,7,[2. 1. 2. 1. 0. 1. 2.],2199.0
3,7,[2. 1. 2. 1. 0. 2. 0.],2199.0
3,7,[2. 1. 2. 1. 0. 2. 1.],2205.0
3,7,[2. 1. 2. 1. 0. 2. 2.],2202.0
3,7,[2. 1. 2. 1. 1. 0. 0.],2196.0
3,7,[2. 1. 2. 1. 1. 0. 1.],2196.0
3,7,[2. 1. 2. 1. 1. 0. 2.],2199.0
3,7,[2. 1. 2. 1. 1. 1. 0.],2196.0
3,7,[2. 1. 2. 1. 1. 1. 1.],2196.0
3,7,[2. 1. 2. 1. 1. 1. 2.],2199.0
3,7,[2. 1. 2. 1. 1. 2. 0.],2199.0
3,7,[2. 1. 2. 1. 1. 2. 1.],2205.0
3,7,[2. 1. 2. 1. 1. 2. 2.],2202.0
3,7,[2. 1. 2. 1. 2. 0. 0.],2217.0
3,7,[2. 1. 2. 1. 2. 0. 1.],2217.0
3,7,[2. 1. 2. 1. 2. 0. 2.],2220.0
3,7,[2. 1. 2. 1. 2. 1. 0.],2277.0
3,7,[2. 1. 2. 1. 2. 1. 1.],2277.0
3,7,[2. 1. 2. 1. 2. 1. 2.],2460.0
3,7,[2. 1. 2. 1. 2. 2. 0.],2220.0
3,7,[2. 1. 2. 1. 2. 2. 1.],2226.0
3,7,[2. 1. 2. 1. 2. 2. 2.],2223.0
3,7,[2. 1. 2. 2. 0. 0. 0.],2193.0
3,7,[2. 1. 2. 2. 0. 0. 1.],2193.0
3,7,[2. 1. 2. 2. 0. 0. 2.],2196.0
3,7,[2. 1. 2. 2. 0. 1. 0.],2193.0
3,7,[2. 1. 2. 2. 0. 1. 1.],2193.0
3,7,[2. 1. 2. 2. 0. 1. 2.],2196.0
3,7,[2. 1. 2. 2. 0. 2. 0.],2196.0
3,7,[2. 1. 2. 2. 0. 2. 1.],2202.0
3,7,[2. 1. 2. 2. 0. 2. 2.],2199.0
3,7,[2. 1. 2. 2. 1. 0. 0.],2199.0
3,7,[2. 1. 2. 2. 1. 0. 1.],2199.0
3,7,[2. 1. 2. 2. 1. 0. 2.],2202.0
3,7,[2. 1. 2. 2. 1. 1. 0.],2199.0
3,7,[2. 1. 2. 2. 1. 1. 1.],2199.0
3,7,[2. 1. 2. 2. 1. 1. 2.],2202.0
3,7,[2. 1. 2. 2. 1. 2. 0.],2220.0
3,7,[2. 1. 2. 2. 1. 2. 1.],2226.0
3,7,[2. 1. 2. 2. 1. 2. 2.],2277.0
3,7,[2. 1. 2. 2. 2. 0. 0.],2196.0
3,7,[2. 1. 2. 2. 2. 0. 1.],2196.0
3,7,[2. 1. 2. 2. 2. 0. 2.],2199.0
3,7,[2. 1. 2. 2. 2. 1. 0.],2202.0
3,7,[2. 1. 2. 2. 2. 1. 1.],2202.0
3,7,[2. 1. 2. 2. 2. 1. 2.],2223.0
3,7,[2. 1. 2. 2. 2. 2. 0.],2199.0
3,7,[2. 1. 2. 2. 2. 2. 1.],2205.0
3,7,[2. 1. 2. 2. 2. 2. 2.],2202.0
3,7,[2. 2. 0. 0. 0. 0. 0.],2190.0
3,7,[2. 2. 0. 0. 0. 0. 1.],2190.0
3,7,[2. 2. 0. 0. 0. 0. 2.],2193.0
3,7,[2. 2. 0. 0. 0. 1. 0.],2190.0
3,7,[2. 2. 0. 0. 0. 1. 1.],2190.0
3,7,[2. 2. 0. 0. 0. 1. 2.],2193.0
3,7,[2. 2. 0. 0. 0. 2. 0.],2193.0
3,7,[2. 2. 0. 0. 0. 2. 1.],2193.0
3,7,[2. 2. 0. 0. 0. 2. 2.],2202.0
3,7,[2. 2. 0. 0. 1. 0. 0.],2190.0
3,7,[2. 2. 0. 0. 1. 0. 1.],2190.0
3,7,[2. 2. 0. 0. 1. 0. 2.],2193.0
3,7,[2. 2. 0. 0. 1. 1. 0.],2190.0
3,7,[2. 2. 0. 0. 1. 1. 1.],2190.0
3,7,[2. 2. 0. 0. 1. 1. 2.],2193.0
3,7,[2. 2. 0. 0. 1. 2. 0.],2193.0
3,7,[2. 2. 0. 0. 1. 2. 1.],2193.0
3,7,[2. 2. 0. 0. 1. 2. 2.],2202.0
3,7,[2. 2. 0. 0. 2. 0. 0.],2193.0
3,7,[2. 2. 0. 0. 2. 0. 1.],2193.0
3,7,[2. 2. 0. 0. 2. 0. 2.],2196.0
3,7,[2. 2. 0. 0. 2. 1. 0.],2193.0
3,7,[2. 2. 0. 0. 2. 1. 1.],2193.0
3,7,[2. 2. 0. 0. 2. 1. 2.],2196.0
3,7,[2. 2. 0. 0. 2. 2. 0.],2220.0
3,7,[2. 2. 0. 0. 2. 2. 1.],2202.0
3,7,[2. 2. 0. 0. 2. 2. 2.],2211.0
3,7,[2. 2. 0. 1. 0. 0. 0.],2190.0
3,7,[2. 2. 0. 1. 0. 0. 1.],2190.0
3,7,[2. 2. 0. 1. 0. 0. 2.],2193.0
3,7,[2. 2. 0. 1. 0. 1. 0.],2190.0
3,7,[2. 2. 0. 1. 0. 1. 1.],2190.0
3,7,[2. 2. 0. 1. 0. 1. 2.],2193.0
3,7,[2. 2. 0. 1. 0. 2. 0.],2193.0
3,7,[2. 2. 0. 1. 0. 2. 1.],2193.0
3,7,[2. 2. 0. 1. 0. 2. 2.],2202.0
3,7,[2. 2. 0. 1. 1. 0. 0.],2190.0
3,7,[2. 2. 0. 1. 1. 0. 1.],2190.0
3,7,[2. 2. 0. 1. 1. 0. 2.],2193.0
3,7,[2. 2. 0. 1. 1. 1. 0.],2190.0
3,7,[2. 2. 0. 1. 1. 1. 1.],2190.0
3,7,[2. 2. 0. 1. 1. 1. 2.],2193.0
3,7,[2. 2. 0. 1. 1. 2. 0.],2193.0
3,7,[2. 2. 0. 1. 1. 2. 1.],2193.0
3,7,[2. 2. 0. 1. 1. 2. 2.],2202.0
3,7,[2. 2. 0. 1. 2. 0. 0.],2193.0
3,7,[2. 2. 0. 1. 2. 0. 1.],2193.0
3,7,[2. 2. 0. 1. 2. 0. 2.],2196.0
3,7,[2. 2. 0. 1. 2. 1. 0.],2193.0
3,7,[2. 2. 0. 1. 2. 1. 1.],2193.0
3,7,[2. 2. 0. 1. 2. 1. 2.],2196.0
3,7,[2. 2. 0. 1. 2. 2. 0.],2220.0
3,7,[2. 2. 0. 1. 2. 2. 1.],2202.0
3,7,[2. 2. 0. 1. 2. 2. 2.],2211.0
3,7,[2. 2. 0. 2. 0. 0. 0.],2193.0
3,7,[2. 2. 0. 2. 0. 0. 1.],2193.0
3,7,[2. 2. 0. 2. 0. 0. 2.],2196.0
