number of characters,length of case,case,expected value
4,5,[0. 1. 0. 3. 2.],1028.0
4,5,[0. 1. 0. 3. 3.],1028.0
4,5,[0. 1. 1. 0. 0.],1032.0
4,5,[0. 1. 1. 0. 1.],1040.0
4,5,[0. 1. 1. 0. 2.],1028.0
4,5,[0. 1. 1. 0. 3.],1028.0
4,5,[0. 1. 1. 1. 0.],1028.0
4,5,[0. 1. 1. 1. 1.],1024.0
4,5,[0. 1. 1. 1. 2.],1024.0
4,5,[0. 1. 1. 1. 3.],1024.0
4,5,[0. 1. 1. 2. 0.],1028.0
4,5,[0. 1. 1. 2. 1.],1024.0
4,5,[0. 1. 1. 2. 2.],1024.0
4,5,[0. 1. 1. 2. 3.],1024.0
4,5,[0. 1. 1. 3. 0.],1028.0
4,5,[0. 1. 1. 3. 1.],1024.0
4,5,[0. 1. 1. 3. 2.],1024.0
4,5,[0. 1. 1. 3. 3.],1024.0
4,5,[0. 1. 2. 0. 0.],1032.0
4,5,[0. 1. 2. 0. 1.],1040.0
4,5,[0. 1. 2. 0. 2.],1028.0
4,5,[0. 1. 2. 0. 3.],1028.0
4,5,[0. 1. 2. 1. 0.],1028.0
4,5,[0. 1. 2. 1. 1.],1024.0
4,5,[0. 1. 2. 1. 2.],1024.0
4,5,[0. 1. 2. 1. 3.],1024.0
4,5,[0. 1. 2. 2. 0.],1028.0
4,5,[0. 1. 2. 2. 1.],1024.0
4,5,[0. 1. 2. 2. 2.],1024.0
4,5,[0. 1. 2. 2. 3.],1024.0
4,5,[0. 1. 2. 3. 0.],1028.0
4,5,[0. 1. 2. 3. 1.],1024.0
4,5,[0. 1. 2. 3. 2.],1024.0
4,5,[0. 1. 2. 3. 3.],1024.0
4,5,[0. 1. 3. 0. 0.],1032.0
4,5,[0. 1. 3. 0. 1.],1040.0
4,5,[0. 1. 3. 0. 2.],1028.0
4,5,[0. 1. 3. 0. 3.],1028.0
4,5,[0. 1. 3. 1. 0.],1028.0
4,5,[0. 1. 3. 1. 1.],1024.0
4,5,[0. 1. 3. 1. 2.],1024.0
4,5,[0. 1. 3. 1. 3.],1024.0
4,5,[0. 1. 3. 2. 0.],1028.0
4,5,[0. 1. 3. 2. 1.],1024.0
4,5,[0. 1. 3. 2. 2.],1024.0
4,5,[0. 1. 3. 2. 3.],1024.0
4,5,[0. 1. 3. 3. 0.],1028.0
4,5,[0. 1. 3. 3. 1.],1024.0
4,5,[0. 1. 3. 3. 2.],1024.0
4,5,[0. 1. 3. 3. 3.],1024.0
4,5,[0. 2. 0. 0. 0.],1036.0
4,5,[0. 2. 0. 0. 1.],1032.0
4,5,[0. 2. 0. 0. 2.],1044.0
4,5,[0. 2. 0. 0. 3.],1032.0
4,5,[0. 2. 0. 1. 0.],1032.0
4,5,[0. 2. 0. 1. 1.],1028.0
4,5,[0. 2. 0. 1. 2.],1028.0
4,5,[0. 2. 0. 1. 3.],1028.0
4,5,[0. 2. 0. 2. 0.],1092.0
4,5,[0. 2. 0. 2. 1.],1040.0
4,5,[0. 2. 0. 2. 2.],1040.0
4,5,[0. 2. 0. 2. 3.],1040.0
4,5,[0. 2. 0. 3. 0.],1032.0
4,5,[0. 2. 0. 3. 1.],1028.0
4,5,[0. 2. 0. 3. 2.],1028.0
4,5,[0. 2. 0. 3. 3.],1028.0
4,5,[0. 2. 1. 0. 0.],1032.0
4,5,[0. 2. 1. 0. 1.],1028.0
4,5,[0. 2. 1. 0. 2.],1040.0
4,5,[0. 2. 1. 0. 3.],1028.0
4,5,[0. 2. 1. 1. 0.],1028.0
4,5,[0. 2. 1. 1. 1.],1024.0
4,5,[0. 2. 1. 1. 2.],1024.0
4,5,[0. 2. 1. 1. 3.],1024.0
4,5,[0. 2. 1. 2. 0.],1028.0
4,5,[0. 2. 1. 2. 1.],1024.0
4,5,[0. 2. 1. 2. 2.],1024.0
4,5,[0. 2. 1. 2. 3.],1024.0
4,5,[0. 2. 1. 3. 0.],1028.0
4,5,[0. 2. 1. 3. 1.],1024.0
4,5,[0. 2. 1. 3. 2.],1024.0
4,5,[0. 2. 1. 3. 3.],1024.0
4,5,[0. 2. 2. 0. 0.],1032.0
4,5,[0. 2. 2. 0. 1.],1028.0
4,5,[0. 2. 2. 0. 2.],1040.0
4,5,[0. 2. 2. 0. 3.],1028.0
4,5,[0. 2. 2. 1. 0.],1028.0
4,5,[0. 2. 2. 1. 1.],1024.0
4,5,[0. 2. 2. 1. 2.],1024.0
4,5,[0. 2. 2. 1. 3.],1024.0
4,5,[0. 2. 2. 2. 0.],1028.0
4,5,[0. 2. 2. 2. 1.],1024.0
4,5,[0. 2. 2. 2. 2.],1024.0
4,5,[0. 2. 2. 2. 3.],1024.0
4,5,[0. 2. 2. 3. 0.],1028.0
4,5,[0. 2. 2. 3. 1.],1024.0
4,5,[0. 2. 2. 3. 2.],1024.0
4,5,[0. 2. 2. 3. 3.],1024.0
4,5,[0. 2. 3. 0. 0.],1032.0
4,5,[0. 2. 3. 0. 1.],1028.0
4,5,[0. 2. 3. 0. 2.],1040.0
4,5,[0. 2. 3. 0. 3.],1028.0
4,5,[0. 2. 3. 1. 0.],1028.0
4,5,[0. 2. 3. 1. 1.],1024.0
4,5,[0. 2. 3. 1. 2.],1024.0
4,5,[0. 2. 3. 1. 3.],1024.0
4,5,[0. 2. 3. 2. 0.],1028.0
4,5,[0. 2. 3. 2. 1.],1024.0
4,5,[0. 2. 3. 2. 2.],1024.0
4,5,[0. 2. 3. 2. 3.],1024.0
4,5,[0. 2. 3. 3. 0.],1028.0
4,5,[0. 2. 3. 3. 1.],1024.0
4,5,[0. 2. 3. 3. 2.],1024.0
4,5,[0. 2. 3. 3. 3.],1024.0
4,5,[0. 3. 0. 0. 0.],1036.0
4,5,[0. 3. 0. 0. 1.],1032.0
4,5,[0. 3. 0. 0. 2.],1032.0
4,5,[0. 3. 0. 0. 3.],1044.0
4,5,[0. 3. 0. 1. 0.],1032.0
4,5,[0. 3. 0. 1. 1.],1028.0
4,5,[0. 3. 0. 1. 2.],1028.0
4,5,[0. 3. 0. 1. 3.],1028.0
4,5,[0. 3. 0. 2. 0.],1032.0
4,5,[0. 3. 0. 2. 1.],1028.0
4,5,[0. 3. 0. 2. 2.],1028.0
4,5,[0. 3. 0. 2. 3.],1028.0
4,5,[0. 3. 0. 3. 0.],1092.0
4,5,[0. 3. 0. 3. 1.],1040.0
4,5,[0. 3. 0. 3. 2.],1040.0
4,5,[0. 3. 0. 3. 3.],1040.0
4,5,[0. 3. 1. 0. 0.],1032.0
4,5,[0. 3. 1. 0. 1.],1028.0
4,5,[0. 3. 1. 0. 2.],1028.0
4,5,[0. 3. 1. 0. 3.],1040.0
4,5,[0. 3. 1. 1. 0.],1028.0
4,5,[0. 3. 1. 1. 1.],1024.0
4,5,[0. 3. 1. 1. 2.],1024.0
4,5,[0. 3. 1. 1. 3.],1024.0
4,5,[0. 3. 1. 2. 0.],1028.0
4,5,[0. 3. 1. 2. 1.],1024.0
4,5,[0. 3. 1. 2. 2.],1024.0
4,5,[0. 3. 1. 2. 3.],1024.0
4,5,[0. 3. 1. 3. 0.],1028.0
4,5,[0. 3. 1. 3. 1.],1024.0
4,5,[0. 3. 1. 3. 2.],1024.0
4,5,[0. 3. 1. 3. 3.],1024.0
4,5,[0. 3. 2. 0. 0.],1032.0
4,5,[0. 3. 2. 0. 1.],1028.0
4,5,[0. 3. 2. 0. 2.],1028.0
4,5,[0. 3. 2. 0. 3.],1040.0
4,5,[0. 3. 2. 1. 0.],1028.0
4,5,[0. 3. 2. 1. 1.],1024.0
4,5,[0. 3. 2. 1. 2.],1024.0
4,5,[0. 3. 2. 1. 3.],1024.0
4,5,[0. 3. 2. 2. 0.],1028.0
4,5,[0. 3. 2. 2. 1.],1024.0
4,5,[0. 3. 2. 2. 2.],1024.0
4,5,[0. 3. 2. 2. 3.],1024.0
4,5,[0. 3. 2. 3. 0.],1028.0
4,5,[0. 3. 2. 3. 1.],1024.0
4,5,[0. 3. 2. 3. 2.],1024.0
4,5,[0. 3. 2. 3. 3.],1024.0
4,5,[0. 3. 3. 0. 0.],1032.0
4,5,[0. 3. 3. 0. 1.],1028.0
4,5,[0. 3. 3. 0. 2.],1028.0
4,5,[0. 3. 3. 0. 3.],1040.0
4,5,[0. 3. 3. 1. 0.],1028.0
4,5,[0. 3. 3. 1. 1.],1024.0
4,5,[0. 3. 3. 1. 2.],1024.0
4,5,[0. 3. 3. 1. 3.],1024.0
4,5,[0. 3. 3. 2. 0.],1028.0
4,5,[0. 3. 3. 2. 1.],1024.0
4,5,[0. 3. 3. 2. 2.],1024.0
4,5,[0. 3. 3. 2. 3.],1024.0
4,5,[0. 3. 3. 3. 0.],1028.0
4,5,[0. 3. 3. 3. 1.],1024.0
4,5,[0. 3. 3. 3. 2.],1024.0
4,5,[0. 3. 3. 3. 3.],1024.0
4,5,[1. 0. 0. 0. 0.],1024.0
4,5,[1. 0. 0. 0. 1.],1028.0
4,5,[1. 0. 0. 0. 2.],1024.0
4,5,[1. 0. 0. 0. 3.],1024.0
4,5,[1. 0. 0. 1. 0.],1040.0
4,5,[1. 0. 0. 1. 1.],1032.0
4,5,[1. 0. 0. 1. 2.],1028.0
4,5,[1. 0. 0. 1. 3.],1028.0
4,5,[1. 0. 0. 2. 0.],1024.0
4,5,[1. 0. 0. 2. 1.],1028.0
4,5,[1. 0. 0. 2. 2.],1024.0
4,5,[1. 0. 0. 2. 3.],1024.0
4,5,[1. 0. 0. 3. 0.],1024.0
4,5,[1. 0. 0. 3. 1.],1028.0
4,5,[1. 0. 0. 3. 2.],1024.0
4,5,[1. 0. 0. 3. 3.],1024.0
4,5,[1. 0. 1. 0. 0.],1040.0
4,5,[1. 0. 1. 0. 1.],1092.0
4,5,[1. 0. 1. 0. 2.],1040.0
4,5,[1. 0. 1. 0. 3.],1040.0
4,5,[1. 0. 1. 1. 0.],1044.0
4,5,[1. 0. 1. 1. 1.],1036.0
4,5,[1. 0. 1. 1. 2.],1032.0
4,5,[1. 0. 1. 1. 3.],1032.0
4,5,[1. 0. 1. 2. 0.],1028.0
4,5,[1. 0. 1. 2. 1.],1032.0
4,5,[1. 0. 1. 2. 2.],1028.0
4,5,[1. 0. 1. 2. 3.],1028.0
4,5,[1. 0. 1. 3. 0.],1028.0
4,5,[1. 0. 1. 3. 1.],1032.0
4,5,[1. 0. 1. 3. 2.],1028.0
4,5,[1. 0. 1. 3. 3.],1028.0
