number_of_characters,length_of_case,absorbing_state,expected_value
10,3,[7. 3. 9.],1000
10,3,[7. 4. 0.],1000
10,3,[7. 4. 1.],1000
10,3,[7. 4. 2.],1000
10,3,[7. 4. 3.],1000
10,3,[7. 4. 4.],1000
10,3,[7. 4. 5.],1000
10,3,[7. 4. 6.],1000
10,3,[7. 4. 7.],1010
10,3,[7. 4. 8.],1000
10,3,[7. 4. 9.],1000
10,3,[7. 5. 0.],1000
10,3,[7. 5. 1.],1000
10,3,[7. 5. 2.],1000
10,3,[7. 5. 3.],1000
10,3,[7. 5. 4.],1000
10,3,[7. 5. 5.],1000
10,3,[7. 5. 6.],1000
10,3,[7. 5. 7.],1010
10,3,[7. 5. 8.],1000
10,3,[7. 5. 9.],1000
10,3,[7. 6. 0.],1000
10,3,[7. 6. 1.],1000
10,3,[7. 6. 2.],1000
10,3,[7. 6. 3.],1000
10,3,[7. 6. 4.],1000
10,3,[7. 6. 5.],1000
10,3,[7. 6. 6.],1000
10,3,[7. 6. 7.],1010
10,3,[7. 6. 8.],1000
10,3,[7. 6. 9.],1000
10,3,[7. 7. 0.],1100
10,3,[7. 7. 1.],1100
10,3,[7. 7. 2.],1100
10,3,[7. 7. 3.],1100
10,3,[7. 7. 4.],1100
10,3,[7. 7. 5.],1100
10,3,[7. 7. 6.],1100
10,3,[7. 7. 7.],1110
10,3,[7. 7. 8.],1100
10,3,[7. 7. 9.],1100
10,3,[7. 8. 0.],1000
10,3,[7. 8. 1.],1000
10,3,[7. 8. 2.],1000
10,3,[7. 8. 3.],1000
10,3,[7. 8. 4.],1000
10,3,[7. 8. 5.],1000
10,3,[7. 8. 6.],1000
10,3,[7. 8. 7.],1010
10,3,[7. 8. 8.],1000
10,3,[7. 8. 9.],1000
10,3,[7. 9. 0.],1000
10,3,[7. 9. 1.],1000
10,3,[7. 9. 2.],1000
10,3,[7. 9. 3.],1000
10,3,[7. 9. 4.],1000
10,3,[7. 9. 5.],1000
10,3,[7. 9. 6.],1000
10,3,[7. 9. 7.],1010
10,3,[7. 9. 8.],1000
10,3,[7. 9. 9.],1000
10,3,[8. 0. 0.],1000
10,3,[8. 0. 1.],1000
10,3,[8. 0. 2.],1000
10,3,[8. 0. 3.],1000
10,3,[8. 0. 4.],1000
10,3,[8. 0. 5.],1000
10,3,[8. 0. 6.],1000
10,3,[8. 0. 7.],1000
10,3,[8. 0. 8.],1010
10,3,[8. 0. 9.],1000
10,3,[8. 1. 0.],1000
10,3,[8. 1. 1.],1000
10,3,[8. 1. 2.],1000
10,3,[8. 1. 3.],1000
10,3,[8. 1. 4.],1000
10,3,[8. 1. 5.],1000
10,3,[8. 1. 6.],1000
10,3,[8. 1. 7.],1000
10,3,[8. 1. 8.],1010
10,3,[8. 1. 9.],1000
10,3,[8. 2. 0.],1000
10,3,[8. 2. 1.],1000
10,3,[8. 2. 2.],1000
10,3,[8. 2. 3.],1000
10,3,[8. 2. 4.],1000
10,3,[8. 2. 5.],1000
10,3,[8. 2. 6.],1000
10,3,[8. 2. 7.],1000
10,3,[8. 2. 8.],1010
10,3,[8. 2. 9.],1000
10,3,[8. 3. 0.],1000
10,3,[8. 3. 1.],1000
10,3,[8. 3. 2.],1000
10,3,[8. 3. 3.],1000
10,3,[8. 3. 4.],1000
10,3,[8. 3. 5.],1000
10,3,[8. 3. 6.],1000
10,3,[8. 3. 7.],1000
10,3,[8. 3. 8.],1010
10,3,[8. 3. 9.],1000
10,3,[8. 4. 0.],1000
10,3,[8. 4. 1.],1000
10,3,[8. 4. 2.],1000
10,3,[8. 4. 3.],1000
10,3,[8. 4. 4.],1000
10,3,[8. 4. 5.],1000
10,3,[8. 4. 6.],1000
10,3,[8. 4. 7.],1000
10,3,[8. 4. 8.],1010
10,3,[8. 4. 9.],1000
10,3,[8. 5. 0.],1000
10,3,[8. 5. 1.],1000
10,3,[8. 5. 2.],1000
10,3,[8. 5. 3.],1000
10,3,[8. 5. 4.],1000
10,3,[8. 5. 5.],1000
10,3,[8. 5. 6.],1000
10,3,[8. 5. 7.],1000
10,3,[8. 5. 8.],1010
10,3,[8. 5. 9.],1000
10,3,[8. 6. 0.],1000
10,3,[8. 6. 1.],1000
10,3,[8. 6. 2.],1000
10,3,[8. 6. 3.],1000
10,3,[8. 6. 4.],1000
10,3,[8. 6. 5.],1000
10,3,[8. 6. 6.],1000
10,3,[8. 6. 7.],1000
10,3,[8. 6. 8.],1010
10,3,[8. 6. 9.],1000
10,3,[8. 7. 0.],1000
10,3,[8. 7. 1.],1000
10,3,[8. 7. 2.],1000
10,3,[8. 7. 3.],1000
10,3,[8. 7. 4.],1000
10,3,[8. 7. 5.],1000
10,3,[8. 7. 6.],1000
10,3,[8. 7. 7.],1000
10,3,[8. 7. 8.],1010
10,3,[8. 7. 9.],1000
10,3,[8. 8. 0.],1100
10,3,[8. 8. 1.],1100
10,3,[8. 8. 2.],1100
10,3,[8. 8. 3.],1100
10,3,[8. 8. 4.],1100
10,3,[8. 8. 5.],1100
10,3,[8. 8. 6.],1100
10,3,[8. 8. 7.],1100
10,3,[8. 8. 8.],1110
10,3,[8. 8. 9.],1100
10,3,[8. 9. 0.],1000
10,3,[8. 9. 1.],1000
10,3,[8. 9. 2.],1000
10,3,[8. 9. 3.],1000
10,3,[8. 9. 4.],1000
10,3,[8. 9. 5.],1000
10,3,[8. 9. 6.],1000
10,3,[8. 9. 7.],1000
10,3,[8. 9. 8.],1010
10,3,[8. 9. 9.],1000
10,3,[9. 0. 0.],1000
10,3,[9. 0. 1.],1000
10,3,[9. 0. 2.],1000
10,3,[9. 0. 3.],1000
10,3,[9. 0. 4.],1000
10,3,[9. 0. 5.],1000
10,3,[9. 0. 6.],1000
10,3,[9. 0. 7.],1000
10,3,[9. 0. 8.],1000
10,3,[9. 0. 9.],1010
10,3,[9. 1. 0.],1000
10,3,[9. 1. 1.],1000
10,3,[9. 1. 2.],1000
10,3,[9. 1. 3.],1000
10,3,[9. 1. 4.],1000
10,3,[9. 1. 5.],1000
10,3,[9. 1. 6.],1000
10,3,[9. 1. 7.],1000
10,3,[9. 1. 8.],1000
10,3,[9. 1. 9.],1010
10,3,[9. 2. 0.],1000
10,3,[9. 2. 1.],1000
10,3,[9. 2. 2.],1000
10,3,[9. 2. 3.],1000
10,3,[9. 2. 4.],1000
10,3,[9. 2. 5.],1000
10,3,[9. 2. 6.],1000
10,3,[9. 2. 7.],1000
10,3,[9. 2. 8.],1000
10,3,[9. 2. 9.],1010
10,3,[9. 3. 0.],1000
10,3,[9. 3. 1.],1000
10,3,[9. 3. 2.],1000
10,3,[9. 3. 3.],1000
10,3,[9. 3. 4.],1000
10,3,[9. 3. 5.],1000
10,3,[9. 3. 6.],1000
10,3,[9. 3. 7.],1000
10,3,[9. 3. 8.],1000
10,3,[9. 3. 9.],1010
10,3,[9. 4. 0.],1000
10,3,[9. 4. 1.],1000
10,3,[9. 4. 2.],1000
10,3,[9. 4. 3.],1000
10,3,[9. 4. 4.],1000
10,3,[9. 4. 5.],1000
10,3,[9. 4. 6.],1000
10,3,[9. 4. 7.],1000
10,3,[9. 4. 8.],1000
10,3,[9. 4. 9.],1010
10,3,[9. 5. 0.],1000
10,3,[9. 5. 1.],1000
10,3,[9. 5. 2.],1000
10,3,[9. 5. 3.],1000
10,3,[9. 5. 4.],1000
10,3,[9. 5. 5.],1000
10,3,[9. 5. 6.],1000
10,3,[9. 5. 7.],1000
10,3,[9. 5. 8.],1000
10,3,[9. 5. 9.],1010
10,3,[9. 6. 0.],1000
10,3,[9. 6. 1.],1000
10,3,[9. 6. 2.],1000
10,3,[9. 6. 3.],1000
10,3,[9. 6. 4.],1000
10,3,[9. 6. 5.],1000
10,3,[9. 6. 6.],1000
10,3,[9. 6. 7.],1000
10,3,[9. 6. 8.],1000
10,3,[9. 6. 9.],1010
10,3,[9. 7. 0.],1000
10,3,[9. 7. 1.],1000
10,3,[9. 7. 2.],1000
10,3,[9. 7. 3.],1000
10,3,[9. 7. 4.],1000
10,3,[9. 7. 5.],1000
10,3,[9. 7. 6.],1000
10,3,[9. 7. 7.],1000
10,3,[9. 7. 8.],1000
10,3,[9. 7. 9.],1010
10,3,[9. 8. 0.],1000
10,3,[9. 8. 1.],1000
10,3,[9. 8. 2.],1000
10,3,[9. 8. 3.],1000
10,3,[9. 8. 4.],1000
10,3,[9. 8. 5.],1000
10,3,[9. 8. 6.],1000
10,3,[9. 8. 7.],1000
10,3,[9. 8. 8.],1000
10,3,[9. 8. 9.],1010
10,3,[9. 9. 0.],1100
10,3,[9. 9. 1.],1100
10,3,[9. 9. 2.],1100
10,3,[9. 9. 3.],1100
10,3,[9. 9. 4.],1100
10,3,[9. 9. 5.],1100
10,3,[9. 9. 6.],1100
10,3,[9. 9. 7.],1100
10,3,[9. 9. 8.],1100
10,3,[9. 9. 9.],1110
10,4,[0. 0. 0. 0.],11110
10,4,[0. 0. 0. 1.],11100
10,4,[0. 0. 0. 2.],11100
10,4,[0. 0. 0. 3.],11100
10,4,[0. 0. 0. 4.],11100
10,4,[0. 0. 0. 5.],11100
10,4,[0. 0. 0. 6.],11100
10,4,[0. 0. 0. 7.],11100
10,4,[0. 0. 0. 8.],11100
10,4,[0. 0. 0. 9.],11100
10,4,[0. 0. 1. 0.],11010
10,4,[0. 0. 1. 1.],11000
10,4,[0. 0. 1. 2.],11000
10,4,[0. 0. 1. 3.],11000
10,4,[0. 0. 1. 4.],11000
10,4,[0. 0. 1. 5.],11000
10,4,[0. 0. 1. 6.],11000
10,4,[0. 0. 1. 7.],11000
10,4,[0. 0. 1. 8.],11000
10,4,[0. 0. 1. 9.],11000
10,4,[0. 0. 2. 0.],11010
10,4,[0. 0. 2. 1.],11000
10,4,[0. 0. 2. 2.],11000
10,4,[0. 0. 2. 3.],11000
10,4,[0. 0. 2. 4.],11000
10,4,[0. 0. 2. 5.],11000
10,4,[0. 0. 2. 6.],11000
10,4,[0. 0. 2. 7.],11000
10,4,[0. 0. 2. 8.],11000
10,4,[0. 0. 2. 9.],11000
10,4,[0. 0. 3. 0.],11010
10,4,[0. 0. 3. 1.],11000
10,4,[0. 0. 3. 2.],11000
10,4,[0. 0. 3. 3.],11000
10,4,[0. 0. 3. 4.],11000
10,4,[0. 0. 3. 5.],11000
10,4,[0. 0. 3. 6.],11000
10,4,[0. 0. 3. 7.],11000
10,4,[0. 0. 3. 8.],11000
10,4,[0. 0. 3. 9.],11000
10,4,[0. 0. 4. 0.],11010
10,4,[0. 0. 4. 1.],11000
10,4,[0. 0. 4. 2.],11000
10,4,[0. 0. 4. 3.],11000
10,4,[0. 0. 4. 4.],11000
10,4,[0. 0. 4. 5.],11000
10,4,[0. 0. 4. 6.],11000
10,4,[0. 0. 4. 7.],11000
10,4,[0. 0. 4. 8.],11000
10,4,[0. 0. 4. 9.],11000
10,4,[0. 0. 5. 0.],11010
10,4,[0. 0. 5. 1.],11000
10,4,[0. 0. 5. 2.],11000
10,4,[0. 0. 5. 3.],11000
10,4,[0. 0. 5. 4.],11000
10,4,[0. 0. 5. 5.],11000
10,4,[0. 0. 5. 6.],11000
10,4,[0. 0. 5. 7.],11000
10,4,[0. 0. 5. 8.],11000
10,4,[0. 0. 5. 9.],11000
10,4,[0. 0. 6. 0.],11010
10,4,[0. 0. 6. 1.],11000
10,4,[0. 0. 6. 2.],11000
10,4,[0. 0. 6. 3.],11000
10,4,[0. 0. 6. 4.],11000
10,4,[0. 0. 6. 5.],11000
10,4,[0. 0. 6. 6.],11000
10,4,[0. 0. 6. 7.],11000
10,4,[0. 0. 6. 8.],11000
10,4,[0. 0. 6. 9.],11000
10,4,[0. 0. 7. 0.],11010
10,4,[0. 0. 7. 1.],11000
10,4,[0. 0. 7. 2.],11000
10,4,[0. 0. 7. 3.],11000
10,4,[0. 0. 7. 4.],11000
10,4,[0. 0. 7. 5.],11000
10,4,[0. 0. 7. 6.],11000
10,4,[0. 0. 7. 7.],11000
10,4,[0. 0. 7. 8.],11000
10,4,[0. 0. 7. 9.],11000
10,4,[0. 0. 8. 0.],11010
10,4,[0. 0. 8. 1.],11000
10,4,[0. 0. 8. 2.],11000
10,4,[0. 0. 8. 3.],11000
10,4,[0. 0. 8. 4.],11000
10,4,[0. 0. 8. 5.],11000
10,4,[0. 0. 8. 6.],11000
10,4,[0. 0. 8. 7.],11000
10,4,[0. 0. 8. 8.],11000
10,4,[0. 0. 8. 9.],11000
10,4,[0. 0. 9. 0.],11010
10,4,[0. 0. 9. 1.],11000
10,4,[0. 0. 9. 2.],11000
10,4,[0. 0. 9. 3.],11000
10,4,[0. 0. 9. 4.],11000
10,4,[0. 0. 9. 5.],11000
10,4,[0. 0. 9. 6.],11000
10,4,[0. 0. 9. 7.],11000
10,4,[0. 0. 9. 8.],11000
10,4,[0. 0. 9. 9.],11000
10,4,[0. 1. 0. 0.],10110
10,4,[0. 1. 0. 1.],10100
10,4,[0. 1. 0. 2.],10100
10,4,[0. 1. 0. 3.],10100
10,4,[0. 1. 0. 4.],10100
10,4,[0. 1. 0. 5.],10100
10,4,[0. 1. 0. 6.],10100
10,4,[0. 1. 0. 7.],10100
10,4,[0. 1. 0. 8.],10100
10,4,[0. 1. 0. 9.],10100
10,4,[0. 1. 1. 0.],10010
10,4,[0. 1. 1. 1.],10000
10,4,[0. 1. 1. 2.],10000
10,4,[0. 1. 1. 3.],10000
10,4,[0. 1. 1. 4.],10000
10,4,[0. 1. 1. 5.],10000
10,4,[0. 1. 1. 6.],10000
10,4,[0. 1. 1. 7.],10000
10,4,[0. 1. 1. 8.],10000
10,4,[0. 1. 1. 9.],10000
10,4,[0. 1. 2. 0.],10010
10,4,[0. 1. 2. 1.],10000
10,4,[0. 1. 2. 2.],10000
10,4,[0. 1. 2. 3.],10000
10,4,[0. 1. 2. 4.],10000
10,4,[0. 1. 2. 5.],10000
10,4,[0. 1. 2. 6.],10000
10,4,[0. 1. 2. 7.],10000
10,4,[0. 1. 2. 8.],10000
10,4,[0. 1. 2. 9.],10000
10,4,[0. 1. 3. 0.],10010
10,4,[0. 1. 3. 1.],10000
10,4,[0. 1. 3. 2.],10000
10,4,[0. 1. 3. 3.],10000
10,4,[0. 1. 3. 4.],10000
10,4,[0. 1. 3. 5.],10000
10,4,[0. 1. 3. 6.],10000
10,4,[0. 1. 3. 7.],10000
10,4,[0. 1. 3. 8.],10000
10,4,[0. 1. 3. 9.],10000
10,4,[0. 1. 4. 0.],10010
10,4,[0. 1. 4. 1.],10000
10,4,[0. 1. 4. 2.],10000
10,4,[0. 1. 4. 3.],10000
10,4,[0. 1. 4. 4.],10000
10,4,[0. 1. 4. 5.],10000
10,4,[0. 1. 4. 6.],10000
10,4,[0. 1. 4. 7.],10000
10,4,[0. 1. 4. 8.],10000
10,4,[0. 1. 4. 9.],10000
10,4,[0. 1. 5. 0.],10010
10,4,[0. 1. 5. 1.],10000
10,4,[0. 1. 5. 2.],10000
10,4,[0. 1. 5. 3.],10000
10,4,[0. 1. 5. 4.],10000
10,4,[0. 1. 5. 5.],10000
10,4,[0. 1. 5. 6.],10000
10,4,[0. 1. 5. 7.],10000
10,4,[0. 1. 5. 8.],10000
10,4,[0. 1. 5. 9.],10000
10,4,[0. 1. 6. 0.],10010
10,4,[0. 1. 6. 1.],10000
10,4,[0. 1. 6. 2.],10000
10,4,[0. 1. 6. 3.],10000
10,4,[0. 1. 6. 4.],10000
10,4,[0. 1. 6. 5.],10000
10,4,[0. 1. 6. 6.],10000
10,4,[0. 1. 6. 7.],10000
10,4,[0. 1. 6. 8.],10000
10,4,[0. 1. 6. 9.],10000
10,4,[0. 1. 7. 0.],10010
10,4,[0. 1. 7. 1.],10000
10,4,[0. 1. 7. 2.],10000
10,4,[0. 1. 7. 3.],10000
10,4,[0. 1. 7. 4.],10000
10,4,[0. 1. 7. 5.],10000
10,4,[0. 1. 7. 6.],10000
10,4,[0. 1. 7. 7.],10000
10,4,[0. 1. 7. 8.],10000
10,4,[0. 1. 7. 9.],10000
10,4,[0. 1. 8. 0.],10010
10,4,[0. 1. 8. 1.],10000
10,4,[0. 1. 8. 2.],10000
10,4,[0. 1. 8. 3.],10000
10,4,[0. 1. 8. 4.],10000
10,4,[0. 1. 8. 5.],10000
10,4,[0. 1. 8. 6.],10000
10,4,[0. 1. 8. 7.],10000
10,4,[0. 1. 8. 8.],10000
10,4,[0. 1. 8. 9.],10000
10,4,[0. 1. 9. 0.],10010
10,4,[0. 1. 9. 1.],10000
10,4,[0. 1. 9. 2.],10000
10,4,[0. 1. 9. 3.],10000
10,4,[0. 1. 9. 4.],10000
10,4,[0. 1. 9. 5.],10000
10,4,[0. 1. 9. 6.],10000
10,4,[0. 1. 9. 7.],10000
10,4,[0. 1. 9. 8.],10000
10,4,[0. 1. 9. 9.],10000
10,4,[0. 2. 0. 0.],10110
10,4,[0. 2. 0. 1.],10100
10,4,[0. 2. 0. 2.],10100
10,4,[0. 2. 0. 3.],10100
10,4,[0. 2. 0. 4.],10100
10,4,[0. 2. 0. 5.],10100
10,4,[0. 2. 0. 6.],10100
10,4,[0. 2. 0. 7.],10100
10,4,[0. 2. 0. 8.],10100
10,4,[0. 2. 0. 9.],10100
10,4,[0. 2. 1. 0.],10010
10,4,[0. 2. 1. 1.],10000
10,4,[0. 2. 1. 2.],10000
10,4,[0. 2. 1. 3.],10000
10,4,[0. 2. 1. 4.],10000
10,4,[0. 2. 1. 5.],10000
10,4,[0. 2. 1. 6.],10000
10,4,[0. 2. 1. 7.],10000
10,4,[0. 2. 1. 8.],10000
10,4,[0. 2. 1. 9.],10000
10,4,[0. 2. 2. 0.],10010
10,4,[0. 2. 2. 1.],10000
10,4,[0. 2. 2. 2.],10000
10,4,[0. 2. 2. 3.],10000
10,4,[0. 2. 2. 4.],10000
10,4,[0. 2. 2. 5.],10000
10,4,[0. 2. 2. 6.],10000
10,4,[0. 2. 2. 7.],10000
10,4,[0. 2. 2. 8.],10000
10,4,[0. 2. 2. 9.],10000
10,4,[0. 2. 3. 0.],10010
10,4,[0. 2. 3. 1.],10000
10,4,[0. 2. 3. 2.],10000
10,4,[0. 2. 3. 3.],10000
10,4,[0. 2. 3. 4.],10000
10,4,[0. 2. 3. 5.],10000
10,4,[0. 2. 3. 6.],10000
10,4,[0. 2. 3. 7.],10000
10,4,[0. 2. 3. 8.],10000
10,4,[0. 2. 3. 9.],10000
10,4,[0. 2. 4. 0.],10010
10,4,[0. 2. 4. 1.],10000
10,4,[0. 2. 4. 2.],10000
10,4,[0. 2. 4. 3.],10000
10,4,[0. 2. 4. 4.],10000
10,4,[0. 2. 4. 5.],10000
10,4,[0. 2. 4. 6.],10000
10,4,[0. 2. 4. 7.],10000
10,4,[0. 2. 4. 8.],10000
10,4,[0. 2. 4. 9.],10000
10,4,[0. 2. 5. 0.],10010
10,4,[0. 2. 5. 1.],10000
10,4,[0. 2. 5. 2.],10000
10,4,[0. 2. 5. 3.],10000
10,4,[0. 2. 5. 4.],10000
10,4,[0. 2. 5. 5.],10000
10,4,[0. 2. 5. 6.],10000
10,4,[0. 2. 5. 7.],10000
10,4,[0. 2. 5. 8.],10000
10,4,[0. 2. 5. 9.],10000
10,4,[0. 2. 6. 0.],10010
10,4,[0. 2. 6. 1.],10000
10,4,[0. 2. 6. 2.],10000
10,4,[0. 2. 6. 3.],10000
10,4,[0. 2. 6. 4.],10000
10,4,[0. 2. 6. 5.],10000
10,4,[0. 2. 6. 6.],10000
10,4,[0. 2. 6. 7.],10000
10,4,[0. 2. 6. 8.],10000
10,4,[0. 2. 6. 9.],10000
10,4,[0. 2. 7. 0.],10010
10,4,[0. 2. 7. 1.],10000
10,4,[0. 2. 7. 2.],10000
10,4,[0. 2. 7. 3.],10000
10,4,[0. 2. 7. 4.],10000
10,4,[0. 2. 7. 5.],10000
10,4,[0. 2. 7. 6.],10000
10,4,[0. 2. 7. 7.],10000
10,4,[0. 2. 7. 8.],10000
10,4,[0. 2. 7. 9.],10000
10,4,[0. 2. 8. 0.],10010
10,4,[0. 2. 8. 1.],10000
10,4,[0. 2. 8. 2.],10000
10,4,[0. 2. 8. 3.],10000
10,4,[0. 2. 8. 4.],10000
10,4,[0. 2. 8. 5.],10000
10,4,[0. 2. 8. 6.],10000
10,4,[0. 2. 8. 7.],10000
10,4,[0. 2. 8. 8.],10000
10,4,[0. 2. 8. 9.],10000
10,4,[0. 2. 9. 0.],10010
10,4,[0. 2. 9. 1.],10000
10,4,[0. 2. 9. 2.],10000
10,4,[0. 2. 9. 3.],10000
10,4,[0. 2. 9. 4.],10000
10,4,[0. 2. 9. 5.],10000
10,4,[0. 2. 9. 6.],10000
10,4,[0. 2. 9. 7.],10000
10,4,[0. 2. 9. 8.],10000
10,4,[0. 2. 9. 9.],10000
10,4,[0. 3. 0. 0.],10110
10,4,[0. 3. 0. 1.],10100
10,4,[0. 3. 0. 2.],10100
10,4,[0. 3. 0. 3.],10100
10,4,[0. 3. 0. 4.],10100
10,4,[0. 3. 0. 5.],10100
10,4,[0. 3. 0. 6.],10100
10,4,[0. 3. 0. 7.],10100
10,4,[0. 3. 0. 8.],10100
10,4,[0. 3. 0. 9.],10100
10,4,[0. 3. 1. 0.],10010
10,4,[0. 3. 1. 1.],10000
10,4,[0. 3. 1. 2.],10000
10,4,[0. 3. 1. 3.],10000
10,4,[0. 3. 1. 4.],10000
10,4,[0. 3. 1. 5.],10000
10,4,[0. 3. 1. 6.],10000
10,4,[0. 3. 1. 7.],10000
10,4,[0. 3. 1. 8.],10000
10,4,[0. 3. 1. 9.],10000
10,4,[0. 3. 2. 0.],10010
10,4,[0. 3. 2. 1.],10000
10,4,[0. 3. 2. 2.],10000
10,4,[0. 3. 2. 3.],10000
10,4,[0. 3. 2. 4.],10000
10,4,[0. 3. 2. 5.],10000
10,4,[0. 3. 2. 6.],10000
10,4,[0. 3. 2. 7.],10000
10,4,[0. 3. 2. 8.],10000
10,4,[0. 3. 2. 9.],10000
10,4,[0. 3. 3. 0.],10010
10,4,[0. 3. 3. 1.],10000
10,4,[0. 3. 3. 2.],10000
10,4,[0. 3. 3. 3.],10000
10,4,[0. 3. 3. 4.],10000
10,4,[0. 3. 3. 5.],10000
10,4,[0. 3. 3. 6.],10000
10,4,[0. 3. 3. 7.],10000
10,4,[0. 3. 3. 8.],10000
10,4,[0. 3. 3. 9.],10000
10,4,[0. 3. 4. 0.],10010
10,4,[0. 3. 4. 1.],10000
10,4,[0. 3. 4. 2.],10000
10,4,[0. 3. 4. 3.],10000
10,4,[0. 3. 4. 4.],10000
10,4,[0. 3. 4. 5.],10000
10,4,[0. 3. 4. 6.],10000
10,4,[0. 3. 4. 7.],10000
10,4,[0. 3. 4. 8.],10000
10,4,[0. 3. 4. 9.],10000
10,4,[0. 3. 5. 0.],10010
10,4,[0. 3. 5. 1.],10000
10,4,[0. 3. 5. 2.],10000
10,4,[0. 3. 5. 3.],10000
10,4,[0. 3. 5. 4.],10000
10,4,[0. 3. 5. 5.],10000
10,4,[0. 3. 5. 6.],10000
10,4,[0. 3. 5. 7.],10000
10,4,[0. 3. 5. 8.],10000
10,4,[0. 3. 5. 9.],10000
10,4,[0. 3. 6. 0.],10010
10,4,[0. 3. 6. 1.],10000
10,4,[0. 3. 6. 2.],10000
10,4,[0. 3. 6. 3.],10000
10,4,[0. 3. 6. 4.],10000
10,4,[0. 3. 6. 5.],10000
10,4,[0. 3. 6. 6.],10000
10,4,[0. 3. 6. 7.],10000
10,4,[0. 3. 6. 8.],10000
10,4,[0. 3. 6. 9.],10000
10,4,[0. 3. 7. 0.],10010
10,4,[0. 3. 7. 1.],10000
10,4,[0. 3. 7. 2.],10000
10,4,[0. 3. 7. 3.],10000
10,4,[0. 3. 7. 4.],10000
10,4,[0. 3. 7. 5.],10000
10,4,[0. 3. 7. 6.],10000
10,4,[0. 3. 7. 7.],10000
10,4,[0. 3. 7. 8.],10000
10,4,[0. 3. 7. 9.],10000
10,4,[0. 3. 8. 0.],10010
10,4,[0. 3. 8. 1.],10000
10,4,[0. 3. 8. 2.],10000
10,4,[0. 3. 8. 3.],10000
10,4,[0. 3. 8. 4.],10000
10,4,[0. 3. 8. 5.],10000
10,4,[0. 3. 8. 6.],10000
10,4,[0. 3. 8. 7.],10000
10,4,[0. 3. 8. 8.],10000
10,4,[0. 3. 8. 9.],10000
10,4,[0. 3. 9. 0.],10010
10,4,[0. 3. 9. 1.],10000
10,4,[0. 3. 9. 2.],10000
10,4,[0. 3. 9. 3.],10000
10,4,[0. 3. 9. 4.],10000
10,4,[0. 3. 9. 5.],10000
10,4,[0. 3. 9. 6.],10000
10,4,[0. 3. 9. 7.],10000
10,4,[0. 3. 9. 8.],10000
10,4,[0. 3. 9. 9.],10000
10,4,[0. 4. 0. 0.],10110
10,4,[0. 4. 0. 1.],10100
10,4,[0. 4. 0. 2.],10100
10,4,[0. 4. 0. 3.],10100
10,4,[0. 4. 0. 4.],10100
10,4,[0. 4. 0. 5.],10100
10,4,[0. 4. 0. 6.],10100
10,4,[0. 4. 0. 7.],10100
10,4,[0. 4. 0. 8.],10100
10,4,[0. 4. 0. 9.],10100
10,4,[0. 4. 1. 0.],10010
10,4,[0. 4. 1. 1.],10000
10,4,[0. 4. 1. 2.],10000
10,4,[0. 4. 1. 3.],10000
10,4,[0. 4. 1. 4.],10000
10,4,[0. 4. 1. 5.],10000
10,4,[0. 4. 1. 6.],10000
10,4,[0. 4. 1. 7.],10000
10,4,[0. 4. 1. 8.],10000
10,4,[0. 4. 1. 9.],10000
10,4,[0. 4. 2. 0.],10010
10,4,[0. 4. 2. 1.],10000
10,4,[0. 4. 2. 2.],10000
10,4,[0. 4. 2. 3.],10000
10,4,[0. 4. 2. 4.],10000
10,4,[0. 4. 2. 5.],10000
10,4,[0. 4. 2. 6.],10000
10,4,[0. 4. 2. 7.],10000
10,4,[0. 4. 2. 8.],10000
10,4,[0. 4. 2. 9.],10000
10,4,[0. 4. 3. 0.],10010
10,4,[0. 4. 3. 1.],10000
10,4,[0. 4. 3. 2.],10000
10,4,[0. 4. 3. 3.],10000
10,4,[0. 4. 3. 4.],10000
10,4,[0. 4. 3. 5.],10000
10,4,[0. 4. 3. 6.],10000
10,4,[0. 4. 3. 7.],10000
10,4,[0. 4. 3. 8.],10000
10,4,[0. 4. 3. 9.],10000
10,4,[0. 4. 4. 0.],10010
10,4,[0. 4. 4. 1.],10000
10,4,[0. 4. 4. 2.],10000
10,4,[0. 4. 4. 3.],10000
10,4,[0. 4. 4. 4.],10000
10,4,[0. 4. 4. 5.],10000
10,4,[0. 4. 4. 6.],10000
10,4,[0. 4. 4. 7.],10000
10,4,[0. 4. 4. 8.],10000
10,4,[0. 4. 4. 9.],10000
10,4,[0. 4. 5. 0.],10010
10,4,[0. 4. 5. 1.],10000
10,4,[0. 4. 5. 2.],10000
10,4,[0. 4. 5. 3.],10000
10,4,[0. 4. 5. 4.],10000
10,4,[0. 4. 5. 5.],10000
10,4,[0. 4. 5. 6.],10000
10,4,[0. 4. 5. 7.],10000
10,4,[0. 4. 5. 8.],10000
10,4,[0. 4. 5. 9.],10000
10,4,[0. 4. 6. 0.],10010
10,4,[0. 4. 6. 1.],10000
10,4,[0. 4. 6. 2.],10000
10,4,[0. 4. 6. 3.],10000
10,4,[0. 4. 6. 4.],10000
10,4,[0. 4. 6. 5.],10000
10,4,[0. 4. 6. 6.],10000
10,4,[0. 4. 6. 7.],10000
10,4,[0. 4. 6. 8.],10000
10,4,[0. 4. 6. 9.],10000
10,4,[0. 4. 7. 0.],10010
10,4,[0. 4. 7. 1.],10000
10,4,[0. 4. 7. 2.],10000
10,4,[0. 4. 7. 3.],10000
10,4,[0. 4. 7. 4.],10000
10,4,[0. 4. 7. 5.],10000
