number_of_characters,length_of_case,absorbing_state,expected_value
5,6,[3. 2. 4. 3. 4. 3.],15755
5,6,[3. 2. 4. 3. 4. 4.],15750
5,6,[3. 2. 4. 4. 0. 0.],15625
5,6,[3. 2. 4. 4. 0. 1.],15625
5,6,[3. 2. 4. 4. 0. 2.],15625
5,6,[3. 2. 4. 4. 0. 3.],15630
5,6,[3. 2. 4. 4. 0. 4.],15625
5,6,[3. 2. 4. 4. 1. 0.],15625
5,6,[3. 2. 4. 4. 1. 1.],15625
5,6,[3. 2. 4. 4. 1. 2.],15625
5,6,[3. 2. 4. 4. 1. 3.],15630
5,6,[3. 2. 4. 4. 1. 4.],15625
5,6,[3. 2. 4. 4. 2. 0.],15625
5,6,[3. 2. 4. 4. 2. 1.],15625
5,6,[3. 2. 4. 4. 2. 2.],15625
5,6,[3. 2. 4. 4. 2. 3.],15630
5,6,[3. 2. 4. 4. 2. 4.],15625
5,6,[3. 2. 4. 4. 3. 0.],15650
5,6,[3. 2. 4. 4. 3. 1.],15650
5,6,[3. 2. 4. 4. 3. 2.],15650
5,6,[3. 2. 4. 4. 3. 3.],15655
5,6,[3. 2. 4. 4. 3. 4.],15650
5,6,[3. 2. 4. 4. 4. 0.],15625
5,6,[3. 2. 4. 4. 4. 1.],15625
5,6,[3. 2. 4. 4. 4. 2.],15625
5,6,[3. 2. 4. 4. 4. 3.],15630
5,6,[3. 2. 4. 4. 4. 4.],15625
5,6,[3. 3. 0. 0. 0. 0.],18750
5,6,[3. 3. 0. 0. 0. 1.],18750
5,6,[3. 3. 0. 0. 0. 2.],18750
5,6,[3. 3. 0. 0. 0. 3.],18755
5,6,[3. 3. 0. 0. 0. 4.],18750
5,6,[3. 3. 0. 0. 1. 0.],18750
5,6,[3. 3. 0. 0. 1. 1.],18750
5,6,[3. 3. 0. 0. 1. 2.],18750
5,6,[3. 3. 0. 0. 1. 3.],18755
5,6,[3. 3. 0. 0. 1. 4.],18750
5,6,[3. 3. 0. 0. 2. 0.],18750
5,6,[3. 3. 0. 0. 2. 1.],18750
5,6,[3. 3. 0. 0. 2. 2.],18750
5,6,[3. 3. 0. 0. 2. 3.],18755
5,6,[3. 3. 0. 0. 2. 4.],18750
5,6,[3. 3. 0. 0. 3. 0.],18775
5,6,[3. 3. 0. 0. 3. 1.],18775
5,6,[3. 3. 0. 0. 3. 2.],18775
5,6,[3. 3. 0. 0. 3. 3.],18780
5,6,[3. 3. 0. 0. 3. 4.],18775
5,6,[3. 3. 0. 0. 4. 0.],18750
5,6,[3. 3. 0. 0. 4. 1.],18750
5,6,[3. 3. 0. 0. 4. 2.],18750
5,6,[3. 3. 0. 0. 4. 3.],18755
5,6,[3. 3. 0. 0. 4. 4.],18750
5,6,[3. 3. 0. 1. 0. 0.],18750
5,6,[3. 3. 0. 1. 0. 1.],18750
5,6,[3. 3. 0. 1. 0. 2.],18750
5,6,[3. 3. 0. 1. 0. 3.],18755
5,6,[3. 3. 0. 1. 0. 4.],18750
5,6,[3. 3. 0. 1. 1. 0.],18750
5,6,[3. 3. 0. 1. 1. 1.],18750
5,6,[3. 3. 0. 1. 1. 2.],18750
5,6,[3. 3. 0. 1. 1. 3.],18755
5,6,[3. 3. 0. 1. 1. 4.],18750
5,6,[3. 3. 0. 1. 2. 0.],18750
5,6,[3. 3. 0. 1. 2. 1.],18750
5,6,[3. 3. 0. 1. 2. 2.],18750
5,6,[3. 3. 0. 1. 2. 3.],18755
5,6,[3. 3. 0. 1. 2. 4.],18750
5,6,[3. 3. 0. 1. 3. 0.],18775
5,6,[3. 3. 0. 1. 3. 1.],18775
5,6,[3. 3. 0. 1. 3. 2.],18775
5,6,[3. 3. 0. 1. 3. 3.],18780
5,6,[3. 3. 0. 1. 3. 4.],18775
5,6,[3. 3. 0. 1. 4. 0.],18750
5,6,[3. 3. 0. 1. 4. 1.],18750
5,6,[3. 3. 0. 1. 4. 2.],18750
5,6,[3. 3. 0. 1. 4. 3.],18755
5,6,[3. 3. 0. 1. 4. 4.],18750
5,6,[3. 3. 0. 2. 0. 0.],18750
5,6,[3. 3. 0. 2. 0. 1.],18750
5,6,[3. 3. 0. 2. 0. 2.],18750
5,6,[3. 3. 0. 2. 0. 3.],18755
5,6,[3. 3. 0. 2. 0. 4.],18750
5,6,[3. 3. 0. 2. 1. 0.],18750
5,6,[3. 3. 0. 2. 1. 1.],18750
5,6,[3. 3. 0. 2. 1. 2.],18750
5,6,[3. 3. 0. 2. 1. 3.],18755
5,6,[3. 3. 0. 2. 1. 4.],18750
5,6,[3. 3. 0. 2. 2. 0.],18750
5,6,[3. 3. 0. 2. 2. 1.],18750
5,6,[3. 3. 0. 2. 2. 2.],18750
5,6,[3. 3. 0. 2. 2. 3.],18755
5,6,[3. 3. 0. 2. 2. 4.],18750
5,6,[3. 3. 0. 2. 3. 0.],18775
5,6,[3. 3. 0. 2. 3. 1.],18775
5,6,[3. 3. 0. 2. 3. 2.],18775
5,6,[3. 3. 0. 2. 3. 3.],18780
5,6,[3. 3. 0. 2. 3. 4.],18775
5,6,[3. 3. 0. 2. 4. 0.],18750
5,6,[3. 3. 0. 2. 4. 1.],18750
5,6,[3. 3. 0. 2. 4. 2.],18750
5,6,[3. 3. 0. 2. 4. 3.],18755
5,6,[3. 3. 0. 2. 4. 4.],18750
5,6,[3. 3. 0. 3. 0. 0.],18875
5,6,[3. 3. 0. 3. 0. 1.],18875
5,6,[3. 3. 0. 3. 0. 2.],18875
5,6,[3. 3. 0. 3. 0. 3.],18880
5,6,[3. 3. 0. 3. 0. 4.],18875
5,6,[3. 3. 0. 3. 1. 0.],18875
5,6,[3. 3. 0. 3. 1. 1.],18875
5,6,[3. 3. 0. 3. 1. 2.],18875
5,6,[3. 3. 0. 3. 1. 3.],18880
5,6,[3. 3. 0. 3. 1. 4.],18875
5,6,[3. 3. 0. 3. 2. 0.],18875
5,6,[3. 3. 0. 3. 2. 1.],18875
5,6,[3. 3. 0. 3. 2. 2.],18875
5,6,[3. 3. 0. 3. 2. 3.],18880
5,6,[3. 3. 0. 3. 2. 4.],18875
5,6,[3. 3. 0. 3. 3. 0.],18900
5,6,[3. 3. 0. 3. 3. 1.],18900
5,6,[3. 3. 0. 3. 3. 2.],18900
5,6,[3. 3. 0. 3. 3. 3.],18905
5,6,[3. 3. 0. 3. 3. 4.],18900
5,6,[3. 3. 0. 3. 4. 0.],18875
5,6,[3. 3. 0. 3. 4. 1.],18875
5,6,[3. 3. 0. 3. 4. 2.],18875
5,6,[3. 3. 0. 3. 4. 3.],18880
5,6,[3. 3. 0. 3. 4. 4.],18875
5,6,[3. 3. 0. 4. 0. 0.],18750
5,6,[3. 3. 0. 4. 0. 1.],18750
5,6,[3. 3. 0. 4. 0. 2.],18750
5,6,[3. 3. 0. 4. 0. 3.],18755
5,6,[3. 3. 0. 4. 0. 4.],18750
5,6,[3. 3. 0. 4. 1. 0.],18750
5,6,[3. 3. 0. 4. 1. 1.],18750
5,6,[3. 3. 0. 4. 1. 2.],18750
5,6,[3. 3. 0. 4. 1. 3.],18755
5,6,[3. 3. 0. 4. 1. 4.],18750
5,6,[3. 3. 0. 4. 2. 0.],18750
5,6,[3. 3. 0. 4. 2. 1.],18750
5,6,[3. 3. 0. 4. 2. 2.],18750
5,6,[3. 3. 0. 4. 2. 3.],18755
5,6,[3. 3. 0. 4. 2. 4.],18750
5,6,[3. 3. 0. 4. 3. 0.],18775
5,6,[3. 3. 0. 4. 3. 1.],18775
5,6,[3. 3. 0. 4. 3. 2.],18775
5,6,[3. 3. 0. 4. 3. 3.],18780
5,6,[3. 3. 0. 4. 3. 4.],18775
5,6,[3. 3. 0. 4. 4. 0.],18750
5,6,[3. 3. 0. 4. 4. 1.],18750
5,6,[3. 3. 0. 4. 4. 2.],18750
5,6,[3. 3. 0. 4. 4. 3.],18755
5,6,[3. 3. 0. 4. 4. 4.],18750
5,6,[3. 3. 1. 0. 0. 0.],18750
5,6,[3. 3. 1. 0. 0. 1.],18750
5,6,[3. 3. 1. 0. 0. 2.],18750
5,6,[3. 3. 1. 0. 0. 3.],18755
5,6,[3. 3. 1. 0. 0. 4.],18750
5,6,[3. 3. 1. 0. 1. 0.],18750
5,6,[3. 3. 1. 0. 1. 1.],18750
5,6,[3. 3. 1. 0. 1. 2.],18750
5,6,[3. 3. 1. 0. 1. 3.],18755
5,6,[3. 3. 1. 0. 1. 4.],18750
5,6,[3. 3. 1. 0. 2. 0.],18750
5,6,[3. 3. 1. 0. 2. 1.],18750
5,6,[3. 3. 1. 0. 2. 2.],18750
5,6,[3. 3. 1. 0. 2. 3.],18755
5,6,[3. 3. 1. 0. 2. 4.],18750
5,6,[3. 3. 1. 0. 3. 0.],18775
5,6,[3. 3. 1. 0. 3. 1.],18775
5,6,[3. 3. 1. 0. 3. 2.],18775
5,6,[3. 3. 1. 0. 3. 3.],18780
5,6,[3. 3. 1. 0. 3. 4.],18775
5,6,[3. 3. 1. 0. 4. 0.],18750
5,6,[3. 3. 1. 0. 4. 1.],18750
5,6,[3. 3. 1. 0. 4. 2.],18750
5,6,[3. 3. 1. 0. 4. 3.],18755
5,6,[3. 3. 1. 0. 4. 4.],18750
5,6,[3. 3. 1. 1. 0. 0.],18750
5,6,[3. 3. 1. 1. 0. 1.],18750
5,6,[3. 3. 1. 1. 0. 2.],18750
5,6,[3. 3. 1. 1. 0. 3.],18755
5,6,[3. 3. 1. 1. 0. 4.],18750
5,6,[3. 3. 1. 1. 1. 0.],18750
5,6,[3. 3. 1. 1. 1. 1.],18750
5,6,[3. 3. 1. 1. 1. 2.],18750
5,6,[3. 3. 1. 1. 1. 3.],18755
5,6,[3. 3. 1. 1. 1. 4.],18750
5,6,[3. 3. 1. 1. 2. 0.],18750
5,6,[3. 3. 1. 1. 2. 1.],18750
5,6,[3. 3. 1. 1. 2. 2.],18750
5,6,[3. 3. 1. 1. 2. 3.],18755
5,6,[3. 3. 1. 1. 2. 4.],18750
5,6,[3. 3. 1. 1. 3. 0.],18775
5,6,[3. 3. 1. 1. 3. 1.],18775
5,6,[3. 3. 1. 1. 3. 2.],18775
5,6,[3. 3. 1. 1. 3. 3.],18780
5,6,[3. 3. 1. 1. 3. 4.],18775
5,6,[3. 3. 1. 1. 4. 0.],18750
5,6,[3. 3. 1. 1. 4. 1.],18750
5,6,[3. 3. 1. 1. 4. 2.],18750
5,6,[3. 3. 1. 1. 4. 3.],18755
5,6,[3. 3. 1. 1. 4. 4.],18750
5,6,[3. 3. 1. 2. 0. 0.],18750
5,6,[3. 3. 1. 2. 0. 1.],18750
5,6,[3. 3. 1. 2. 0. 2.],18750
5,6,[3. 3. 1. 2. 0. 3.],18755
5,6,[3. 3. 1. 2. 0. 4.],18750
5,6,[3. 3. 1. 2. 1. 0.],18750
5,6,[3. 3. 1. 2. 1. 1.],18750
5,6,[3. 3. 1. 2. 1. 2.],18750
5,6,[3. 3. 1. 2. 1. 3.],18755
5,6,[3. 3. 1. 2. 1. 4.],18750
5,6,[3. 3. 1. 2. 2. 0.],18750
5,6,[3. 3. 1. 2. 2. 1.],18750
5,6,[3. 3. 1. 2. 2. 2.],18750
5,6,[3. 3. 1. 2. 2. 3.],18755
5,6,[3. 3. 1. 2. 2. 4.],18750
5,6,[3. 3. 1. 2. 3. 0.],18775
5,6,[3. 3. 1. 2. 3. 1.],18775
5,6,[3. 3. 1. 2. 3. 2.],18775
5,6,[3. 3. 1. 2. 3. 3.],18780
5,6,[3. 3. 1. 2. 3. 4.],18775
5,6,[3. 3. 1. 2. 4. 0.],18750
5,6,[3. 3. 1. 2. 4. 1.],18750
5,6,[3. 3. 1. 2. 4. 2.],18750
5,6,[3. 3. 1. 2. 4. 3.],18755
5,6,[3. 3. 1. 2. 4. 4.],18750
5,6,[3. 3. 1. 3. 0. 0.],18875
5,6,[3. 3. 1. 3. 0. 1.],18875
5,6,[3. 3. 1. 3. 0. 2.],18875
5,6,[3. 3. 1. 3. 0. 3.],18880
5,6,[3. 3. 1. 3. 0. 4.],18875
5,6,[3. 3. 1. 3. 1. 0.],18875
5,6,[3. 3. 1. 3. 1. 1.],18875
5,6,[3. 3. 1. 3. 1. 2.],18875
5,6,[3. 3. 1. 3. 1. 3.],18880
5,6,[3. 3. 1. 3. 1. 4.],18875
5,6,[3. 3. 1. 3. 2. 0.],18875
5,6,[3. 3. 1. 3. 2. 1.],18875
5,6,[3. 3. 1. 3. 2. 2.],18875
5,6,[3. 3. 1. 3. 2. 3.],18880
5,6,[3. 3. 1. 3. 2. 4.],18875
5,6,[3. 3. 1. 3. 3. 0.],18900
5,6,[3. 3. 1. 3. 3. 1.],18900
5,6,[3. 3. 1. 3. 3. 2.],18900
5,6,[3. 3. 1. 3. 3. 3.],18905
5,6,[3. 3. 1. 3. 3. 4.],18900
5,6,[3. 3. 1. 3. 4. 0.],18875
5,6,[3. 3. 1. 3. 4. 1.],18875
5,6,[3. 3. 1. 3. 4. 2.],18875
5,6,[3. 3. 1. 3. 4. 3.],18880
5,6,[3. 3. 1. 3. 4. 4.],18875
5,6,[3. 3. 1. 4. 0. 0.],18750
5,6,[3. 3. 1. 4. 0. 1.],18750
5,6,[3. 3. 1. 4. 0. 2.],18750
5,6,[3. 3. 1. 4. 0. 3.],18755
5,6,[3. 3. 1. 4. 0. 4.],18750
5,6,[3. 3. 1. 4. 1. 0.],18750
5,6,[3. 3. 1. 4. 1. 1.],18750
5,6,[3. 3. 1. 4. 1. 2.],18750
5,6,[3. 3. 1. 4. 1. 3.],18755
5,6,[3. 3. 1. 4. 1. 4.],18750
5,6,[3. 3. 1. 4. 2. 0.],18750
5,6,[3. 3. 1. 4. 2. 1.],18750
5,6,[3. 3. 1. 4. 2. 2.],18750
5,6,[3. 3. 1. 4. 2. 3.],18755
5,6,[3. 3. 1. 4. 2. 4.],18750
5,6,[3. 3. 1. 4. 3. 0.],18775
5,6,[3. 3. 1. 4. 3. 1.],18775
5,6,[3. 3. 1. 4. 3. 2.],18775
5,6,[3. 3. 1. 4. 3. 3.],18780
5,6,[3. 3. 1. 4. 3. 4.],18775
5,6,[3. 3. 1. 4. 4. 0.],18750
5,6,[3. 3. 1. 4. 4. 1.],18750
5,6,[3. 3. 1. 4. 4. 2.],18750
5,6,[3. 3. 1. 4. 4. 3.],18755
5,6,[3. 3. 1. 4. 4. 4.],18750
5,6,[3. 3. 2. 0. 0. 0.],18750
5,6,[3. 3. 2. 0. 0. 1.],18750
5,6,[3. 3. 2. 0. 0. 2.],18750
5,6,[3. 3. 2. 0. 0. 3.],18755
5,6,[3. 3. 2. 0. 0. 4.],18750
5,6,[3. 3. 2. 0. 1. 0.],18750
5,6,[3. 3. 2. 0. 1. 1.],18750
5,6,[3. 3. 2. 0. 1. 2.],18750
5,6,[3. 3. 2. 0. 1. 3.],18755
5,6,[3. 3. 2. 0. 1. 4.],18750
5,6,[3. 3. 2. 0. 2. 0.],18750
5,6,[3. 3. 2. 0. 2. 1.],18750
5,6,[3. 3. 2. 0. 2. 2.],18750
5,6,[3. 3. 2. 0. 2. 3.],18755
5,6,[3. 3. 2. 0. 2. 4.],18750
5,6,[3. 3. 2. 0. 3. 0.],18775
5,6,[3. 3. 2. 0. 3. 1.],18775
5,6,[3. 3. 2. 0. 3. 2.],18775
5,6,[3. 3. 2. 0. 3. 3.],18780
5,6,[3. 3. 2. 0. 3. 4.],18775
5,6,[3. 3. 2. 0. 4. 0.],18750
5,6,[3. 3. 2. 0. 4. 1.],18750
5,6,[3. 3. 2. 0. 4. 2.],18750
5,6,[3. 3. 2. 0. 4. 3.],18755
5,6,[3. 3. 2. 0. 4. 4.],18750
5,6,[3. 3. 2. 1. 0. 0.],18750
5,6,[3. 3. 2. 1. 0. 1.],18750
5,6,[3. 3. 2. 1. 0. 2.],18750
5,6,[3. 3. 2. 1. 0. 3.],18755
5,6,[3. 3. 2. 1. 0. 4.],18750
5,6,[3. 3. 2. 1. 1. 0.],18750
5,6,[3. 3. 2. 1. 1. 1.],18750
5,6,[3. 3. 2. 1. 1. 2.],18750
5,6,[3. 3. 2. 1. 1. 3.],18755
5,6,[3. 3. 2. 1. 1. 4.],18750
5,6,[3. 3. 2. 1. 2. 0.],18750
5,6,[3. 3. 2. 1. 2. 1.],18750
5,6,[3. 3. 2. 1. 2. 2.],18750
5,6,[3. 3. 2. 1. 2. 3.],18755
5,6,[3. 3. 2. 1. 2. 4.],18750
5,6,[3. 3. 2. 1. 3. 0.],18775
5,6,[3. 3. 2. 1. 3. 1.],18775
5,6,[3. 3. 2. 1. 3. 2.],18775
5,6,[3. 3. 2. 1. 3. 3.],18780
5,6,[3. 3. 2. 1. 3. 4.],18775
5,6,[3. 3. 2. 1. 4. 0.],18750
5,6,[3. 3. 2. 1. 4. 1.],18750
5,6,[3. 3. 2. 1. 4. 2.],18750
5,6,[3. 3. 2. 1. 4. 3.],18755
5,6,[3. 3. 2. 1. 4. 4.],18750
5,6,[3. 3. 2. 2. 0. 0.],18750
5,6,[3. 3. 2. 2. 0. 1.],18750
5,6,[3. 3. 2. 2. 0. 2.],18750
5,6,[3. 3. 2. 2. 0. 3.],18755
5,6,[3. 3. 2. 2. 0. 4.],18750
5,6,[3. 3. 2. 2. 1. 0.],18750
5,6,[3. 3. 2. 2. 1. 1.],18750
5,6,[3. 3. 2. 2. 1. 2.],18750
5,6,[3. 3. 2. 2. 1. 3.],18755
5,6,[3. 3. 2. 2. 1. 4.],18750
5,6,[3. 3. 2. 2. 2. 0.],18750
5,6,[3. 3. 2. 2. 2. 1.],18750
5,6,[3. 3. 2. 2. 2. 2.],18750
5,6,[3. 3. 2. 2. 2. 3.],18755
5,6,[3. 3. 2. 2. 2. 4.],18750
5,6,[3. 3. 2. 2. 3. 0.],18775
5,6,[3. 3. 2. 2. 3. 1.],18775
5,6,[3. 3. 2. 2. 3. 2.],18775
5,6,[3. 3. 2. 2. 3. 3.],18780
5,6,[3. 3. 2. 2. 3. 4.],18775
5,6,[3. 3. 2. 2. 4. 0.],18750
5,6,[3. 3. 2. 2. 4. 1.],18750
5,6,[3. 3. 2. 2. 4. 2.],18750
5,6,[3. 3. 2. 2. 4. 3.],18755
5,6,[3. 3. 2. 2. 4. 4.],18750
5,6,[3. 3. 2. 3. 0. 0.],18875
5,6,[3. 3. 2. 3. 0. 1.],18875
5,6,[3. 3. 2. 3. 0. 2.],18875
5,6,[3. 3. 2. 3. 0. 3.],18880
5,6,[3. 3. 2. 3. 0. 4.],18875
5,6,[3. 3. 2. 3. 1. 0.],18875
5,6,[3. 3. 2. 3. 1. 1.],18875
5,6,[3. 3. 2. 3. 1. 2.],18875
5,6,[3. 3. 2. 3. 1. 3.],18880
5,6,[3. 3. 2. 3. 1. 4.],18875
5,6,[3. 3. 2. 3. 2. 0.],18875
5,6,[3. 3. 2. 3. 2. 1.],18875
5,6,[3. 3. 2. 3. 2. 2.],18875
5,6,[3. 3. 2. 3. 2. 3.],18880
5,6,[3. 3. 2. 3. 2. 4.],18875
5,6,[3. 3. 2. 3. 3. 0.],18900
5,6,[3. 3. 2. 3. 3. 1.],18900
5,6,[3. 3. 2. 3. 3. 2.],18900
5,6,[3. 3. 2. 3. 3. 3.],18905
5,6,[3. 3. 2. 3. 3. 4.],18900
5,6,[3. 3. 2. 3. 4. 0.],18875
5,6,[3. 3. 2. 3. 4. 1.],18875
5,6,[3. 3. 2. 3. 4. 2.],18875
5,6,[3. 3. 2. 3. 4. 3.],18880
5,6,[3. 3. 2. 3. 4. 4.],18875
5,6,[3. 3. 2. 4. 0. 0.],18750
5,6,[3. 3. 2. 4. 0. 1.],18750
5,6,[3. 3. 2. 4. 0. 2.],18750
5,6,[3. 3. 2. 4. 0. 3.],18755
5,6,[3. 3. 2. 4. 0. 4.],18750
5,6,[3. 3. 2. 4. 1. 0.],18750
5,6,[3. 3. 2. 4. 1. 1.],18750
5,6,[3. 3. 2. 4. 1. 2.],18750
5,6,[3. 3. 2. 4. 1. 3.],18755
5,6,[3. 3. 2. 4. 1. 4.],18750
5,6,[3. 3. 2. 4. 2. 0.],18750
5,6,[3. 3. 2. 4. 2. 1.],18750
5,6,[3. 3. 2. 4. 2. 2.],18750
5,6,[3. 3. 2. 4. 2. 3.],18755
5,6,[3. 3. 2. 4. 2. 4.],18750
5,6,[3. 3. 2. 4. 3. 0.],18775
5,6,[3. 3. 2. 4. 3. 1.],18775
5,6,[3. 3. 2. 4. 3. 2.],18775
5,6,[3. 3. 2. 4. 3. 3.],18780
5,6,[3. 3. 2. 4. 3. 4.],18775
5,6,[3. 3. 2. 4. 4. 0.],18750
5,6,[3. 3. 2. 4. 4. 1.],18750
5,6,[3. 3. 2. 4. 4. 2.],18750
5,6,[3. 3. 2. 4. 4. 3.],18755
5,6,[3. 3. 2. 4. 4. 4.],18750
5,6,[3. 3. 3. 0. 0. 0.],19375
5,6,[3. 3. 3. 0. 0. 1.],19375
5,6,[3. 3. 3. 0. 0. 2.],19375
5,6,[3. 3. 3. 0. 0. 3.],19380
5,6,[3. 3. 3. 0. 0. 4.],19375
5,6,[3. 3. 3. 0. 1. 0.],19375
5,6,[3. 3. 3. 0. 1. 1.],19375
5,6,[3. 3. 3. 0. 1. 2.],19375
5,6,[3. 3. 3. 0. 1. 3.],19380
5,6,[3. 3. 3. 0. 1. 4.],19375
5,6,[3. 3. 3. 0. 2. 0.],19375
5,6,[3. 3. 3. 0. 2. 1.],19375
5,6,[3. 3. 3. 0. 2. 2.],19375
5,6,[3. 3. 3. 0. 2. 3.],19380
5,6,[3. 3. 3. 0. 2. 4.],19375
5,6,[3. 3. 3. 0. 3. 0.],19400
5,6,[3. 3. 3. 0. 3. 1.],19400
5,6,[3. 3. 3. 0. 3. 2.],19400
5,6,[3. 3. 3. 0. 3. 3.],19405
5,6,[3. 3. 3. 0. 3. 4.],19400
5,6,[3. 3. 3. 0. 4. 0.],19375
5,6,[3. 3. 3. 0. 4. 1.],19375
5,6,[3. 3. 3. 0. 4. 2.],19375
5,6,[3. 3. 3. 0. 4. 3.],19380
5,6,[3. 3. 3. 0. 4. 4.],19375
5,6,[3. 3. 3. 1. 0. 0.],19375
5,6,[3. 3. 3. 1. 0. 1.],19375
5,6,[3. 3. 3. 1. 0. 2.],19375
5,6,[3. 3. 3. 1. 0. 3.],19380
5,6,[3. 3. 3. 1. 0. 4.],19375
5,6,[3. 3. 3. 1. 1. 0.],19375
5,6,[3. 3. 3. 1. 1. 1.],19375
5,6,[3. 3. 3. 1. 1. 2.],19375
5,6,[3. 3. 3. 1. 1. 3.],19380
5,6,[3. 3. 3. 1. 1. 4.],19375
5,6,[3. 3. 3. 1. 2. 0.],19375
5,6,[3. 3. 3. 1. 2. 1.],19375
5,6,[3. 3. 3. 1. 2. 2.],19375
5,6,[3. 3. 3. 1. 2. 3.],19380
5,6,[3. 3. 3. 1. 2. 4.],19375
5,6,[3. 3. 3. 1. 3. 0.],19400
5,6,[3. 3. 3. 1. 3. 1.],19400
5,6,[3. 3. 3. 1. 3. 2.],19400
5,6,[3. 3. 3. 1. 3. 3.],19405
5,6,[3. 3. 3. 1. 3. 4.],19400
5,6,[3. 3. 3. 1. 4. 0.],19375
5,6,[3. 3. 3. 1. 4. 1.],19375
5,6,[3. 3. 3. 1. 4. 2.],19375
5,6,[3. 3. 3. 1. 4. 3.],19380
5,6,[3. 3. 3. 1. 4. 4.],19375
5,6,[3. 3. 3. 2. 0. 0.],19375
5,6,[3. 3. 3. 2. 0. 1.],19375
5,6,[3. 3. 3. 2. 0. 2.],19375
5,6,[3. 3. 3. 2. 0. 3.],19380
5,6,[3. 3. 3. 2. 0. 4.],19375
5,6,[3. 3. 3. 2. 1. 0.],19375
5,6,[3. 3. 3. 2. 1. 1.],19375
5,6,[3. 3. 3. 2. 1. 2.],19375
5,6,[3. 3. 3. 2. 1. 3.],19380
5,6,[3. 3. 3. 2. 1. 4.],19375
5,6,[3. 3. 3. 2. 2. 0.],19375
5,6,[3. 3. 3. 2. 2. 1.],19375
5,6,[3. 3. 3. 2. 2. 2.],19375
5,6,[3. 3. 3. 2. 2. 3.],19380
5,6,[3. 3. 3. 2. 2. 4.],19375
5,6,[3. 3. 3. 2. 3. 0.],19400
5,6,[3. 3. 3. 2. 3. 1.],19400
5,6,[3. 3. 3. 2. 3. 2.],19400
5,6,[3. 3. 3. 2. 3. 3.],19405
5,6,[3. 3. 3. 2. 3. 4.],19400
5,6,[3. 3. 3. 2. 4. 0.],19375
5,6,[3. 3. 3. 2. 4. 1.],19375
5,6,[3. 3. 3. 2. 4. 2.],19375
5,6,[3. 3. 3. 2. 4. 3.],19380
5,6,[3. 3. 3. 2. 4. 4.],19375
5,6,[3. 3. 3. 3. 0. 0.],19500
5,6,[3. 3. 3. 3. 0. 1.],19500
5,6,[3. 3. 3. 3. 0. 2.],19500
5,6,[3. 3. 3. 3. 0. 3.],19505
5,6,[3. 3. 3. 3. 0. 4.],19500
5,6,[3. 3. 3. 3. 1. 0.],19500
5,6,[3. 3. 3. 3. 1. 1.],19500
5,6,[3. 3. 3. 3. 1. 2.],19500
5,6,[3. 3. 3. 3. 1. 3.],19505
5,6,[3. 3. 3. 3. 1. 4.],19500
5,6,[3. 3. 3. 3. 2. 0.],19500
5,6,[3. 3. 3. 3. 2. 1.],19500
5,6,[3. 3. 3. 3. 2. 2.],19500
5,6,[3. 3. 3. 3. 2. 3.],19505
5,6,[3. 3. 3. 3. 2. 4.],19500
5,6,[3. 3. 3. 3. 3. 0.],19525
5,6,[3. 3. 3. 3. 3. 1.],19525
5,6,[3. 3. 3. 3. 3. 2.],19525
5,6,[3. 3. 3. 3. 3. 3.],19530
5,6,[3. 3. 3. 3. 3. 4.],19525
5,6,[3. 3. 3. 3. 4. 0.],19500
5,6,[3. 3. 3. 3. 4. 1.],19500
5,6,[3. 3. 3. 3. 4. 2.],19500
5,6,[3. 3. 3. 3. 4. 3.],19505
5,6,[3. 3. 3. 3. 4. 4.],19500
5,6,[3. 3. 3. 4. 0. 0.],19375
5,6,[3. 3. 3. 4. 0. 1.],19375
5,6,[3. 3. 3. 4. 0. 2.],19375
5,6,[3. 3. 3. 4. 0. 3.],19380
5,6,[3. 3. 3. 4. 0. 4.],19375
5,6,[3. 3. 3. 4. 1. 0.],19375
5,6,[3. 3. 3. 4. 1. 1.],19375
5,6,[3. 3. 3. 4. 1. 2.],19375
5,6,[3. 3. 3. 4. 1. 3.],19380
5,6,[3. 3. 3. 4. 1. 4.],19375
5,6,[3. 3. 3. 4. 2. 0.],19375
5,6,[3. 3. 3. 4. 2. 1.],19375
5,6,[3. 3. 3. 4. 2. 2.],19375
5,6,[3. 3. 3. 4. 2. 3.],19380
5,6,[3. 3. 3. 4. 2. 4.],19375
5,6,[3. 3. 3. 4. 3. 0.],19400
5,6,[3. 3. 3. 4. 3. 1.],19400
5,6,[3. 3. 3. 4. 3. 2.],19400
5,6,[3. 3. 3. 4. 3. 3.],19405
5,6,[3. 3. 3. 4. 3. 4.],19400
5,6,[3. 3. 3. 4. 4. 0.],19375
5,6,[3. 3. 3. 4. 4. 1.],19375
5,6,[3. 3. 3. 4. 4. 2.],19375
5,6,[3. 3. 3. 4. 4. 3.],19380
5,6,[3. 3. 3. 4. 4. 4.],19375
5,6,[3. 3. 4. 0. 0. 0.],18750
5,6,[3. 3. 4. 0. 0. 1.],18750
5,6,[3. 3. 4. 0. 0. 2.],18750
5,6,[3. 3. 4. 0. 0. 3.],18755
5,6,[3. 3. 4. 0. 0. 4.],18750
5,6,[3. 3. 4. 0. 1. 0.],18750
5,6,[3. 3. 4. 0. 1. 1.],18750
5,6,[3. 3. 4. 0. 1. 2.],18750
5,6,[3. 3. 4. 0. 1. 3.],18755
5,6,[3. 3. 4. 0. 1. 4.],18750
