number_of_characters,length_of_case,absorbing_state,expected_value
3,6,[0. 1. 2. 0. 0. 1.],765
3,6,[0. 1. 2. 0. 0. 2.],765
3,6,[0. 1. 2. 0. 1. 0.],759
3,6,[0. 1. 2. 0. 1. 1.],756
3,6,[0. 1. 2. 0. 1. 2.],756
3,6,[0. 1. 2. 0. 2. 0.],759
3,6,[0. 1. 2. 0. 2. 1.],756
3,6,[0. 1. 2. 0. 2. 2.],756
3,6,[0. 1. 2. 1. 0. 0.],741
3,6,[0. 1. 2. 1. 0. 1.],738
3,6,[0. 1. 2. 1. 0. 2.],738
3,6,[0. 1. 2. 1. 1. 0.],732
3,6,[0. 1. 2. 1. 1. 1.],729
3,6,[0. 1. 2. 1. 1. 2.],729
3,6,[0. 1. 2. 1. 2. 0.],732
3,6,[0. 1. 2. 1. 2. 1.],729
3,6,[0. 1. 2. 1. 2. 2.],729
3,6,[0. 1. 2. 2. 0. 0.],741
3,6,[0. 1. 2. 2. 0. 1.],738
3,6,[0. 1. 2. 2. 0. 2.],738
3,6,[0. 1. 2. 2. 1. 0.],732
3,6,[0. 1. 2. 2. 1. 1.],729
3,6,[0. 1. 2. 2. 1. 2.],729
3,6,[0. 1. 2. 2. 2. 0.],732
3,6,[0. 1. 2. 2. 2. 1.],729
3,6,[0. 1. 2. 2. 2. 2.],729
3,6,[0. 2. 0. 0. 0. 0.],849
3,6,[0. 2. 0. 0. 0. 1.],846
3,6,[0. 2. 0. 0. 0. 2.],846
3,6,[0. 2. 0. 0. 1. 0.],840
3,6,[0. 2. 0. 0. 1. 1.],837
3,6,[0. 2. 0. 0. 1. 2.],837
3,6,[0. 2. 0. 0. 2. 0.],840
3,6,[0. 2. 0. 0. 2. 1.],837
3,6,[0. 2. 0. 0. 2. 2.],837
3,6,[0. 2. 0. 1. 0. 0.],822
3,6,[0. 2. 0. 1. 0. 1.],819
3,6,[0. 2. 0. 1. 0. 2.],819
3,6,[0. 2. 0. 1. 1. 0.],813
3,6,[0. 2. 0. 1. 1. 1.],810
3,6,[0. 2. 0. 1. 1. 2.],810
3,6,[0. 2. 0. 1. 2. 0.],813
3,6,[0. 2. 0. 1. 2. 1.],810
3,6,[0. 2. 0. 1. 2. 2.],810
3,6,[0. 2. 0. 2. 0. 0.],822
3,6,[0. 2. 0. 2. 0. 1.],819
3,6,[0. 2. 0. 2. 0. 2.],819
3,6,[0. 2. 0. 2. 1. 0.],813
3,6,[0. 2. 0. 2. 1. 1.],810
3,6,[0. 2. 0. 2. 1. 2.],810
3,6,[0. 2. 0. 2. 2. 0.],813
3,6,[0. 2. 0. 2. 2. 1.],810
3,6,[0. 2. 0. 2. 2. 2.],810
3,6,[0. 2. 1. 0. 0. 0.],768
3,6,[0. 2. 1. 0. 0. 1.],765
3,6,[0. 2. 1. 0. 0. 2.],765
3,6,[0. 2. 1. 0. 1. 0.],759
3,6,[0. 2. 1. 0. 1. 1.],756
3,6,[0. 2. 1. 0. 1. 2.],756
3,6,[0. 2. 1. 0. 2. 0.],759
3,6,[0. 2. 1. 0. 2. 1.],756
3,6,[0. 2. 1. 0. 2. 2.],756
3,6,[0. 2. 1. 1. 0. 0.],741
3,6,[0. 2. 1. 1. 0. 1.],738
3,6,[0. 2. 1. 1. 0. 2.],738
3,6,[0. 2. 1. 1. 1. 0.],732
3,6,[0. 2. 1. 1. 1. 1.],729
3,6,[0. 2. 1. 1. 1. 2.],729
3,6,[0. 2. 1. 1. 2. 0.],732
3,6,[0. 2. 1. 1. 2. 1.],729
3,6,[0. 2. 1. 1. 2. 2.],729
3,6,[0. 2. 1. 2. 0. 0.],741
3,6,[0. 2. 1. 2. 0. 1.],738
3,6,[0. 2. 1. 2. 0. 2.],738
3,6,[0. 2. 1. 2. 1. 0.],732
3,6,[0. 2. 1. 2. 1. 1.],729
3,6,[0. 2. 1. 2. 1. 2.],729
3,6,[0. 2. 1. 2. 2. 0.],732
3,6,[0. 2. 1. 2. 2. 1.],729
3,6,[0. 2. 1. 2. 2. 2.],729
3,6,[0. 2. 2. 0. 0. 0.],768
3,6,[0. 2. 2. 0. 0. 1.],765
3,6,[0. 2. 2. 0. 0. 2.],765
3,6,[0. 2. 2. 0. 1. 0.],759
3,6,[0. 2. 2. 0. 1. 1.],756
3,6,[0. 2. 2. 0. 1. 2.],756
3,6,[0. 2. 2. 0. 2. 0.],759
3,6,[0. 2. 2. 0. 2. 1.],756
3,6,[0. 2. 2. 0. 2. 2.],756
3,6,[0. 2. 2. 1. 0. 0.],741
3,6,[0. 2. 2. 1. 0. 1.],738
3,6,[0. 2. 2. 1. 0. 2.],738
3,6,[0. 2. 2. 1. 1. 0.],732
3,6,[0. 2. 2. 1. 1. 1.],729
3,6,[0. 2. 2. 1. 1. 2.],729
3,6,[0. 2. 2. 1. 2. 0.],732
3,6,[0. 2. 2. 1. 2. 1.],729
3,6,[0. 2. 2. 1. 2. 2.],729
3,6,[0. 2. 2. 2. 0. 0.],741
3,6,[0. 2. 2. 2. 0. 1.],738
3,6,[0. 2. 2. 2. 0. 2.],738
3,6,[0. 2. 2. 2. 1. 0.],732
3,6,[0. 2. 2. 2. 1. 1.],729
3,6,[0. 2. 2. 2. 1. 2.],729
3,6,[0. 2. 2. 2. 2. 0.],732
3,6,[0. 2. 2. 2. 2. 1.],729
3,6,[0. 2. 2. 2. 2. 2.],729
3,6,[1. 0. 0. 0. 0. 0.],729
3,6,[1. 0. 0. 0. 0. 1.],732
3,6,[1. 0. 0. 0. 0. 2.],729
3,6,[1. 0. 0. 0. 1. 0.],738
3,6,[1. 0. 0. 0. 1. 1.],741
3,6,[1. 0. 0. 0. 1. 2.],738
3,6,[1. 0. 0. 0. 2. 0.],729
3,6,[1. 0. 0. 0. 2. 1.],732
3,6,[1. 0. 0. 0. 2. 2.],729
3,6,[1. 0. 0. 1. 0. 0.],756
3,6,[1. 0. 0. 1. 0. 1.],759
3,6,[1. 0. 0. 1. 0. 2.],756
3,6,[1. 0. 0. 1. 1. 0.],765
3,6,[1. 0. 0. 1. 1. 1.],768
3,6,[1. 0. 0. 1. 1. 2.],765
3,6,[1. 0. 0. 1. 2. 0.],756
3,6,[1. 0. 0. 1. 2. 1.],759
3,6,[1. 0. 0. 1. 2. 2.],756
3,6,[1. 0. 0. 2. 0. 0.],729
3,6,[1. 0. 0. 2. 0. 1.],732
3,6,[1. 0. 0. 2. 0. 2.],729
3,6,[1. 0. 0. 2. 1. 0.],738
3,6,[1. 0. 0. 2. 1. 1.],741
3,6,[1. 0. 0. 2. 1. 2.],738
3,6,[1. 0. 0. 2. 2. 0.],729
3,6,[1. 0. 0. 2. 2. 1.],732
3,6,[1. 0. 0. 2. 2. 2.],729
3,6,[1. 0. 1. 0. 0. 0.],810
3,6,[1. 0. 1. 0. 0. 1.],813
3,6,[1. 0. 1. 0. 0. 2.],810
3,6,[1. 0. 1. 0. 1. 0.],819
3,6,[1. 0. 1. 0. 1. 1.],822
3,6,[1. 0. 1. 0. 1. 2.],819
3,6,[1. 0. 1. 0. 2. 0.],810
3,6,[1. 0. 1. 0. 2. 1.],813
3,6,[1. 0. 1. 0. 2. 2.],810
3,6,[1. 0. 1. 1. 0. 0.],837
3,6,[1. 0. 1. 1. 0. 1.],840
3,6,[1. 0. 1. 1. 0. 2.],837
3,6,[1. 0. 1. 1. 1. 0.],846
3,6,[1. 0. 1. 1. 1. 1.],849
3,6,[1. 0. 1. 1. 1. 2.],846
3,6,[1. 0. 1. 1. 2. 0.],837
3,6,[1. 0. 1. 1. 2. 1.],840
3,6,[1. 0. 1. 1. 2. 2.],837
3,6,[1. 0. 1. 2. 0. 0.],810
3,6,[1. 0. 1. 2. 0. 1.],813
3,6,[1. 0. 1. 2. 0. 2.],810
3,6,[1. 0. 1. 2. 1. 0.],819
3,6,[1. 0. 1. 2. 1. 1.],822
3,6,[1. 0. 1. 2. 1. 2.],819
3,6,[1. 0. 1. 2. 2. 0.],810
3,6,[1. 0. 1. 2. 2. 1.],813
3,6,[1. 0. 1. 2. 2. 2.],810
3,6,[1. 0. 2. 0. 0. 0.],729
3,6,[1. 0. 2. 0. 0. 1.],732
3,6,[1. 0. 2. 0. 0. 2.],729
3,6,[1. 0. 2. 0. 1. 0.],738
3,6,[1. 0. 2. 0. 1. 1.],741
3,6,[1. 0. 2. 0. 1. 2.],738
3,6,[1. 0. 2. 0. 2. 0.],729
3,6,[1. 0. 2. 0. 2. 1.],732
3,6,[1. 0. 2. 0. 2. 2.],729
3,6,[1. 0. 2. 1. 0. 0.],756
3,6,[1. 0. 2. 1. 0. 1.],759
3,6,[1. 0. 2. 1. 0. 2.],756
3,6,[1. 0. 2. 1. 1. 0.],765
3,6,[1. 0. 2. 1. 1. 1.],768
3,6,[1. 0. 2. 1. 1. 2.],765
3,6,[1. 0. 2. 1. 2. 0.],756
3,6,[1. 0. 2. 1. 2. 1.],759
3,6,[1. 0. 2. 1. 2. 2.],756
3,6,[1. 0. 2. 2. 0. 0.],729
3,6,[1. 0. 2. 2. 0. 1.],732
3,6,[1. 0. 2. 2. 0. 2.],729
3,6,[1. 0. 2. 2. 1. 0.],738
3,6,[1. 0. 2. 2. 1. 1.],741
3,6,[1. 0. 2. 2. 1. 2.],738
3,6,[1. 0. 2. 2. 2. 0.],729
3,6,[1. 0. 2. 2. 2. 1.],732
3,6,[1. 0. 2. 2. 2. 2.],729
3,6,[1. 1. 0. 0. 0. 0.],972
3,6,[1. 1. 0. 0. 0. 1.],975
3,6,[1. 1. 0. 0. 0. 2.],972
3,6,[1. 1. 0. 0. 1. 0.],981
3,6,[1. 1. 0. 0. 1. 1.],984
3,6,[1. 1. 0. 0. 1. 2.],981
3,6,[1. 1. 0. 0. 2. 0.],972
3,6,[1. 1. 0. 0. 2. 1.],975
3,6,[1. 1. 0. 0. 2. 2.],972
3,6,[1. 1. 0. 1. 0. 0.],999
3,6,[1. 1. 0. 1. 0. 1.],1002
3,6,[1. 1. 0. 1. 0. 2.],999
3,6,[1. 1. 0. 1. 1. 0.],1008
3,6,[1. 1. 0. 1. 1. 1.],1011
3,6,[1. 1. 0. 1. 1. 2.],1008
3,6,[1. 1. 0. 1. 2. 0.],999
3,6,[1. 1. 0. 1. 2. 1.],1002
3,6,[1. 1. 0. 1. 2. 2.],999
3,6,[1. 1. 0. 2. 0. 0.],972
3,6,[1. 1. 0. 2. 0. 1.],975
3,6,[1. 1. 0. 2. 0. 2.],972
3,6,[1. 1. 0. 2. 1. 0.],981
3,6,[1. 1. 0. 2. 1. 1.],984
3,6,[1. 1. 0. 2. 1. 2.],981
3,6,[1. 1. 0. 2. 2. 0.],972
3,6,[1. 1. 0. 2. 2. 1.],975
3,6,[1. 1. 0. 2. 2. 2.],972
3,6,[1. 1. 1. 0. 0. 0.],1053
3,6,[1. 1. 1. 0. 0. 1.],1056
3,6,[1. 1. 1. 0. 0. 2.],1053
3,6,[1. 1. 1. 0. 1. 0.],1062
3,6,[1. 1. 1. 0. 1. 1.],1065
3,6,[1. 1. 1. 0. 1. 2.],1062
3,6,[1. 1. 1. 0. 2. 0.],1053
3,6,[1. 1. 1. 0. 2. 1.],1056
3,6,[1. 1. 1. 0. 2. 2.],1053
3,6,[1. 1. 1. 1. 0. 0.],1080
3,6,[1. 1. 1. 1. 0. 1.],1083
3,6,[1. 1. 1. 1. 0. 2.],1080
3,6,[1. 1. 1. 1. 1. 0.],1089
3,6,[1. 1. 1. 1. 1. 1.],1092
3,6,[1. 1. 1. 1. 1. 2.],1089
3,6,[1. 1. 1. 1. 2. 0.],1080
3,6,[1. 1. 1. 1. 2. 1.],1083
3,6,[1. 1. 1. 1. 2. 2.],1080
3,6,[1. 1. 1. 2. 0. 0.],1053
3,6,[1. 1. 1. 2. 0. 1.],1056
3,6,[1. 1. 1. 2. 0. 2.],1053
3,6,[1. 1. 1. 2. 1. 0.],1062
3,6,[1. 1. 1. 2. 1. 1.],1065
3,6,[1. 1. 1. 2. 1. 2.],1062
3,6,[1. 1. 1. 2. 2. 0.],1053
3,6,[1. 1. 1. 2. 2. 1.],1056
3,6,[1. 1. 1. 2. 2. 2.],1053
3,6,[1. 1. 2. 0. 0. 0.],972
3,6,[1. 1. 2. 0. 0. 1.],975
3,6,[1. 1. 2. 0. 0. 2.],972
3,6,[1. 1. 2. 0. 1. 0.],981
3,6,[1. 1. 2. 0. 1. 1.],984
3,6,[1. 1. 2. 0. 1. 2.],981
3,6,[1. 1. 2. 0. 2. 0.],972
3,6,[1. 1. 2. 0. 2. 1.],975
3,6,[1. 1. 2. 0. 2. 2.],972
3,6,[1. 1. 2. 1. 0. 0.],999
3,6,[1. 1. 2. 1. 0. 1.],1002
3,6,[1. 1. 2. 1. 0. 2.],999
3,6,[1. 1. 2. 1. 1. 0.],1008
3,6,[1. 1. 2. 1. 1. 1.],1011
3,6,[1. 1. 2. 1. 1. 2.],1008
3,6,[1. 1. 2. 1. 2. 0.],999
3,6,[1. 1. 2. 1. 2. 1.],1002
3,6,[1. 1. 2. 1. 2. 2.],999
3,6,[1. 1. 2. 2. 0. 0.],972
3,6,[1. 1. 2. 2. 0. 1.],975
3,6,[1. 1. 2. 2. 0. 2.],972
3,6,[1. 1. 2. 2. 1. 0.],981
3,6,[1. 1. 2. 2. 1. 1.],984
3,6,[1. 1. 2. 2. 1. 2.],981
3,6,[1. 1. 2. 2. 2. 0.],972
3,6,[1. 1. 2. 2. 2. 1.],975
3,6,[1. 1. 2. 2. 2. 2.],972
3,6,[1. 2. 0. 0. 0. 0.],729
3,6,[1. 2. 0. 0. 0. 1.],732
3,6,[1. 2. 0. 0. 0. 2.],729
3,6,[1. 2. 0. 0. 1. 0.],738
3,6,[1. 2. 0. 0. 1. 1.],741
3,6,[1. 2. 0. 0. 1. 2.],738
3,6,[1. 2. 0. 0. 2. 0.],729
3,6,[1. 2. 0. 0. 2. 1.],732
3,6,[1. 2. 0. 0. 2. 2.],729
3,6,[1. 2. 0. 1. 0. 0.],756
3,6,[1. 2. 0. 1. 0. 1.],759
3,6,[1. 2. 0. 1. 0. 2.],756
3,6,[1. 2. 0. 1. 1. 0.],765
3,6,[1. 2. 0. 1. 1. 1.],768
3,6,[1. 2. 0. 1. 1. 2.],765
3,6,[1. 2. 0. 1. 2. 0.],756
3,6,[1. 2. 0. 1. 2. 1.],759
3,6,[1. 2. 0. 1. 2. 2.],756
3,6,[1. 2. 0. 2. 0. 0.],729
3,6,[1. 2. 0. 2. 0. 1.],732
3,6,[1. 2. 0. 2. 0. 2.],729
3,6,[1. 2. 0. 2. 1. 0.],738
3,6,[1. 2. 0. 2. 1. 1.],741
3,6,[1. 2. 0. 2. 1. 2.],738
3,6,[1. 2. 0. 2. 2. 0.],729
3,6,[1. 2. 0. 2. 2. 1.],732
3,6,[1. 2. 0. 2. 2. 2.],729
3,6,[1. 2. 1. 0. 0. 0.],810
3,6,[1. 2. 1. 0. 0. 1.],813
3,6,[1. 2. 1. 0. 0. 2.],810
3,6,[1. 2. 1. 0. 1. 0.],819
3,6,[1. 2. 1. 0. 1. 1.],822
3,6,[1. 2. 1. 0. 1. 2.],819
3,6,[1. 2. 1. 0. 2. 0.],810
3,6,[1. 2. 1. 0. 2. 1.],813
3,6,[1. 2. 1. 0. 2. 2.],810
3,6,[1. 2. 1. 1. 0. 0.],837
3,6,[1. 2. 1. 1. 0. 1.],840
3,6,[1. 2. 1. 1. 0. 2.],837
3,6,[1. 2. 1. 1. 1. 0.],846
3,6,[1. 2. 1. 1. 1. 1.],849
3,6,[1. 2. 1. 1. 1. 2.],846
3,6,[1. 2. 1. 1. 2. 0.],837
3,6,[1. 2. 1. 1. 2. 1.],840
3,6,[1. 2. 1. 1. 2. 2.],837
3,6,[1. 2. 1. 2. 0. 0.],810
3,6,[1. 2. 1. 2. 0. 1.],813
3,6,[1. 2. 1. 2. 0. 2.],810
3,6,[1. 2. 1. 2. 1. 0.],819
3,6,[1. 2. 1. 2. 1. 1.],822
3,6,[1. 2. 1. 2. 1. 2.],819
3,6,[1. 2. 1. 2. 2. 0.],810
3,6,[1. 2. 1. 2. 2. 1.],813
3,6,[1. 2. 1. 2. 2. 2.],810
3,6,[1. 2. 2. 0. 0. 0.],729
3,6,[1. 2. 2. 0. 0. 1.],732
3,6,[1. 2. 2. 0. 0. 2.],729
3,6,[1. 2. 2. 0. 1. 0.],738
3,6,[1. 2. 2. 0. 1. 1.],741
3,6,[1. 2. 2. 0. 1. 2.],738
3,6,[1. 2. 2. 0. 2. 0.],729
3,6,[1. 2. 2. 0. 2. 1.],732
3,6,[1. 2. 2. 0. 2. 2.],729
3,6,[1. 2. 2. 1. 0. 0.],756
3,6,[1. 2. 2. 1. 0. 1.],759
3,6,[1. 2. 2. 1. 0. 2.],756
3,6,[1. 2. 2. 1. 1. 0.],765
3,6,[1. 2. 2. 1. 1. 1.],768
3,6,[1. 2. 2. 1. 1. 2.],765
3,6,[1. 2. 2. 1. 2. 0.],756
3,6,[1. 2. 2. 1. 2. 1.],759
3,6,[1. 2. 2. 1. 2. 2.],756
3,6,[1. 2. 2. 2. 0. 0.],729
3,6,[1. 2. 2. 2. 0. 1.],732
3,6,[1. 2. 2. 2. 0. 2.],729
3,6,[1. 2. 2. 2. 1. 0.],738
3,6,[1. 2. 2. 2. 1. 1.],741
3,6,[1. 2. 2. 2. 1. 2.],738
3,6,[1. 2. 2. 2. 2. 0.],729
3,6,[1. 2. 2. 2. 2. 1.],732
3,6,[1. 2. 2. 2. 2. 2.],729
3,6,[2. 0. 0. 0. 0. 0.],729
3,6,[2. 0. 0. 0. 0. 1.],729
3,6,[2. 0. 0. 0. 0. 2.],732
3,6,[2. 0. 0. 0. 1. 0.],729
3,6,[2. 0. 0. 0. 1. 1.],729
3,6,[2. 0. 0. 0. 1. 2.],732
3,6,[2. 0. 0. 0. 2. 0.],738
3,6,[2. 0. 0. 0. 2. 1.],738
3,6,[2. 0. 0. 0. 2. 2.],741
3,6,[2. 0. 0. 1. 0. 0.],729
3,6,[2. 0. 0. 1. 0. 1.],729
3,6,[2. 0. 0. 1. 0. 2.],732
3,6,[2. 0. 0. 1. 1. 0.],729
3,6,[2. 0. 0. 1. 1. 1.],729
3,6,[2. 0. 0. 1. 1. 2.],732
3,6,[2. 0. 0. 1. 2. 0.],738
3,6,[2. 0. 0. 1. 2. 1.],738
3,6,[2. 0. 0. 1. 2. 2.],741
3,6,[2. 0. 0. 2. 0. 0.],756
3,6,[2. 0. 0. 2. 0. 1.],756
3,6,[2. 0. 0. 2. 0. 2.],759
3,6,[2. 0. 0. 2. 1. 0.],756
3,6,[2. 0. 0. 2. 1. 1.],756
3,6,[2. 0. 0. 2. 1. 2.],759
3,6,[2. 0. 0. 2. 2. 0.],765
3,6,[2. 0. 0. 2. 2. 1.],765
3,6,[2. 0. 0. 2. 2. 2.],768
3,6,[2. 0. 1. 0. 0. 0.],729
3,6,[2. 0. 1. 0. 0. 1.],729
3,6,[2. 0. 1. 0. 0. 2.],732
3,6,[2. 0. 1. 0. 1. 0.],729
3,6,[2. 0. 1. 0. 1. 1.],729
3,6,[2. 0. 1. 0. 1. 2.],732
3,6,[2. 0. 1. 0. 2. 0.],738
3,6,[2. 0. 1. 0. 2. 1.],738
3,6,[2. 0. 1. 0. 2. 2.],741
3,6,[2. 0. 1. 1. 0. 0.],729
3,6,[2. 0. 1. 1. 0. 1.],729
3,6,[2. 0. 1. 1. 0. 2.],732
3,6,[2. 0. 1. 1. 1. 0.],729
3,6,[2. 0. 1. 1. 1. 1.],729
3,6,[2. 0. 1. 1. 1. 2.],732
3,6,[2. 0. 1. 1. 2. 0.],738
3,6,[2. 0. 1. 1. 2. 1.],738
3,6,[2. 0. 1. 1. 2. 2.],741
3,6,[2. 0. 1. 2. 0. 0.],756
3,6,[2. 0. 1. 2. 0. 1.],756
3,6,[2. 0. 1. 2. 0. 2.],759
3,6,[2. 0. 1. 2. 1. 0.],756
3,6,[2. 0. 1. 2. 1. 1.],756
3,6,[2. 0. 1. 2. 1. 2.],759
3,6,[2. 0. 1. 2. 2. 0.],765
3,6,[2. 0. 1. 2. 2. 1.],765
3,6,[2. 0. 1. 2. 2. 2.],768
3,6,[2. 0. 2. 0. 0. 0.],810
3,6,[2. 0. 2. 0. 0. 1.],810
3,6,[2. 0. 2. 0. 0. 2.],813
3,6,[2. 0. 2. 0. 1. 0.],810
3,6,[2. 0. 2. 0. 1. 1.],810
3,6,[2. 0. 2. 0. 1. 2.],813
3,6,[2. 0. 2. 0. 2. 0.],819
3,6,[2. 0. 2. 0. 2. 1.],819
3,6,[2. 0. 2. 0. 2. 2.],822
3,6,[2. 0. 2. 1. 0. 0.],810
3,6,[2. 0. 2. 1. 0. 1.],810
3,6,[2. 0. 2. 1. 0. 2.],813
3,6,[2. 0. 2. 1. 1. 0.],810
3,6,[2. 0. 2. 1. 1. 1.],810
3,6,[2. 0. 2. 1. 1. 2.],813
3,6,[2. 0. 2. 1. 2. 0.],819
3,6,[2. 0. 2. 1. 2. 1.],819
3,6,[2. 0. 2. 1. 2. 2.],822
3,6,[2. 0. 2. 2. 0. 0.],837
3,6,[2. 0. 2. 2. 0. 1.],837
3,6,[2. 0. 2. 2. 0. 2.],840
3,6,[2. 0. 2. 2. 1. 0.],837
3,6,[2. 0. 2. 2. 1. 1.],837
3,6,[2. 0. 2. 2. 1. 2.],840
3,6,[2. 0. 2. 2. 2. 0.],846
3,6,[2. 0. 2. 2. 2. 1.],846
3,6,[2. 0. 2. 2. 2. 2.],849
3,6,[2. 1. 0. 0. 0. 0.],729
3,6,[2. 1. 0. 0. 0. 1.],729
3,6,[2. 1. 0. 0. 0. 2.],732
3,6,[2. 1. 0. 0. 1. 0.],729
3,6,[2. 1. 0. 0. 1. 1.],729
3,6,[2. 1. 0. 0. 1. 2.],732
3,6,[2. 1. 0. 0. 2. 0.],738
3,6,[2. 1. 0. 0. 2. 1.],738
3,6,[2. 1. 0. 0. 2. 2.],741
3,6,[2. 1. 0. 1. 0. 0.],729
3,6,[2. 1. 0. 1. 0. 1.],729
3,6,[2. 1. 0. 1. 0. 2.],732
3,6,[2. 1. 0. 1. 1. 0.],729
3,6,[2. 1. 0. 1. 1. 1.],729
3,6,[2. 1. 0. 1. 1. 2.],732
3,6,[2. 1. 0. 1. 2. 0.],738
3,6,[2. 1. 0. 1. 2. 1.],738
3,6,[2. 1. 0. 1. 2. 2.],741
3,6,[2. 1. 0. 2. 0. 0.],756
3,6,[2. 1. 0. 2. 0. 1.],756
3,6,[2. 1. 0. 2. 0. 2.],759
3,6,[2. 1. 0. 2. 1. 0.],756
3,6,[2. 1. 0. 2. 1. 1.],756
3,6,[2. 1. 0. 2. 1. 2.],759
3,6,[2. 1. 0. 2. 2. 0.],765
3,6,[2. 1. 0. 2. 2. 1.],765
3,6,[2. 1. 0. 2. 2. 2.],768
3,6,[2. 1. 1. 0. 0. 0.],729
3,6,[2. 1. 1. 0. 0. 1.],729
3,6,[2. 1. 1. 0. 0. 2.],732
3,6,[2. 1. 1. 0. 1. 0.],729
3,6,[2. 1. 1. 0. 1. 1.],729
3,6,[2. 1. 1. 0. 1. 2.],732
3,6,[2. 1. 1. 0. 2. 0.],738
3,6,[2. 1. 1. 0. 2. 1.],738
3,6,[2. 1. 1. 0. 2. 2.],741
3,6,[2. 1. 1. 1. 0. 0.],729
3,6,[2. 1. 1. 1. 0. 1.],729
3,6,[2. 1. 1. 1. 0. 2.],732
3,6,[2. 1. 1. 1. 1. 0.],729
3,6,[2. 1. 1. 1. 1. 1.],729
3,6,[2. 1. 1. 1. 1. 2.],732
3,6,[2. 1. 1. 1. 2. 0.],738
3,6,[2. 1. 1. 1. 2. 1.],738
3,6,[2. 1. 1. 1. 2. 2.],741
3,6,[2. 1. 1. 2. 0. 0.],756
3,6,[2. 1. 1. 2. 0. 1.],756
3,6,[2. 1. 1. 2. 0. 2.],759
3,6,[2. 1. 1. 2. 1. 0.],756
3,6,[2. 1. 1. 2. 1. 1.],756
3,6,[2. 1. 1. 2. 1. 2.],759
3,6,[2. 1. 1. 2. 2. 0.],765
3,6,[2. 1. 1. 2. 2. 1.],765
3,6,[2. 1. 1. 2. 2. 2.],768
3,6,[2. 1. 2. 0. 0. 0.],810
3,6,[2. 1. 2. 0. 0. 1.],810
3,6,[2. 1. 2. 0. 0. 2.],813
3,6,[2. 1. 2. 0. 1. 0.],810
3,6,[2. 1. 2. 0. 1. 1.],810
3,6,[2. 1. 2. 0. 1. 2.],813
3,6,[2. 1. 2. 0. 2. 0.],819
3,6,[2. 1. 2. 0. 2. 1.],819
3,6,[2. 1. 2. 0. 2. 2.],822
3,6,[2. 1. 2. 1. 0. 0.],810
3,6,[2. 1. 2. 1. 0. 1.],810
3,6,[2. 1. 2. 1. 0. 2.],813
3,6,[2. 1. 2. 1. 1. 0.],810
3,6,[2. 1. 2. 1. 1. 1.],810
3,6,[2. 1. 2. 1. 1. 2.],813
3,6,[2. 1. 2. 1. 2. 0.],819
3,6,[2. 1. 2. 1. 2. 1.],819
3,6,[2. 1. 2. 1. 2. 2.],822
3,6,[2. 1. 2. 2. 0. 0.],837
3,6,[2. 1. 2. 2. 0. 1.],837
3,6,[2. 1. 2. 2. 0. 2.],840
3,6,[2. 1. 2. 2. 1. 0.],837
3,6,[2. 1. 2. 2. 1. 1.],837
3,6,[2. 1. 2. 2. 1. 2.],840
3,6,[2. 1. 2. 2. 2. 0.],846
3,6,[2. 1. 2. 2. 2. 1.],846
3,6,[2. 1. 2. 2. 2. 2.],849
3,6,[2. 2. 0. 0. 0. 0.],972
3,6,[2. 2. 0. 0. 0. 1.],972
3,6,[2. 2. 0. 0. 0. 2.],975
3,6,[2. 2. 0. 0. 1. 0.],972
3,6,[2. 2. 0. 0. 1. 1.],972
3,6,[2. 2. 0. 0. 1. 2.],975
3,6,[2. 2. 0. 0. 2. 0.],981
3,6,[2. 2. 0. 0. 2. 1.],981
3,6,[2. 2. 0. 0. 2. 2.],984
3,6,[2. 2. 0. 1. 0. 0.],972
3,6,[2. 2. 0. 1. 0. 1.],972
3,6,[2. 2. 0. 1. 0. 2.],975
3,6,[2. 2. 0. 1. 1. 0.],972
3,6,[2. 2. 0. 1. 1. 1.],972
3,6,[2. 2. 0. 1. 1. 2.],975
3,6,[2. 2. 0. 1. 2. 0.],981
3,6,[2. 2. 0. 1. 2. 1.],981
3,6,[2. 2. 0. 1. 2. 2.],984
3,6,[2. 2. 0. 2. 0. 0.],999
3,6,[2. 2. 0. 2. 0. 1.],999
3,6,[2. 2. 0. 2. 0. 2.],1002
3,6,[2. 2. 0. 2. 1. 0.],999
3,6,[2. 2. 0. 2. 1. 1.],999
3,6,[2. 2. 0. 2. 1. 2.],1002
3,6,[2. 2. 0. 2. 2. 0.],1008
3,6,[2. 2. 0. 2. 2. 1.],1008
3,6,[2. 2. 0. 2. 2. 2.],1011
3,6,[2. 2. 1. 0. 0. 0.],972
3,6,[2. 2. 1. 0. 0. 1.],972
3,6,[2. 2. 1. 0. 0. 2.],975
3,6,[2. 2. 1. 0. 1. 0.],972
3,6,[2. 2. 1. 0. 1. 1.],972
3,6,[2. 2. 1. 0. 1. 2.],975
3,6,[2. 2. 1. 0. 2. 0.],981
3,6,[2. 2. 1. 0. 2. 1.],981
3,6,[2. 2. 1. 0. 2. 2.],984
3,6,[2. 2. 1. 1. 0. 0.],972
3,6,[2. 2. 1. 1. 0. 1.],972
3,6,[2. 2. 1. 1. 0. 2.],975
3,6,[2. 2. 1. 1. 1. 0.],972
3,6,[2. 2. 1. 1. 1. 1.],972
3,6,[2. 2. 1. 1. 1. 2.],975
3,6,[2. 2. 1. 1. 2. 0.],981
3,6,[2. 2. 1. 1. 2. 1.],981
3,6,[2. 2. 1. 1. 2. 2.],984
